ICD9_code	ICD9_label	ICD9_simpleLabel	phecode1.2_codeList	phecodeX_codeList
011.66	Tuberculous pneumonia [any form], tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]	tuberculous pneumonia any form tubercle bacilli not found by bacteriological or histological examination but tuberculosis confirmed by other methods inoculation of animals	['010']	['005', '005.1', '089', '089.1', '460', '468', '468.2', '468.29']
011.7	Tuberculous pneumothorax	tuberculous pneumothorax	['010']	['005', '005.1', '089', '089.1', '460', '484']
011.70	Tuberculous pneumothorax, unspecified	tuberculous pneumothorax	['010']	['005', '005.1', '089', '089.1', '460', '484']
011.71	Tuberculous pneumothorax, bacteriological or histological examination not done	tuberculous pneumothorax bacteriological or histological examination not done	['010']	['005', '005.1', '089', '089.1', '460', '484']
011.72	Tuberculous pneumothorax, bacteriological or histological examination unknown (at present)	tuberculous pneumothorax bacteriological or histological examination unknown at present	['010']	['005', '005.1', '089', '089.1', '460', '484']
011.73	Tuberculous pneumothorax, tubercle bacilli found (in sputum) by microscopy	tuberculous pneumothorax tubercle bacilli found in sputum by microscopy	['010']	['005', '005.1', '089', '089.1', '460', '484']
011.74	Tuberculous pneumothorax, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture	tuberculous pneumothorax tubercle bacilli not found in sputum by microscopy but found by bacterial culture	['010']	['005', '005.1', '089', '089.1', '460', '484']
011.75	Tuberculous pneumothorax, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically	tuberculous pneumothorax tubercle bacilli not found by bacteriological examination but tuberculosis confirmed histologically	['010']	['005', '005.1', '089', '089.1', '460', '484']
011.76	Tuberculous pneumothorax, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]	tuberculous pneumothorax tubercle bacilli not found by bacteriological or histological examination but tuberculosis confirmed by other methods inoculation of animals	['010']	['005', '005.1', '089', '089.1', '460', '484']
011.8	Other specified pulmonary tuberculosis	other specified pulmonary tuberculosis	['010']	['005', '005.1', '089', '089.1', '460']
011.80	Other specified pulmonary tuberculosis, unspecified	other specified pulmonary tuberculosis	['010']	['005', '005.1', '089', '089.1', '460']
011.81	Other specified pulmonary tuberculosis, bacteriological or histological examination not done	other specified pulmonary tuberculosis bacteriological or histological examination not done	['010']	['005', '005.1', '089', '089.1', '460']
011.82	Other specified pulmonary tuberculosis, bacteriological or histological examination unknown (at present)	other specified pulmonary tuberculosis bacteriological or histological examination unknown at present	['010']	['005', '005.1', '089', '089.1', '460']
011.83	Other specified pulmonary tuberculosis, tubercle bacilli found (in sputum) by microscopy	other specified pulmonary tuberculosis tubercle bacilli found in sputum by microscopy	['010']	['005', '005.1', '089', '089.1', '460']
011.84	Other specified pulmonary tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture	other specified pulmonary tuberculosis tubercle bacilli not found in sputum by microscopy but found by bacterial culture	['010']	['005', '005.1', '089', '089.1', '460']
011.85	Other specified pulmonary tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically	other specified pulmonary tuberculosis tubercle bacilli not found by bacteriological examination but tuberculosis confirmed histologically	['010']	['005', '005.1', '089', '089.1', '460']
011.86	Other specified pulmonary tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]	other specified pulmonary tuberculosis tubercle bacilli not found by bacteriological or histological examination but tuberculosis confirmed by other methods inoculation of animals	['010']	['005', '005.1', '089', '089.1', '460']
011.9	Unspecified pulmonary tuberculosis	pulmonary tuberculosis	['010']	['005', '005.1', '089', '089.1', '460']
011.90	Pulmonary tuberculosis, unspecified, unspecified	pulmonary tuberculosis unspecified	['010']	['005', '005.1', '089', '089.1', '460']
011.91	Pulmonary tuberculosis, unspecified, bacteriological or histological examination not done	pulmonary tuberculosisbacteriological or histological examination not done	['010']	['005', '005.1', '089', '089.1', '460']
011.92	Pulmonary tuberculosis, unspecified, bacteriological or histological examination unknown (at present)	pulmonary tuberculosisbacteriological or histological examination unknown at present	['010']	['005', '005.1', '089', '089.1', '460']
011.93	Pulmonary tuberculosis, unspecified, tubercle bacilli found (in sputum) by microscopy	pulmonary tuberculosistubercle bacilli found in sputum by microscopy	['010']	['005', '005.1', '089', '089.1', '460']
011.94	Pulmonary tuberculosis, unspecified, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture	pulmonary tuberculosistubercle bacilli not found in sputum by microscopy but found by bacterial culture	['010']	['005', '005.1', '089', '089.1', '460']
011.95	Pulmonary tuberculosis, unspecified, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically	pulmonary tuberculosistubercle bacilli not found by bacteriological examination but tuberculosis confirmed histologically	['010']	['005', '005.1', '089', '089.1', '460']
011.96	Pulmonary tuberculosis, unspecified, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]	pulmonary tuberculosistubercle bacilli not found by bacteriological or histological examination but tuberculosis confirmed by other methods inoculation of animals	['010']	['005', '005.1', '089', '089.1', '460']
012	Other respiratory tuberculosis	other respiratory tuberculosis	['010']	['005', '005.1', '089', '089.1', '460']
012.0	Tuberculous pleurisy	tuberculous pleurisy	['010']	['005', '005.1', '089', '089.1', '460', '491']
012.00	Tuberculous pleurisy, unspecified	tuberculous pleurisy	['010']	['005', '005.1', '089', '089.1', '460', '491']
012.01	Tuberculous pleurisy, bacteriological or histological examination not done	tuberculous pleurisy bacteriological or histological examination not done	['010']	['005', '005.1', '089', '089.1', '460', '491']
012.02	Tuberculous pleurisy, bacteriological or histological examination unknown (at present)	tuberculous pleurisy bacteriological or histological examination unknown at present	['010']	['005', '005.1', '089', '089.1', '460', '491']
012.03	Tuberculous pleurisy, tubercle bacilli found (in sputum) by microscopy	tuberculous pleurisy tubercle bacilli found in sputum by microscopy	['010']	['005', '005.1', '089', '089.1', '460', '491']
012.04	Tuberculous pleurisy, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture	tuberculous pleurisy tubercle bacilli not found in sputum by microscopy but found by bacterial culture	['010']	['005', '005.1', '089', '089.1', '460', '491']
012.05	Tuberculous pleurisy, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically	tuberculous pleurisy tubercle bacilli not found by bacteriological examination but tuberculosis confirmed histologically	['010']	['005', '005.1', '089', '089.1', '460', '491']
012.06	Tuberculous pleurisy, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]	tuberculous pleurisy tubercle bacilli not found by bacteriological or histological examination but tuberculosis confirmed by other methods inoculation of animals	['010']	['005', '005.1', '089', '089.1', '460', '491']
012.1	Tuberculosis of intrathoracic lymph nodes	tuberculosis of intrathoracic lymph nodes	['010']	['005', '005.1', '089', '089.1', '460']
012.10	Tuberculosis of intrathoracic lymph nodes, unspecified	tuberculosis of intrathoracic lymph nodes	['010']	['005', '005.1', '089', '089.1', '460']
012.11	Tuberculosis of intrathoracic lymph nodes, bacteriological or histological examination not done	tuberculosis of intrathoracic lymph nodes bacteriological or histological examination not done	['010']	['005', '005.1', '089', '089.1', '460']
012.12	Tuberculosis of intrathoracic lymph nodes, bacteriological or histological examination unknown (at present)	tuberculosis of intrathoracic lymph nodes bacteriological or histological examination unknown at present	['010']	['005', '005.1', '089', '089.1', '460']
012.13	Tuberculosis of intrathoracic lymph nodes, tubercle bacilli found (in sputum) by microscopy	tuberculosis of intrathoracic lymph nodes tubercle bacilli found in sputum by microscopy	['010']	['005', '005.1', '089', '089.1', '460']
012.14	Tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture	tuberculosis of intrathoracic lymph nodes tubercle bacilli not found in sputum by microscopy but found by bacterial culture	['010']	['005', '005.1', '089', '089.1', '460']
012.15	Tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically	tuberculosis of intrathoracic lymph nodes tubercle bacilli not found by bacteriological examination but tuberculosis confirmed histologically	['010']	['005', '005.1', '089', '089.1', '460']
012.16	Tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]	tuberculosis of intrathoracic lymph nodes tubercle bacilli not found by bacteriological or histological examination but tuberculosis confirmed by other methods inoculation of animals	['010']	['005', '005.1', '089', '089.1', '460']
012.2	Isolated tracheal or bronchial tuberculosis	isolated tracheal or bronchial tuberculosis	['010']	['005', '005.1', '089', '089.1', '460']
012.20	Isolated tracheal or bronchial tuberculosis, unspecified	isolated tracheal or bronchial tuberculosis	['010']	['005', '005.1', '089', '089.1', '460']
012.21	Isolated tracheal or bronchial tuberculosis, bacteriological or histological examination not done	isolated tracheal or bronchial tuberculosis bacteriological or histological examination not done	['010']	['005', '005.1', '089', '089.1', '460']
012.22	Isolated tracheal or bronchial tuberculosis, bacteriological or histological examination unknown (at present)	isolated tracheal or bronchial tuberculosis bacteriological or histological examination unknown at present	['010']	['005', '005.1', '089', '089.1', '460']
012.23	Isolated tracheal or bronchial tuberculosis, tubercle bacilli found (in sputum) by microscopy	isolated tracheal or bronchial tuberculosis tubercle bacilli found in sputum by microscopy	['010']	['005', '005.1', '089', '089.1', '460']
