phecodeXupdated_code	phecodeXupdated_label	phecodeXupdated_simpleLabel	phecodeXupdated_category
CA_148.2	Benign neoplasm of meninges (Meningioma)	benign neoplasm of meninges meningioma	Neoplasms
CA_148.3	Benign neoplasm of brain	benign neoplasm of brain	Neoplasms
CA_148.4	Benign neoplasm of spinal cord	benign neoplasm of spinal cord	Neoplasms
CA_148.5	Benign neoplasm of cranial nerve	benign neoplasm of cranial nerve	Neoplasms
CA_149	Benign neoplasm of the endocrine glands	benign neoplasm of the endocrine glands	Neoplasms
CA_149.1	Benign neoplasm of the thyroid	benign neoplasm of the thyroid	Neoplasms
CA_149.3	Benign neoplasm of the parathyroid gland	benign neoplasm of the parathyroid gland	Neoplasms
CA_149.4	Benign neoplasm of the pituitary gland and craniopharyngeal duct	benign neoplasm of the pituitary gland and craniopharyngeal duct	Neoplasms
CA_149.5	Benign neoplasm of pineal gland	benign neoplasm of pineal gland	Neoplasms
CA_152	Benign neoplasm of lymph nodes	benign neoplasm of lymph nodes	Neoplasms
CA_153	Benign neoplasm of other or unspecified sites	benign neoplasm of other orsites	Neoplasms
BI_160	Deficiency anemias	deficiency anemias	Blood/Immune
BI_160.1	Iron deficiency anemia	iron deficiency anemia	Blood/Immune
BI_160.11	Iron deficiency anemia secondary to blood loss	iron deficiency anemia secondary to blood loss	Blood/Immune
BI_160.2	Megaloblastic anemia	megaloblastic anemia	Blood/Immune
BI_160.21	Vitamin B12 deficiency anemia due to intrinsic factor deficiency [Pernicious anemia]	vitamin b12 deficiency anemia due to intrinsic factor deficiency pernicious anemia	Blood/Immune
BI_160.22	Folate-deficiency anemia	folate-deficiency anemia	Blood/Immune
BI_160.3	Protein-deficiency anemia	protein-deficiency anemia	Blood/Immune
BI_161.2	Extrinsic (acquired) hemolytic anemias	extrinsic acquired hemolytic anemias	Blood/Immune
BI_161.21	Autoimmune hemolytic anemias [AIHA]	autoimmune hemolytic anemias aiha	Blood/Immune
BI_161.22	Hemolytic-uremic syndrome	hemolytic-uremic syndrome	Blood/Immune
BI_161.23	Drug-induced hemolytic anemia*	drug-induced hemolytic anemia	Blood/Immune
BI_162	Aplastic anemia	aplastic anemia	Blood/Immune
BI_162.1	Constitutional (hereditary) aplastic anemia	constitutional hereditary aplastic anemia	Blood/Immune
BI_162.2	Acquired pure red cell aplasia [erythroblastopenia]	acquired pure red cell aplasia erythroblastopenia	Blood/Immune
BI_162.3	Aplastic anemia due to drugs or other external agents*	aplastic anemia due to drugs or other external agents	Blood/Immune
BI_162.4	Idiopathic aplastic anemia*	idiopathic aplastic anemia	Blood/Immune
BI_162.8	Pancytopenia	pancytopenia	Blood/Immune
BI_162.81	Drug-induced pancytopenia	drug-induced pancytopenia	Blood/Immune
BI_164	Anemia	anemia	Blood/Immune
BI_164.1	Microcytic anemia	microcytic anemia	Blood/Immune
BI_164.2	Macrocytic anemia	macrocytic anemia	Blood/Immune
BI_164.3	Acute posthemorrhagic anemia	acute posthemorrhagic anemia	Blood/Immune
BI_164.6	Anemia secondary to chronic diseases and conditions	anemia secondary to chronic diseases and conditions	Blood/Immune
BI_164.7	Myelophthisis	myelophthisis	Blood/Immune
BI_164.8	Sideroblastic anemia	sideroblastic anemia	Blood/Immune
BI_168	Coagulation defects, purpura and other hemorrhagic conditions	coagulation defects purpura and other hemorrhagic conditions	Blood/Immune
BI_168.1	Hypo-coagulability	hypo-coagulability	Blood/Immune
BI_168.12	Hemorrhagic disorder due to intrinsic circulating anticoagulants	hemorrhagic disorder due to intrinsic circulating anticoagulants	Blood/Immune
BI_168.15	Acquired coagulation factor deficiency	acquired coagulation factor deficiency	Blood/Immune
BI_168.18	Other nonthrombocytopenic purpura	other nonthrombocytopenic purpura	Blood/Immune
BI_168.2	Hyper-coagulability	hyper-coagulability	Blood/Immune
BI_168.21	Primary thrombophilia	primary thrombophilia	Blood/Immune
BI_168.211	Activated protein C resistance*	activated protein c resistance	Blood/Immune
BI_168.213	Lupus anticoagulant syndrome*	lupus anticoagulant syndrome	Blood/Immune
BI_168.214	Antiphospholipid syndrome*	antiphospholipid syndrome	Blood/Immune
BI_168.22	Disseminated intravascular coagulation [Defibrination syndrome]	disseminated intravascular coagulation defibrination syndrome	Blood/Immune
BI_168.3	Spontaneous ecchymoses	spontaneous ecchymoses	Blood/Immune
BI_168.4	Abnormal coagulation profile	abnormal coagulation profile	Blood/Immune
BI_169.1	Thrombocytopenia	thrombocytopenia	Blood/Immune
BI_169.11	Immune thrombocytopenic purpura [ITP]	immune thrombocytopenic purpura itp	Blood/Immune
BI_169.12	Evans syndrome	evans syndrome	Blood/Immune
BI_169.13	Congenital and hereditary thrombocytopenic purpura	congenital and hereditary thrombocytopenic purpura	Blood/Immune
BI_169.14	Secondary thrombocytopenia	secondary thrombocytopenia	Blood/Immune
BI_169.15	Heparin-induced thrombocytopenia [HIT]	heparin-induced thrombocytopenia hit	Blood/Immune
BI_169.2	Qualitative platelet defects	qualitative platelet defects	Blood/Immune
BI_170	Decreased white blood cell count	decreased white blood cell count	Blood/Immune
BI_170.1	Neutropenia	neutropenia	Blood/Immune
BI_170.12	Drug induced neutropenia	drug induced neutropenia	Blood/Immune
BI_170.13	Neutropenia due to infection	neutropenia due to infection	Blood/Immune
BI_170.14	Cyclic neutropenia	cyclic neutropenia	Blood/Immune
BI_170.2	Lymphocytopenia	lymphocytopenia	Blood/Immune
BI_171	Elevated white blood cell count [Leukocytosis]	elevated white blood cell count leukocytosis	Blood/Immune
BI_171.1	Lymphocytosis (symptomatic)	lymphocytosis symptomatic	Blood/Immune
BI_171.2	Monocytosis (symptomatic)	monocytosis symptomatic	Blood/Immune
BI_171.3	Plasmacytosis	plasmacytosis	Blood/Immune
BI_171.4	Leukemoid reaction	leukemoid reaction	Blood/Immune
BI_171.5	Basophilia	basophilia	Blood/Immune
BI_171.6	Bandemia	bandemia	Blood/Immune
BI_171.7	Eosinophilia	eosinophilia	Blood/Immune
BI_171.71	Hypereosinophilic syndrome*	hypereosinophilic syndrome	Blood/Immune
BI_171.711	Idiopathic hypereosinophilic syndrome*	idiopathic hypereosinophilic syndrome	Blood/Immune
BI_172	Other disorders of white blood cells	other disorders of white blood cells	Blood/Immune
BI_172.1	Functional disorders of polymorphonuclear neutrophils	functional disorders of polymorphonuclear neutrophils	Blood/Immune
BI_172.3	Hemophagocytic syndromes	hemophagocytic syndromes	Blood/Immune
BI_174	Diseases of spleen	diseases of spleen	Blood/Immune
BI_174.1	Hyposplenism*	hyposplenism	Blood/Immune
BI_174.2	Splenomegaly	splenomegaly	Blood/Immune
BI_174.21	Hypersplenism	hypersplenism	Blood/Immune
BI_174.22	Chronic congestive splenomegaly	chronic congestive splenomegaly	Blood/Immune
BI_174.23	Neutropenic splenomegaly	neutropenic splenomegaly	Blood/Immune
BI_174.5	Abscess of spleen*	abscess of spleen	Blood/Immune
BI_174.6	Cyst of spleen*	cyst of spleen	Blood/Immune
BI_174.7	Infarction of spleen*	infarction of spleen	Blood/Immune
BI_175	Polycythemias	polycythemias	Blood/Immune
BI_175.2	Secondary polycythemia	secondary polycythemia	Blood/Immune
BI_176	Other diseases of blood and blood-forming organs	other diseases of blood and blood-forming organs	Blood/Immune
BI_176.1	Thrombocytosis*	thrombocytosis	Blood/Immune
BI_177	Abnormality of the lymph nodes	abnormality of the lymph nodes	Blood/Immune
BI_177.1	Lymphadenitis	lymphadenitis	Blood/Immune
BI_177.11	Mesenteric lymphadenitis	mesenteric lymphadenitis	Blood/Immune
BI_177.12	Chronic lymphadenitis	chronic lymphadenitis	Blood/Immune
BI_177.13	Acute lymphadenitis	acute lymphadenitis	Blood/Immune
BI_177.2	Enlargement of lymph nodes [Lymphadenopathy]	enlargement of lymph nodes lymphadenopathy	Blood/Immune
BI_177.3	Lymphangitis	lymphangitis	Blood/Immune
BI_177.4	Lymphedema	lymphedema	Blood/Immune
BI_177.41	Hereditary lymphedema	hereditary lymphedema	Blood/Immune
BI_179	Immunodeficiencies	immunodeficiencies	Blood/Immune
BI_179.1	Hypogammaglobulinemia NOS	hypogammaglobulinemia	Blood/Immune
BI_179.4	Selective deficiency of immunoglobulin A [IgA]	selective deficiency of immunoglobulin a iga	Blood/Immune
BI_179.5	Selective deficiency of immunoglobulin M [IgM]	selective deficiency of immunoglobulin m igm	Blood/Immune
BI_179.6	Selective deficiency of immunoglobulin G [IgG] subclasses*	selective deficiency of immunoglobulin g igg subclasses	Blood/Immune
BI_179.7	Common variable immunodeficiency [CVID]	common variable immunodeficiency cvid	Blood/Immune
BI_179.8	Immunodeficiency with increased IgM	immunodeficiency with increased igm	Blood/Immune
BI_179.9	Immunodeficiency NOS	immunodeficiency	Blood/Immune
BI_180	Other disorders involving the immune mechanism	other disorders involving the immune mechanism	Blood/Immune
BI_180.2	Polyclonal hypergammaglobulinemia	polyclonal hypergammaglobulinemia	Blood/Immune
BI_180.3	Paraproteinemias	paraproteinemias	Blood/Immune
BI_180.31	Monoclonal gammopathy	monoclonal gammopathy	Blood/Immune
BI_180.33	Macroglobulinemia [Waldenstrom macroglobulinemia]	macroglobulinemia waldenstrom macroglobulinemia	Blood/Immune
BI_180.34	Heavy chain disease*	heavy chain disease	Blood/Immune
BI_180.4	Cryoglobulinemia*	cryoglobulinemia	Blood/Immune
BI_180.6	Mast cell activation syndrome [MCAS]*	mast cell activation syndrome mcas	Blood/Immune
BI_180.7	Cytokine release syndrome*	cytokine release syndrome	Blood/Immune
BI_181	Autoimmune disease	autoimmune disease	Blood/Immune
EM_200	Disorders of thyroid gland	disorders of thyroid gland	Endocrine/Metab
EM_200.1	Hypothyroidism	hypothyroidism	Endocrine/Metab
EM_200.11	Secondary hypothyroidism	secondary hypothyroidism	Endocrine/Metab
EM_200.12	Hypothyroidism (not specified as secondary)	hypothyroidism not specified as secondary	Endocrine/Metab
EM_200.16	Myxedema*	myxedema	Endocrine/Metab
EM_200.2	Goiter	goiter	Endocrine/Metab
EM_200.21	Diffuse goiter	diffuse goiter	Endocrine/Metab
EM_200.22	Uninodular goiter [single thyroid nodule]	uninodular goiter single thyroid nodule	Endocrine/Metab
EM_200.23	Multinodular goiter	multinodular goiter	Endocrine/Metab
EM_200.24	Ectopic thyroid nodule	ectopic thyroid nodule	Endocrine/Metab
EM_200.25	Dyshormogenetic goiter	dyshormogenetic goiter	Endocrine/Metab
EM_200.3	Thyrotoxicosis [hyperthyroidism]	thyrotoxicosis hyperthyroidism	Endocrine/Metab
EM_200.31	Graves' disease [Toxic diffuse goiter]	graves disease toxic diffuse goiter	Endocrine/Metab
EM_200.4	Thyroiditis	thyroiditis	Endocrine/Metab
EM_200.41	Chronic thyroiditis	chronic thyroiditis	Endocrine/Metab
EM_200.411	Hashimoto thyroiditis [Chronic lymphocytic thyroiditis]	hashimoto thyroiditis chronic lymphocytic thyroiditis	Endocrine/Metab
EM_200.42	Acute thyroiditis	acute thyroiditis	Endocrine/Metab
EM_200.43	Subacute thyroiditis	subacute thyroiditis	Endocrine/Metab
EM_200.45	Drug-induced/iatrogenic thyroiditis	drug-inducediatrogenic thyroiditis	Endocrine/Metab
EM_200.5	Disorders of thyrocalcitonin secretion	disorders of thyrocalcitonin secretion	Endocrine/Metab
EM_200.6	Atrophy of thyroid*	atrophy of thyroid	Endocrine/Metab
EM_200.7	Iodine-related thyroid disorders	iodine-related thyroid disorders	Endocrine/Metab
EM_200.8	Sick-euthyroid syndrome	sick-euthyroid syndrome	Endocrine/Metab
EM_200.9	Abnormal thyroid function studies	abnormal thyroid function studies	Endocrine/Metab
EM_202	Diabetes mellitus	diabetes mellitus	Endocrine/Metab
EM_202.1	Type 1 diabetes	type 1 diabetes	Endocrine/Metab
EM_202.2	Type 2 diabetes	type 2 diabetes	Endocrine/Metab
EM_202.3	Secondary diabetes	secondary diabetes	Endocrine/Metab
EM_202.31	Diabetes mellitus due to underlying condition*	diabetes mellitus due to underlying condition	Endocrine/Metab
EM_202.32	Drug or chemical induced diabetes mellitus*	drug or chemical induced diabetes mellitus	Endocrine/Metab
EM_202.4	Other specified diabetes*	other specified diabetes	Endocrine/Metab
EM_203	Metabolic syndrome [Dysmetabolic syndrome X]	metabolic syndrome dysmetabolic syndrome x	Endocrine/Metab
EM_204	Abnormal glucose	abnormal glucose	Endocrine/Metab
EM_204.1	Impaired fasting glucose	impaired fasting glucose	Endocrine/Metab
EM_204.2	Impaired glucose tolerance (oral)	impaired glucose tolerance oral	Endocrine/Metab
EM_204.3	Hypoglycemia	hypoglycemia	Endocrine/Metab
EM_204.31	Hypoglycemic coma	hypoglycemic coma	Endocrine/Metab
EM_204.32	Drug-induced hypoglycemia*	drug-induced hypoglycemia	Endocrine/Metab
EM_204.4	Hyperglycemia	hyperglycemia	Endocrine/Metab
EM_204.5	Prediabetes*	prediabetes	Endocrine/Metab
EM_206	Disorders of pancreatic internal secretion (excl. DM)	disorders of pancreatic internal secretion excl. dm	Endocrine/Metab
EM_206.1	Abnormality of secretion of glucagon	abnormality of secretion of glucagon	Endocrine/Metab
EM_206.2	Abnormality of secretion of gastrin	abnormality of secretion of gastrin	Endocrine/Metab
EM_208	Disorders of parathyroid gland	disorders of parathyroid gland	Endocrine/Metab
EM_208.1	Hypoparathyroidism	hypoparathyroidism	Endocrine/Metab
EM_208.2	Hyperparathyroidism	hyperparathyroidism	Endocrine/Metab
EM_208.22	Secondary hyperparathyroidism	secondary hyperparathyroidism	Endocrine/Metab
EM_209	Disorders of the pituitary gland and its hypothalamic control	disorders of the pituitary gland and its hypothalamic control	Endocrine/Metab
EM_209.1	Pituitary hyperfunction	pituitary hyperfunction	Endocrine/Metab
EM_209.11	Tall stature, acromegaly and gigantism	tall stature acromegaly and gigantism	Endocrine/Metab
EM_209.12	Syndrome of inappropriate secretion of antidiuretic hormone	syndrome of inappropriate secretion of antidiuretic hormone	Endocrine/Metab
EM_209.13	Hyperprolactinemia*	hyperprolactinemia	Endocrine/Metab
EM_209.14	Pituitary-dependent Cushing's disease*	pituitary-dependent cushings disease	Endocrine/Metab
EM_209.2	Hypopituitarism	hypopituitarism	Endocrine/Metab
EM_209.23	Iatrogenic hypopituitarism*	iatrogenic hypopituitarism	Endocrine/Metab
EM_209.3	Hypothalamic dysfunction*	hypothalamic dysfunction	Endocrine/Metab
EM_209.4	Diabetes insipidus	diabetes insipidus	Endocrine/Metab
EM_211	Disorders of adrenal glands	disorders of adrenal glands	Endocrine/Metab
EM_211.1	Adrenal hyperfunction	adrenal hyperfunction	Endocrine/Metab
EM_211.11	Hyperaldosteronism	hyperaldosteronism	Endocrine/Metab
EM_211.13	Cushing's syndrome	cushings syndrome	Endocrine/Metab
EM_211.131	Drug-induced Cushing's syndrome*	drug-induced cushings syndrome	Endocrine/Metab
EM_211.132	Nelson's syndrome*	nelsons syndrome	Endocrine/Metab
EM_211.133	Ectopic ACTH syndrome*	ectopic acth syndrome	Endocrine/Metab
EM_211.14	Medulloadrenal hyperfunction	medulloadrenal hyperfunction	Endocrine/Metab
EM_211.2	Adrenocortical insufficiency	adrenocortical insufficiency	Endocrine/Metab
EM_211.22	Drug-induced adrenocortical insufficiency*	drug-induced adrenocortical insufficiency	Endocrine/Metab
EM_211.23	Postprocedural adrenocortical (-medullary) hypofunction*	postprocedural adrenocortical -medullary hypofunction	Endocrine/Metab
EM_211.3	Adrenogenital disorders	adrenogenital disorders	Endocrine/Metab
EM_214	Disorders of ovarian function	disorders of ovarian function	Endocrine/Metab
EM_214.1	Ovarian failure	ovarian failure	Endocrine/Metab
EM_214.11	Premature menopause	premature menopause	Endocrine/Metab
EM_214.12	Postablative ovarian failure	postablative ovarian failure	Endocrine/Metab
EM_214.2	Ovarian hyperfunction	ovarian hyperfunction	Endocrine/Metab
EM_214.21	Estrogen excess (Hyperestrogenism)	estrogen excess hyperestrogenism	Endocrine/Metab
EM_214.22	Androgen excess*	androgen excess	Endocrine/Metab
EM_215	Testicular dysfunction	testicular dysfunction	Endocrine/Metab
EM_215.1	Testicular hypofunction	testicular hypofunction	Endocrine/Metab
EM_215.2	Testicular hyperfunction	testicular hyperfunction	Endocrine/Metab
EM_217	Disorders of puberty	disorders of puberty	Endocrine/Metab
EM_217.1	Delayed puberty	delayed puberty	Endocrine/Metab
EM_217.2	Precocious puberty	precocious puberty	Endocrine/Metab
EM_218	Polyglandular dysfunction	polyglandular dysfunction	Endocrine/Metab
EM_218.2	Polyglandular dysfunction	polyglandular dysfunction	Endocrine/Metab
EM_218.21	Autoimmune polyglandular failure*	autoimmune polyglandular failure	Endocrine/Metab
EM_218.22	Polyglandular hyperfunction*	polyglandular hyperfunction	Endocrine/Metab
EM_220	Diseases of thymus gland	diseases of thymus gland	Endocrine/Metab
EM_220.1	Persistent hyperplasia of thymus	persistent hyperplasia of thymus	Endocrine/Metab
EM_220.2	Abscess of thymus	abscess of thymus	Endocrine/Metab
EM_228	Abnormal results of endocrine function studies (excluding thyroid)	abnormal results of endocrine function studies excluding thyroid	Endocrine/Metab
EM_229	Other endocrine disorders, NOS	other endocrine disorders	Endocrine/Metab
EM_229.1	Ectopic hormone secretion, NEC	ectopic hormone secretion nec	Endocrine/Metab
EM_230.1	Protein-calorie malnutrition	protein-calorie malnutrition	Endocrine/Metab
EM_230.2	Abnormal weight loss and underweight	abnormal weight loss and underweight	Endocrine/Metab
EM_230.21	Abnormal weight loss	abnormal weight loss	Endocrine/Metab
EM_230.22	Underweight	underweight	Endocrine/Metab
EM_230.3	Anorexia	anorexia	Endocrine/Metab
EM_230.4	Cachexia	cachexia	Endocrine/Metab
EM_230.5	Early satiety	early satiety	Endocrine/Metab
EM_230.7	Failure to thrive	failure to thrive	Endocrine/Metab
EM_232	Vitamin deficiencies	vitamin deficiencies	Endocrine/Metab
EM_232.1	Vitamin A deficiency	vitamin a deficiency	Endocrine/Metab
EM_232.2	Vitamin B group deficiency	vitamin b group deficiency	Endocrine/Metab
EM_232.21	Thiamine deficiency [Vitamin B1]	thiamine deficiency vitamin b1	Endocrine/Metab
EM_232.22	Riboflavin deficiency [Vitamin B2]	riboflavin deficiency vitamin b2	Endocrine/Metab
