phecodeX_code	phecodeX_label	phecodeX_simpleLabel	phecodeX_category
826	Other abnormal immunological findings in serum	other abnormal immunological findings in serum	Signs/Symptoms
T873	Broken tooth	broken tooth	Trauma
T871	Open wounds of extremities	open wounds of extremities	Trauma
T870.2	Open wound of ear	open wound of ear	Trauma
T911	Effects of heat and light	effects of heat and light	Trauma
T912	Effects of air pressure	effects of air pressure	Trauma
T913	Effects of other external causes	effects of other external causes	Trauma
387.1	Hypermetropia	hypermetropia	Eye
387.2	Myopia	myopia	Eye
387.4	Presbyopia	presbyopia	Eye
177.2	Enlargement of lymph nodes [Lymphadenopathy]	enlargement of lymph nodes lymphadenopathy	Blood
700.2	Sicca syndrome [Sjogren syndrome]	sicca syndrome sjogren syndrome	Musc/Skel
390.4	Impacted cerumen	impacted cerumen	Hearing
701.1	Osteomyelitis	osteomyelitis	Musc/Skel
103.1	Melanomas of skin	melanomas of skin	Neoplasms
105.1	Malignant neoplasm of the breast, female	malignant neoplasm of the breast female	Neoplasms
106.1	Malignant neoplasm of external female genital organs and cervix	malignant neoplasm of external female genital organs and cervix	Neoplasms
107.1	Malignant neoplasm of the penis	malignant neoplasm of the penis	Neoplasms
205	Hypoglycemia	hypoglycemia	Endo
109.5	Malignant neoplasm of cranial nerve	malignant neoplasm of cranial nerve	Neoplasms
239.4	Hyperchylomicronemia	hyperchylomicronemia	Metab
120.1	Myeloid	myeloid	Neoplasms
135.6	Benign neoplasm of vocal cord or larynx	benign neoplasm of vocal cord or larynx	Neoplasms
102.1	Malignant neoplasm of the of bronchus and lung	malignant neoplasm of the of bronchus and lung	Neoplasms
764	Other specified congenital malformations of upper alimentary tract	other specified congenital malformations of upper alimentary tract	Cong
592.1	Cystitis	cystitis	Genitourinary
416.6	Long QT syndrome	long qt syndrome	Cardio
542	Chronic liver disease and sequelae	chronic liver disease and sequelae	GI
540.4	Alcoholic hepatitis	alcoholic hepatitis	GI
544	Biliary cirrhosis	biliary cirrhosis	GI
540.3	Viral hepatitits	viral hepatitits	GI
381.31	Alternating esotropia	alternating esotropia	Eye
522.13	Inflammatory polyps of colon [Pseudopolyposis of colon]	inflammatory polyps of colon pseudopolyposis of colon	GI
440.4	Septic embolism	septic embolism	Cardio
443.1	Stricture of artery [Arterial stenosis]	stricture of artery arterial stenosis	Cardio
420	Cardiac arrest	cardiac arrest	Cardio
417.3	Bradycardia*	bradycardia	Cardio
416.11	Supraventricular tachycardia	supraventricular tachycardia	Cardio
416.2	Atrial fibrillation and flutter	atrial fibrillation and flutter	Cardio
280.6	Other stimulant related disorders	other stimulant related disorders	Mental
390.1	Otitis externa	otitis externa	Hearing
161.23	Drug-induced hemolytic anemia*	drug-induced hemolytic anemia	Blood
214.4	Postprocedural ovarian failure	postprocedural ovarian failure	Endo
401.2	Hypertensive heart disease	hypertensive heart disease	Cardio
401.1	Essential hypertension	essential hypertension	Cardio
371.1	Cortical age-related cataract	cortical age-related cataract	Eye
172.2	Genetic anomalies of leukocytes	genetic anomalies of leukocytes	Blood
172.1	Functional disorders of polymorphonuclear neutrophils	functional disorders of polymorphonuclear neutrophils	Blood
682.1	Cutaneous cyst	cutaneous cyst	Derm
468.12	Pneumonia due to respiratory syncytial virus	pneumonia due to respiratory syncytial virus	Resp
468.11	Pneumonia due to adenovirus	pneumonia due to adenovirus	Resp
T870.1	Open wound or laceration of eye or eyelid	open wound or laceration of eye or eyelid	Trauma
205.3	Drug-induced hypoglycemia*	drug-induced hypoglycemia	Endo
200.6	Atrophy of thyroid*	atrophy of thyroid	Endo
375.11	Open angle glaucoma	open angle glaucoma	Eye
375.12	Angle-Closure Glaucoma	angle-closure glaucoma	Eye
386.1	Amblyopia	amblyopia	Eye
386.2	Diplopia	diplopia	Eye
386.5	Color vision deficiencies	color vision deficiencies	Eye
468.27	Pneumonia due to escherichia coli	pneumonia due to escherichia coli	Resp
620.1	Dysplasia of cervix	dysplasia of cervix	Genitourinary
135.5	Benign neoplasm of the paranasal sinus and nasal cavity	benign neoplasm of the paranasal sinus and nasal cavity	Neoplasms
114.4	Carcinoid tumors	carcinoid tumors	Neoplasms
913	Obstetrical embolism	obstetrical embolism	Preg
914	Anemia in pregnancy	anemia in pregnancy	Preg
161	Hemolytic anemias	hemolytic anemias	Blood
106.2	Malignant neoplasm of the uterus	malignant neoplasm of the uterus	Neoplasms
107.2	Malignant neoplasm of the prostate	malignant neoplasm of the prostate	Neoplasms
700.4	Inflammatory myopathy	inflammatory myopathy	Musc/Skel
700.3	Systemic sclerosis	systemic sclerosis	Musc/Skel
684.11	Alopecia Areata	alopecia areata	Derm
685.1	Dyshidrosis	dyshidrosis	Derm
705.1	Rheumatoid arthritis	rheumatoid arthritis	Musc/Skel
706.1	Sacroiliitis NEC	sacroiliitis nec	Musc/Skel
885.212	Very preterm, 30 weeks*	very preterm 30 weeks	Neonate
416.31	Ventricular fibrillation	ventricular fibrillation	Cardio
416.32	Ventricular flutter	ventricular flutter	Cardio
448.9	Peripheral vascular disease NOS [includes PAD]	peripheral vascular diseaseincludes pad	Cardio
770.34	Unicornate uterus	unicornate uterus	Cong
770.35	Arcuate uterus	arcuate uterus	Cong
770.4	Congenital malformations of cervix	congenital malformations of cervix	Cong
726.1	Osteoporosis	osteoporosis	Musc/Skel
726.2	Pathologic fracture	pathologic fracture	Musc/Skel
705.2	Juvenile rheumatoid arthritis [JRA/JIA]	juvenile rheumatoid arthritis jrajia	Musc/Skel
229.1	Ectopic hormone secretion, not elsewhere classified	ectopic hormone secretion not elsewhere classified	Endo
202.1	Type 1 diabetes	type 1 diabetes	Endo
206.1	Abnormality of secretion of glucagon	abnormality of secretion of glucagon	Endo
256.31	Acidosis	acidosis	Metab
168.15	Acquired coagulation factor deficiency	acquired coagulation factor deficiency	Blood
397.11	Pulsatile tinnitus*	pulsatile tinnitus	Hearing
361.36	Brow ptosis*	brow ptosis	Eye
389.2	Leucocoria	leucocoria	Eye
380.1	Optic neuropathy	optic neuropathy	Eye
373.3	Hereditary choroidal dystrophy	hereditary choroidal dystrophy	Eye
373.2	Choroidal degenerations	choroidal degenerations	Eye
361.3	Ptosis of eyelid	ptosis of eyelid	Eye
361.1	Entropion and trichiasis of eyelid	entropion and trichiasis of eyelid	Eye
626.1	Irregular menstrual cycle/bleeding	irregular menstrual cyclebleeding	Genitourinary
626.11	Absent or infrequent menstruation	absent or infrequent menstruation	Genitourinary
626.12	Excessive or frequent menstruation	excessive or frequent menstruation	Genitourinary
601.1	Prostatitis	prostatitis	Genitourinary
610.1	Cystic mastopathy	cystic mastopathy	Genitourinary
622.1	Polyp of corpus uteri	polyp of corpus uteri	Genitourinary
627.2	Symptomatic menopause	symptomatic menopause	Genitourinary
666.1	Allergic urticaria	allergic urticaria	Derm
683.1	Ingrowing nail	ingrowing nail	Derm
436.1	Atherosclerosis of renal artery	atherosclerosis of renal artery	Cardio
381.1	Paralytic strabismus [Neurogenic strabismus]	paralytic strabismus neurogenic strabismus	Eye
395.3	Noise effects on inner ear	noise effects on inner ear	Hearing
394	Disorders of vestibular function	disorders of vestibular function	Hearing
394.1	Meniere disease	meniere disease	Hearing
414.6	Endomyocardial (eosinophilic) disease [Endomyocardial fibrosis]	endomyocardial eosinophilic disease endomyocardial fibrosis	Cardio
414.7	Endocardial fibroelastosis	endocardial fibroelastosis	Cardio
411.2	Pericardial effusion (noninflammatory)*	pericardial effusion noninflammatory	Cardio
436.3	Atherosclerosis of aorta	atherosclerosis of aorta	Cardio
436.2	Atherosclerosis of the extremities	atherosclerosis of the extremities	Cardio
530.3	Rectal prolapse	rectal prolapse	GI
627.3	Postmenopausal atrophic vaginitis	postmenopausal atrophic vaginitis	Genitourinary
446	Hypotension	hypotension	Cardio
168.4	Abnormal coagulation profile	abnormal coagulation profile	Blood
523.2	Diverticula of colon	diverticula of colon	GI
537.1	Peritonitis	peritonitis	GI
522.12	Ulcerative colitis	ulcerative colitis	GI
503.1	Pulpitis	pulpitis	GI
503.5	Periapical abscess	periapical abscess	GI
504.3	Periodontitis	periodontitis	GI
504.1	Gingivitis	gingivitis	GI
733.3	Anomalies of tooth position	anomalies of tooth position	Musc/Skel
763.2	Congenital hiatus hernia	congenital hiatus hernia	Cong
762.11	Esophageal web*	esophageal web	Cong
762.3	Congenital diverticulum of esophagus	congenital diverticulum of esophagus	Cong
819	General symptoms and other findings	general symptoms and other findings	Signs/Symptoms
815	Symptoms and signs concerning food and fluid intake	symptoms and signs concerning food and fluid intake	Signs/Symptoms
812.1	Generalized edema*	generalized edema	Signs/Symptoms
554.1	Pancreatitis	pancreatitis	GI
554	Diseases of the pancreas	diseases of the pancreas	GI
912.1	Varicose veins in pregnancy	varicose veins in pregnancy	Preg
550.4	Cholesterolosis of gallbladder	cholesterolosis of gallbladder	GI
557.1	Hematemesis	hematemesis	GI
557.2	Blood in stool	blood in stool	GI
202	Diabetes mellitus	diabetes mellitus	Endo
588.1	Disorders resulting from impaired renal function	disorders resulting from impaired renal function	Genitourinary
588.2	Abnormal results of function study of kidney	abnormal results of function study of kidney	Genitourinary
592.2	Urethritis and urethral syndrome	urethritis and urethral syndrome	Genitourinary
592.3	Urethral stricture due to infecton	urethral stricture due to infecton	Genitourinary
627.1	Postmenopausal bleeding	postmenopausal bleeding	Genitourinary
593.2	Microscopic hematuria	microscopic hematuria	Genitourinary
596.1	Bladder neck obstruction	bladder neck obstruction	Genitourinary
596.5	Neuromuscular dysfunction of bladder	neuromuscular dysfunction of bladder	Genitourinary
474.11	Unilateral pulmonary emphysema [MacLeod's syndrome]*	unilateral pulmonary emphysema macleods syndrome	Resp
474.12	Panlobular emphysema*	panlobular emphysema	Resp
702.1	Pyogenic arthritis [Septic arthritis]	pyogenic arthritis septic arthritis	Musc/Skel
076	Pneumocystosis	pneumocystosis	ID
157.2	Multiple endocrine neoplasia [MEN] type IIA	multiple endocrine neoplasia men type iia	Neoplasms
546.3	Hepatomegaly	hepatomegaly	GI
157	Multiple endocrine neoplasia [MEN] syndromes	multiple endocrine neoplasia men syndromes	Neoplasms
217.1	Delayed puberty	delayed puberty	Endo
230.2	Abnormal loss of weight and underweight	abnormal loss of weight and underweight	Metab
218.21	Autoimmune polyglandular failure*	autoimmune polyglandular failure	Endo
238.1	Hypervitaminosis A	hypervitaminosis a	Metab
546.4	Chronic passive congestion of liver	chronic passive congestion of liver	GI
242.1	Cerebral lipidoses	cerebral lipidoses	Metab
165.2	Thalassemia	thalassemia	Blood
165	Hemoglobinopathies	hemoglobinopathies	Blood
103.2	Keratinocyte carcinoma	keratinocyte carcinoma	Neoplasms
103.3	Carcinoma in situ of skin	carcinoma in situ of skin	Neoplasms
105.2	Malignant neoplasm of the breast, male	malignant neoplasm of the breast male	Neoplasms
106.11	Malignant neoplasm of the vulva	malignant neoplasm of the vulva	Neoplasms
108.41	Malignant neoplasm of kidney, except pelvis	malignant neoplasm of kidney except pelvis	Neoplasms
108.42	Malignant neoplasm of renal pelvis	malignant neoplasm of renal pelvis	Neoplasms
146.2	Benign neoplasm of the prostate	benign neoplasm of the prostate	Neoplasms
135.14	Benign neoplasm of the floor of mouth	benign neoplasm of the floor of mouth	Neoplasms
135	Benign neoplasm of the head and neck	benign neoplasm of the head and neck	Neoplasms
135.1	Benign neoplasm of the oral cavity	benign neoplasm of the oral cavity	Neoplasms
135.11	Benign neoplasm of the lip	benign neoplasm of the lip	Neoplasms
135.12	Benign neoplasm of the tongue	benign neoplasm of the tongue	Neoplasms
101.62	Malignant neoplasm of the intrahepatic bile ducts	malignant neoplasm of the intrahepatic bile ducts	Neoplasms
177.13	Acute lymphadenitis	acute lymphadenitis	Blood
177.11	Mesenteric lymphadenitis	mesenteric lymphadenitis	Blood
100.1	Malignant neoplasm of the oral cavity	malignant neoplasm of the oral cavity	Neoplasms
100.2	Malignant neoplasm of the oropharynx	malignant neoplasm of the oropharynx	Neoplasms
100.3	Malignant neoplasm of the nasopharynx	malignant neoplasm of the nasopharynx	Neoplasms
100.4	Malignant neoplasm of the hypopharynx	malignant neoplasm of the hypopharynx	Neoplasms
100.5	Malignant neoplasm of nasal cavities, middle ear, and accessory sinuses	malignant neoplasm of nasal cavities middle ear and accessory sinuses	Neoplasms
100	Malignant neoplasm of the head and neck	malignant neoplasm of the head and neck	Neoplasms
171.9	Elevated white blood cell count [Leukocytosis] NOS	elevated white blood cell count leukocytosis	Blood
116.1	Secondary malignancy of lymph nodes	secondary malignancy of lymph nodes	Neoplasms
116.2	Secondary malignancy of respiratory organs	secondary malignancy of respiratory organs	Neoplasms
116.3	Secondary malignant neoplasm of digestive systems	secondary malignant neoplasm of digestive systems	Neoplasms
116.4	Secondary malignant neoplasm of liver	secondary malignant neoplasm of liver	Neoplasms
116.5	Secondary malignancy of brain/spine	secondary malignancy of brainspine	Neoplasms
116.6	Secondary malignancy of bone	secondary malignancy of bone	Neoplasms
101.61	Malignant neoplasm of the liver	malignant neoplasm of the liver	Neoplasms
168.2	Hyper-coagulability	hyper-coagulability	Blood
204.4	Prediabetes*	prediabetes	Endo
