hpo_code	hpo_label	hpo_simpleLabel	hpo_original
HP_0011337	Anomaly of mouth size	anomaly of mouth size	False
HP_0000155	Oral ulcer	oral ulcer	True
HP_0000155	Mouth ulcer	mouth ulcer	False
HP_0000155	Oral mucosal ulceration	oral mucosal ulceration	False
HP_0011830	Abnormal oral mucosa morphology	abnormal oral mucosa morphology	True
HP_0011830	Abnormality of lining of mouth	abnormality of lining of mouth	False
HP_0011830	Abnormality of mucosa of mouth	abnormality of mucosa of mouth	False
HP_0011830	Abnormality of oral mucosa	abnormality of oral mucosa	False
HP_0011830	Abnormality of oral mucous membrane	abnormality of oral mucous membrane	False
HP_0000157	Abnormality of the tongue	abnormality of the tongue	True
HP_0000157	Abnormal tongue	abnormal tongue	False
HP_0000157	Glossal abnormality	glossal abnormality	False
HP_0000157	Lingual abnormality	lingual abnormality	False
HP_0000157	Tongue abnormality	tongue abnormality	False
HP_0000163	Abnormal oral cavity morphology	abnormal oral cavity morphology	True
HP_0000163	Abnormality of the oral cavity	abnormality of the oral cavity	False
HP_0000158	Macroglossia	macroglossia	True
HP_0000158	Abnormally large tongue	abnormally large tongue	False
HP_0000158	Hyperplasia of the tongue	hyperplasia of the tongue	False
HP_0000158	Hypertrophy of the tongue	hypertrophy of the tongue	False
HP_0000158	Increased size of tongue	increased size of tongue	False
HP_0000158	Large tongue	large tongue	False
HP_0000158	Tongue hypertrophy	tongue hypertrophy	False
HP_0003712	Skeletal muscle hypertrophy	skeletal muscle hypertrophy	True
HP_0003712	Hypertrophic muscles	hypertrophic muscles	False
HP_0003712	Increased skeletal muscle cells	increased skeletal muscle cells	False
HP_0003712	Muscle hypertrophy	muscle hypertrophy	False
HP_0003712	Muscular hypertrophy	muscular hypertrophy	False
HP_0030809	Abnormal tongue morphology	abnormal tongue morphology	True
HP_0000159	Abnormal lip morphology	abnormal lip morphology	True
HP_0000159	Abnormal lip	abnormal lip	False
HP_0000159	Abnormality of the lip	abnormality of the lip	False
HP_0000159	Lip abnormality	lip abnormality	False
HP_0000160	Narrow mouth	narrow mouth	True
HP_0000160	Microstomia	microstomia	False
HP_0000160	Small mouth	small mouth	False
HP_0000160	Small oral aperture	small oral aperture	False
HP_0000161	Median cleft lip	median cleft lip	True
HP_0000161	Central cleft upper lip	central cleft upper lip	False
HP_0000161	Midline cleft lip	midline cleft lip	False
HP_0000204	Cleft upper lip	cleft upper lip	True
HP_0000204	Cheiloschisis of upper lip	cheiloschisis of upper lip	False
HP_0000204	Harelip	harelip	False
HP_0000162	Glossoptosis	glossoptosis	True
HP_0000162	Lingual retraction	lingual retraction	False
HP_0000162	Retraction of the tongue	retraction of the tongue	False
HP_0031816	Abnormal oral morphology	abnormal oral morphology	True
HP_0000164	Abnormality of the dentition	abnormality of the dentition	True
HP_0000164	Abnormal dentition	abnormal dentition	False
HP_0000164	Abnormal teeth	abnormal teeth	False
HP_0000164	Dental abnormalities	dental abnormalities	False
HP_0000164	Dental abnormality	dental abnormality	False
HP_0000164	Dental anomalies	dental anomalies	False
HP_0000166	Severe periodontitis	severe periodontitis	True
HP_0000166	Severe periodontal disease	severe periodontal disease	False
HP_0000166	Severe pyorrhea	severe pyorrhea	False
HP_0000704	Periodontitis	periodontitis	True
HP_0000704	Pyorrhea	pyorrhea	False
HP_0000168	Abnormality of the gingiva	abnormality of the gingiva	True
HP_0000168	Abnormality of the gums	abnormality of the gums	False
HP_0000168	Gingival abnormality	gingival abnormality	False
HP_0000169	Gingival fibromatosis	gingival fibromatosis	True
HP_0000169	Gingival fibroma	gingival fibroma	False
HP_0000169	Gingival fibrous nodules	gingival fibrous nodules	False
HP_0010614	Fibroma	fibroma	True
HP_0000171	Microglossia	microglossia	True
HP_0000171	Abnormally small tongue	abnormally small tongue	False
HP_0000171	Decreased size of tongue	decreased size of tongue	False
HP_0000171	Hypoglossia	hypoglossia	False
HP_0000171	Hypoplasia of the tongue	hypoplasia of the tongue	False
HP_0000171	Hypoplastic tongue	hypoplastic tongue	False
HP_0000171	Lingual hypoplasia	lingual hypoplasia	False
HP_0000171	Rudimentary tongue	rudimentary tongue	False
HP_0000171	Small tongue	small tongue	False
HP_0000171	Underdevelopment of the tongue	underdevelopment of the tongue	False
HP_0010295	Aplasia/Hypoplasia of the tongue	aplasiahypoplasia of the tongue	True
HP_0010295	Lingual aplasia/hypoplasia	lingual aplasiahypoplasia	False
HP_0000172	Abnormal uvula morphology	abnormal uvula morphology	True
HP_0000172	Abnormality of palatine uvula	abnormality of palatine uvula	False
HP_0000172	Abnormality of the uvula	abnormality of the uvula	False
HP_0100736	Abnormal soft palate morphology	abnormal soft palate morphology	True
HP_0100736	Abnormality of the muscular palate	abnormality of the muscular palate	False
HP_0100736	Abnormality of the soft palate	abnormality of the soft palate	False
HP_0100736	Abnormality of the velum	abnormality of the velum	False
HP_0100736	Abnormality of the velum palatinum	abnormality of the velum palatinum	False
HP_0000174	Abnormal palate morphology	abnormal palate morphology	True
HP_0000174	Abnormality of the palate	abnormality of the palate	False
HP_0000174	Abnormality of the roof of the mouth	abnormality of the roof of the mouth	False
HP_0000174	Palatal anomaly	palatal anomaly	False
HP_0000174	Palate abnormality	palate abnormality	False
HP_0000175	Cleft palate	cleft palate	True
HP_0000175	Cleft hard and soft palate	cleft hard and soft palate	False
HP_0000175	Cleft of hard and soft palate	cleft of hard and soft palate	False
HP_0000175	Cleft of palate	cleft of palate	False
HP_0000175	Cleft roof of mouth	cleft roof of mouth	False
HP_0000175	Palatoschisis	palatoschisis	False
HP_0000175	Uranostaphyloschisis	uranostaphyloschisis	False
HP_0000202	Oral cleft	oral cleft	True
HP_0000202	Cleft of the mouth	cleft of the mouth	False
HP_0000202	Oral clefting	oral clefting	False
HP_0100737	Abnormal hard palate morphology	abnormal hard palate morphology	True
HP_0100737	Abnormality of the hard palate	abnormality of the hard palate	False
HP_0000176	Submucous cleft hard palate	submucous cleft hard palate	True
HP_0000176	Partial thickness cleft hard palate	partial thickness cleft hard palate	False
HP_0000176	Submucosal cleft palate	submucosal cleft palate	False
HP_0410031	Submucous cleft of soft and hard palate	submucous cleft of soft and hard palate	True
HP_0000177	Abnormality of upper lip	abnormality of upper lip	True
HP_0000178	Abnormality of lower lip	abnormality of lower lip	True
HP_0000179	Thick lower lip vermilion	thick lower lip vermilion	True
HP_0000179	Full lower lip vermilion	full lower lip vermilion	False
HP_0000179	Increased height of lower lip vermilion	increased height of lower lip vermilion	False
HP_0000179	Increased volume of lower lip	increased volume of lower lip	False
HP_0000179	Increased volume of lower lip vermilion	increased volume of lower lip vermilion	False
HP_0000179	Plump lower lip	plump lower lip	False
HP_0000179	Prominent lower lip	prominent lower lip	False
HP_0000179	Thick vermilion border of lower lip	thick vermilion border of lower lip	False
HP_0012471	Thick vermilion border	thick vermilion border	True
HP_0012471	Full lips	full lips	False
HP_0012471	Increased volume of lip	increased volume of lip	False
HP_0012471	Increased volume of lip vermillion	increased volume of lip vermillion	False
HP_0012471	Plump lips	plump lips	False
HP_0012471	Prominent lips	prominent lips	False
HP_0012471	Thick lips	thick lips	False
HP_0000180	Lobulated tongue	lobulated tongue	True
HP_0000180	Bumpy tongue	bumpy tongue	False
HP_0000180	Lingual lobules	lingual lobules	False
HP_0000180	Lobulate tongue	lobulate tongue	False
HP_0000182	Movement abnormality of the tongue	movement abnormality of the tongue	True
HP_0000182	Abnormality of lingual movement	abnormality of lingual movement	False
HP_0030810	Abnormal tongue physiology	abnormal tongue physiology	True
HP_0000183	Difficulty in tongue movements	difficulty in tongue movements	True
HP_0000183	Difficulty in lingual movements	difficulty in lingual movements	False
HP_0000185	Cleft soft palate	cleft soft palate	True
HP_0000185	Cleft muscular palate	cleft muscular palate	False
HP_0000185	Cleft of soft palate	cleft of soft palate	False
HP_0000185	Cleft velum	cleft velum	False
HP_0000187	Broad alveolar ridges	broad alveolar ridges	True
HP_0000187	Broad alveolar margins	broad alveolar margins	False
HP_0000187	Widened alveolar ridges	widened alveolar ridges	False
HP_0006477	Abnormality of the alveolar ridges	abnormality of the alveolar ridges	True
HP_0006477	Abnormality of alveolar margin	abnormality of alveolar margin	False
HP_0006477	Abnormality of dentoalveolar ridges	abnormality of dentoalveolar ridges	False
HP_0006477	Abnormality of gum ridge	abnormality of gum ridge	False
HP_0006477	Defect in alveolar ridge	defect in alveolar ridge	False
HP_0000188	Short upper lip	short upper lip	True
HP_0000188	Decreased height of upper lip	decreased height of upper lip	False
HP_0000188	Decreased upper labial height	decreased upper labial height	False
HP_0000188	Decreased upper labial length	decreased upper labial length	False
HP_0000188	Decreased vertical length of upper lip	decreased vertical length of upper lip	False
HP_0000188	Shortening of upper lip	shortening of upper lip	False
HP_0000188	Vertical deficiency of upper lip	vertical deficiency of upper lip	False
HP_0000189	Narrow palate	narrow palate	True
HP_0000189	Decreased palatal width	decreased palatal width	False
HP_0000189	Decreased transverse dimension of palate	decreased transverse dimension of palate	False
HP_0000189	Narrow roof of mouth	narrow roof of mouth	False
HP_0000190	Abnormal oral frenulum morphology	abnormal oral frenulum morphology	True
HP_0000190	Abnormality of frenum of tongue	abnormality of frenum of tongue	False
HP_0000190	Abnormality of lingual frenum	abnormality of lingual frenum	False
HP_0000190	Abnormality of oral frenula	abnormality of oral frenula	False
HP_0000190	Abnormality of oral frenum	abnormality of oral frenum	False
HP_0000191	Accessory oral frenulum	accessory oral frenulum	True
HP_0000191	Accessory oral frenum	accessory oral frenum	False
HP_0000191	Extra oral frenulum	extra oral frenulum	False
HP_0000191	Extra oral frenum	extra oral frenum	False
HP_0000191	Multiple oral frenula	multiple oral frenula	False
HP_0000191	Supernumerary oral frenulum	supernumerary oral frenulum	False
HP_0000191	Supernumerary oral frenum	supernumerary oral frenum	False
HP_0000193	Bifid uvula	bifid uvula	True
HP_0000193	Bifid palatine uvula	bifid palatine uvula	False
HP_0000193	Cleft of uvula	cleft of uvula	False
HP_0000193	Cleft uvula	cleft uvula	False
HP_0000193	Forked uvula	forked uvula	False
HP_0000193	Split uvula	split uvula	False
HP_0000193	Uvula bifida	uvula bifida	False
HP_0000194	Open mouth	open mouth	True
HP_0000194	Gaped jawed appearance	gaped jawed appearance	False
HP_0000194	Gaped mouthed appearance	gaped mouthed appearance	False
HP_0000194	Slack jawed appearance	slack jawed appearance	False
HP_0011338	Abnormality of mouth shape	abnormality of mouth shape	True
HP_0011338	Anomaly of mouth shape	anomaly of mouth shape	False
HP_0000196	Lower lip pit	lower lip pit	True
HP_0100269	Paramedian lip pit	paramedian lip pit	True
HP_0100269	Paramedian labial pits	paramedian labial pits	False
HP_0000197	Abnormal parotid gland morphology	abnormal parotid gland morphology	True
HP_0000197	Abnormality of parotid gland	abnormality of parotid gland	False
HP_0000197	Anomaly of the parotid gland	anomaly of the parotid gland	False
HP_0010286	Abnormal salivary gland morphology	abnormal salivary gland morphology	True
HP_0010286	Abnormality of the salivary glands	abnormality of the salivary glands	False
HP_0000198	Absence of Stensen duct	absence of stensen duct	True
HP_0000198	Absence of parotid duct	absence of parotid duct	False
HP_0000198	Absent stensen duct	absent stensen duct	False
HP_0000198	Failure of development of parotid duct	failure of development of parotid duct	False
HP_0000198	Failure of development of stensen duct	failure of development of stensen duct	False
HP_0000198	Missing parotid duct	missing parotid duct	False
HP_0000198	Missing stensen duct	missing stensen duct	False
HP_0000199	Tongue nodules	tongue nodules	True
HP_0000199	Lingual nodules	lingual nodules	False
HP_0000200	Short lingual frenulum	short lingual frenulum	True
HP_0000200	Deficiency of lingual frenulum	deficiency of lingual frenulum	False
HP_0000200	Short lingual frenum	short lingual frenum	False
HP_0000200	Short tongue frenulum	short tongue frenulum	False
HP_0000200	Short tongue frenum	short tongue frenum	False
HP_0000200	Tight lingual frenulum	tight lingual frenulum	False
HP_0000201	Pierre-Robin sequence	pierre-robin sequence	True
HP_0000201	Pierre Robin sequence	pierre robin sequence	False
HP_0000201	Pierre-robin anomaly	pierre-robin anomaly	False
HP_0000201	Pierre-robin deformity	pierre-robin deformity	False
HP_0000201	Pierre-robin malformation	pierre-robin malformation	False
HP_0000201	Robin sequence	robin sequence	False
HP_0000347	Micrognathia	micrognathia	True
HP_0000347	Decreased size of lower jaw	decreased size of lower jaw	False
HP_0000347	Decreased size of mandible	decreased size of mandible	False
HP_0000347	Hypoplasia of lower jaw	hypoplasia of lower jaw	False
HP_0000347	Hypoplasia of mandible	hypoplasia of mandible	False
HP_0000347	Hypoplastic mandible	hypoplastic mandible	False
HP_0000347	Hypoplastic mandible condyle	hypoplastic mandible condyle	False
HP_0000347	Hypotrophic lower jaw	hypotrophic lower jaw	False
HP_0000347	Hypotrophic mandible	hypotrophic mandible	False
HP_0000347	Little lower jaw	little lower jaw	False
HP_0000347	Little mandible	little mandible	False
HP_0000347	Lower jaw deficiency	lower jaw deficiency	False
HP_0000347	Lower jaw hypoplasia	lower jaw hypoplasia	False
HP_0000347	Lower jaw retrusion	lower jaw retrusion	False
HP_0000347	Mandibular deficiency	mandibular deficiency	False
HP_0000347	Mandibular hypoplasia	mandibular hypoplasia	False
HP_0000347	Mandibular micrognathia	mandibular micrognathia	False
