phecode1.2_code	phecode1.2_label	phecode1.2_simpleLabel	phecode1.2_category
750.11	Esophageal atresia/tracheoesophageal fistula	esophageal atresiatracheoesophageal fistula	congenital anomalies
750.13	Congenital anomalies of mouth/tongue	congenital anomalies of mouthtongue	congenital anomalies
750.14	Congenital anomalies of esophagus	congenital anomalies of esophagus	congenital anomalies
750.15	Congenital anomalies of stomach	congenital anomalies of stomach	congenital anomalies
750.2	Lower gastrointestinal congenital anomalies	lower gastrointestinal congenital anomalies	congenital anomalies
750.21	Congenital anomalies of intestine	congenital anomalies of intestine	congenital anomalies
750.22	Congenital anomaly of gallbladder, bile ducts, liver, pancreas	congenital anomaly of gallbladder bile ducts liver pancreas	congenital anomalies
750.5	Congenital hypertrophic pyloric stenosis	congenital hypertrophic pyloric stenosis	congenital anomalies
751	Genitourinary congenital anomalies	genitourinary congenital anomalies	congenital anomalies
751.1	Congenital anomalies of genital organs	congenital anomalies of genital organs	congenital anomalies
751.11	Congenital anomalies of female genital organs	congenital anomalies of female genital organs	congenital anomalies
751.12	Congenital anomalies of male genital organs	congenital anomalies of male genital organs	congenital anomalies
751.2	Congenital anomalies of urinary system	congenital anomalies of urinary system	congenital anomalies
751.21	Cystic kidney disease	cystic kidney disease	congenital anomalies
751.22	Other specified congenital anomalies of kidney	other specified congenital anomalies of kidney	congenital anomalies
751.3	Obstructive genitourinary defect	obstructive genitourinary defect	congenital anomalies
752	Nervous system congenital anomalies	nervous system congenital anomalies	congenital anomalies
752.1	Neural tube defects	neural tube defects	congenital anomalies
752.11	Spina bifida	spina bifida	congenital anomalies
752.2	Other specified congenital anomalies of nervous system	other specified congenital anomalies of nervous system	congenital anomalies
753	Congenital anomalies of the eye	congenital anomalies of the eye	congenital anomalies
753.1	Congenital cataract and lens anomalies	congenital cataract and lens anomalies	congenital anomalies
753.2	Congenital anomalies of posterior segment of eye	congenital anomalies of posterior segment of eye	congenital anomalies
754	Congenital musculoskeletal deformities of spine	congenital musculoskeletal deformities of spine	congenital anomalies
754.1	Lumbosacral spondylolysis, congenital	lumbosacral spondylolysis congenital	congenital anomalies
754.2	Spondylolisthesis, congenital	spondylolisthesis congenital	congenital anomalies
755	Congenital anomalies of limbs	congenital anomalies of limbs	congenital anomalies
755.1	Congenital deformities of feet	congenital deformities of feet	congenital anomalies
755.3	Congenital anomaly of fingers/toes	congenital anomaly of fingerstoes	congenital anomalies
755.4	Congenital anomalies of upper limb, including shoulder girdle	congenital anomalies of upper limb including shoulder girdle	congenital anomalies
755.6	Other congenital anomalies of lower limb, including pelvic girdle	other congenital anomalies of lower limb including pelvic girdle	congenital anomalies
755.61	Congenital hip dysplasia and deformity	congenital hip dysplasia and deformity	congenital anomalies
756	Other congenital musculoskeletal anomalies	other congenital musculoskeletal anomalies	congenital anomalies
756.1	Congenital anomalies of abdominal wall; diaphram	congenital anomalies of abdominal wall diaphram	congenital anomalies
756.2	Pectus and other congenital anomalies of ribs/sternum	pectus and other congenital anomalies of ribssternum	congenital anomalies
756.21	Pectus excavatum	pectus excavatum	congenital anomalies
756.22	Pectus carinatum	pectus carinatum	congenital anomalies
756.3	Congenital anomalies of muscle, tendon, fascia, and connective tissue	congenital anomalies of muscle tendon fascia and connective tissue	congenital anomalies
756.5	Congenital osteodystrophies	congenital osteodystrophies	congenital anomalies
757	Congenital anomalies of the integument	congenital anomalies of the integument	congenital anomalies
758	Chromosomal anomalies and genetic disorders	chromosomal anomalies and genetic disorders	congenital anomalies
758.1	Chromosomal anomalies	chromosomal anomalies	congenital anomalies
759	Other and unspecified congenital anomalies	other andcongenital anomalies	congenital anomalies
759.1	Anomalies of endocrine glands, congenital	anomalies of endocrine glands congenital	congenital anomalies
760	Back pain	back pain	symptoms
761	Cervicalgia	cervicalgia	symptoms
763	Thoracic or lumbosacral neuritis or radiculitis, unspecified	thoracic or lumbosacral neuritis or radiculitis	symptoms
764	Sciatica	sciatica	symptoms
765	Cervical radiculitis	cervical radiculitis	symptoms
766	Neuralgia, neuritis, and radiculitis NOS	neuralgia neuritis and radiculitis	symptoms
767	Cervicocranial/Cervicobrachial syndrome	cervicocranialcervicobrachial syndrome	symptoms
769	Nonallopathic lesions NEC	nonallopathic lesions nec	symptoms
770	Myalgia and myositis unspecified	myalgia and myositis	symptoms
771	Musculoskeletal symptoms referable to limbs	musculoskeletal symptoms referable to limbs	symptoms
771.1	Swelling of limb	swelling of limb	symptoms
771.2	Cramp of limb	cramp of limb	symptoms
772	Symptoms of the muscles	symptoms of the muscles	symptoms
772.1	Muscular wasting and disuse atrophy	muscular wasting and disuse atrophy	symptoms
772.2	Spasm of muscle	spasm of muscle	symptoms
772.3	Muscle weakness	muscle weakness	symptoms
772.4	Rhabdomyolysis	rhabdomyolysis	symptoms
772.6	Facial weakness	facial weakness	symptoms
773	Pain in limb	pain in limb	symptoms
780	Hypothermia/Chills	hypothermiachills	symptoms
781	Symptoms involving nervous and musculoskeletal systems	symptoms involving nervous and musculoskeletal systems	symptoms
781.1	Loss of height	loss of height	symptoms
781.2	Abnormal posture	abnormal posture	symptoms
782	Symptoms involving skin and other integumentary tissue	symptoms involving skin and other integumentary tissue	symptoms
782.3	Edema	edema	symptoms
782.6	Pallor and flushing	pallor and flushing	symptoms
783	Fever of unknown origin	fever of unknown origin	symptoms
783.1	Postprocedural fever	postprocedural fever	symptoms
785	Abdominal pain	abdominal pain	symptoms
788	Syncope and collapse	syncope and collapse	symptoms
789	Nausea and vomiting	nausea and vomiting	symptoms
789.1	Persistent vomiting	persistent vomiting	symptoms
790	Nonspecific findings on examination of blood	nonspecific findings on examination of blood	symptoms
790.1	Elevated sedimentation rate	elevated sedimentation rate	symptoms
790.6	Other abnormal blood chemistry	other abnormal blood chemistry	symptoms
790.8	Elevated C-reactive protein (CRP)	elevated c-reactive protein crp	symptoms
790.9	Abnormal arterial blood gases	abnormal arterial blood gasses	symptoms
791	Gangrene	gangrene	symptoms
792	Abnormal Papanicolaou smear of cervix and cervical HPV	abnormal papanicolaou smear of cervix and cervical hpv	genitourinary
792.1	Papanicolaou smear of cervix or vagina with atypical squamous cells	papanicolaou smear of cervix or vagina with atypical squamous cells	genitourinary
793	Nonspecific abnormal findings on radiological and other examination of musculoskeletal system	nonspecific abnormal findings on radiological and other examination of musculoskeletal system	symptoms
793.2	Nonspecific abnormal findings on radiological and other examination of other intrathoracic organs (echocardiogram, etc)	nonspecific abnormal findings on radiological and other examination of other intrathoracic organs echocardiogram etc	symptoms
794	Abnormal results of other function studies (bladder, pancreas, placenta, spleen, etc)	abnormal results of other function studies bladder pancreas placenta spleen etc	symptoms
795	Other and nonspecific abnormal cytological, histological and immunological findings	other and nonspecific abnormal cytological histological and immunological findings	symptoms
795.8	Abnormal tumor markers	abnormal tumor markers	symptoms
795.81	Elevated carcinoembryonic antigen [CEA]	elevated carcinoembryonic antigen cea	symptoms
795.82	Elevated cancer antigen 125 [CA 125]	elevated cancer antigen 125 ca 125	symptoms
796	Elevated prostate specific antigen [PSA]	elevated prostate specific antigen psa	genitourinary
797	Shock	shock	symptoms
797.1	Cardiogenic shock	cardiogenic shock	symptoms
798	Malaise and fatigue	malaise and fatigue	symptoms
798.1	Chronic fatigue syndrome	chronic fatigue syndrome	symptoms
799	Debility unspecified	debility	symptoms
800	Fracture of lower limb	fracture of lower limb	injuries & poisonings
800.1	Fracture of neck of femur	fracture of neck of femur	injuries & poisonings
800.2	Fracture of unspecified part of femur	fracture ofpart of femur	injuries & poisonings
800.3	Fracture of tibia and fibula	fracture of tibia and fibula	injuries & poisonings
800.4	Fracture of patella	fracture of patella	injuries & poisonings
801	Fracture of ankle and foot	fracture of ankle and foot	injuries & poisonings
801.1	Fracture of foot	fracture of foot	injuries & poisonings
802	Fracture of pelvis	fracture of pelvis	injuries & poisonings
803	Fracture of upper limb	fracture of upper limb	injuries & poisonings
803.1	Fracture of humerus	fracture of humerus	injuries & poisonings
803.2	Fracture of radius and ulna	fracture of radius and ulna	injuries & poisonings
803.21	Colles' fracture	colles fracture	injuries & poisonings
803.3	Fracture of clavicle or scapula	fracture of clavicle or scapula	injuries & poisonings
804	Fracture of hand or wrist	fracture of hand or wrist	injuries & poisonings
805	Fracture of vertebral column without mention of spinal cord injury	fracture of vertebral column without mention of spinal cord injury	injuries & poisonings
807	Fracture of ribs	fracture of ribs	injuries & poisonings
809	Fracture of unspecified bones	fracture ofbones	injuries & poisonings
816	Cerebral laceration and contusion	cerebral laceration and contusion	injuries & poisonings
817	Concussion	concussion	injuries & poisonings
818	Intracranial hemorrhage (injury)	intracranial hemorrhage injury	injuries & poisonings
818.1	Subdural hemorrhage (injury)	subdural hemorrhage injury	injuries & poisonings
818.2	Subarachnoid hemorrhage (injury)	subarachnoid hemorrhage injury	injuries & poisonings
819	Skull and face fracture and other intercranial injury	skull and face fracture and other intercranial injury	injuries & poisonings
823	Torus fracture	torus fracture	injuries & poisonings
830	Dislocation	dislocation	injuries & poisonings
835	Internal derangement of knee	internal derangement of knee	injuries & poisonings
836	Traumatic arthropathy	traumatic arthropathy	injuries & poisonings
840	Sprains and strains	sprains and strains	injuries & poisonings
840.1	Muscle/tendon sprain	muscletendon sprain	injuries & poisonings
840.2	Rotator cuff (capsule) sprain	rotator cuff capsule sprain	injuries & poisonings
840.3	Joint/ligament sprain	jointligament sprain	injuries & poisonings
841	Sprains and strains of back and neck	sprains and strains of back and neck	injuries & poisonings
842	Other sprains and strains	other sprains and strains	injuries & poisonings
850	Hemorrhage or hematoma complicating a procedure	hemorrhage or hematoma complicating a procedure	injuries & poisonings
851	Complications of transplants and reattached limbs	complications of transplants and reattached limbs	injuries & poisonings
853	Complication of colostomy or enterostomy	complication of colostomy or enterostomy	injuries & poisonings
854	Complications of cardiac/vascular device, implant, and graft	complications of cardiacvascular device implant and graft	injuries & poisonings
855	Complication of nervous system device, implant, and graft	complication of nervous system device implant and graft	injuries & poisonings
856	Vascular complications of surgery and medical procedures	vascular complications of surgery and medical procedures	injuries & poisonings
857	Mechanical complication of unspecified genitourinary device, implant, and graft	mechanical complication ofgenitourinary device implant and graft	injuries & poisonings
858	Complication of internal orthopedic device	complication of internal orthopedic device	injuries & poisonings
859	Complication due to other implant and internal device	complication due to other implant and internal device	injuries & poisonings
860	Bone marrow or stem cell transplant	bone marrow or stem cell transplant	neoplasms
870	Open wounds of head; neck; and trunk	open wounds of head neck and trunk	injuries & poisonings
870.1	Open wound or laceration of eye or eyelid	open wound or laceration of eye or eyelid	injuries & poisonings
870.2	Open wound of ear	open wound of ear	injuries & poisonings
870.3	Other open wound of head and face	other open wound of head and face	injuries & poisonings
870.4	Open wound of nose and sinus	open wound of nose and sinus	injuries & poisonings
870.5	Open wound of lip and mouth	open wound of lip and mouth	injuries & poisonings
870.6	Open wound of neck	open wound of neck	injuries & poisonings
870.8	Open wound of genital organs	open wound of genital organs	injuries & poisonings
871	Open wounds of extremities	open wounds of extremities	injuries & poisonings
871.1	Open wound of hand except finger(s)	open wound of hand except fingers	injuries & poisonings
871.2	Open wound of finger(s)	open wound of fingers	injuries & poisonings
871.3	Open wound of foot except toe(s) alone	open wound of foot except toes alone	injuries & poisonings
871.4	Open wound of toe(s)	open wound of toes	injuries & poisonings
872	Traumatic amputation	traumatic amputation	injuries & poisonings
873	Broken tooth	broken tooth	injuries & poisonings
874	Complication of amputation stump	complication of amputation stump	injuries & poisonings
875	Non-healing surgical wound	non-healing surgical wound	injuries & poisonings
876	Posttraumatic wound infection not elsewhere classified	posttraumatic wound infection not elsewhere classified	injuries & poisonings
905	Late effects of musculoskeletal and connective tissue injuries	late effects of musculoskeletal and connective tissue injuries	injuries & poisonings
906	Late effects of injuries to skin and subcutaneous tissues	late effects of injuries to skin and subcutaneous tissues	injuries & poisonings
907	Injuries to the nervous system	injuries to the nervous system	injuries & poisonings
908	Late effects of other injuries	late effects of other injuries	injuries & poisonings
909	Late effects of external causes	late effects of external causes	injuries & poisonings
910	Superficial injury, infected	superficial injury infected	injuries & poisonings
911	Blister	blister	injuries & poisonings
912	Insect bite	insect bite	injuries & poisonings
913	Toxic effect of venom	toxic effect of venom	injuries & poisonings
915	Superficial injury without mention of infection	superficial injury without mention of infection	injuries & poisonings
916	Contusion	contusion	injuries & poisonings
930	Allergic reaction to food	allergic reaction to food	injuries & poisonings
931	Contact dermatitis and other eczema due to plants [except food]	contact dermatitis and other eczema due to plants except food	dermatologic
938	Dermatitis due to solar radiation	dermatitis due to solar radiation	dermatologic
938.1	Acute dermatitis due to solar radiation	acute dermatitis due to solar radiation	dermatologic
938.2	Chronic dermatitis due to solar radiation	chronic dermatitis due to solar radiation	dermatologic
939	Atopic/contact dermatitis due to other or unspecified	atopiccontact dermatitis due to other or	dermatologic
939.1	Contact and allergic dermatitis of eyelid	contact and allergic dermatitis of eyelid	dermatologic
941	Adverse reaction to serum or vaccine	adverse reaction to serum or vaccine	injuries & poisonings
942	Infusion and transfusion reaction	infusion and transfusion reaction	injuries & poisonings
946	Anaphylactic shock NOS	anaphylactic shock	injuries & poisonings
947	Urticaria	urticaria	dermatologic
949	Allergies, other	allergies other	injuries & poisonings
949.1	Diaper or napkin rash	diaper or napkin rash	injuries & poisonings
952	Spinal cord injury without evidence of spinal bone injury	spinal cord injury without evidence of spinal bone injury	injuries & poisonings
957	Injury to other and unspecified nerves	injury to other andnerves	injuries & poisonings
958	Certain early complications of trauma or procedure	certain early complications of trauma or procedure	injuries & poisonings
958.1	Postoperative shock	postoperative shock	injuries & poisonings
958.2	Traumatic and surgical subcutaneous emphysema	traumatic and surgical subcutaneous emphysema	injuries & poisonings
960	Poisoning by antibiotics	poisoning by antibiotics	injuries & poisonings
960.1	Adverse effects of antibacterials (not penicillins)	adverse effects of antibacterials not penicillins	injuries & poisonings
960.2	Allergy/adverse effect of penicillin	allergyadverse effect of penicillin	injuries & poisonings
960.3	Poisoning by antifungal antibiotics	poisoning by antifungal antibiotics	injuries & poisonings
961	Poisoning by other anti-infectives	poisoning by other anti-infectives	injuries & poisonings
961.1	Poisoning/allergy of sulfonamides	poisoningallergy of sulfonamides	injuries & poisonings
962	Poisoning by hormones and synthetic substitutes	poisoning by hormones and synthetic substitutes	injuries & poisonings
962.1	Adrenal cortical steroids causing adverse effects in therapeutic use	adrenal cortical steroids causing adverse effects in therapeutic use	injuries & poisonings
962.2	Insulins and antidiabetic agents causing adverse effects in therapeutic use	insulins and antidiabetic agents causing adverse effects in therapeutic use	injuries & poisonings
962.3	Hormones and synthetic substitutes causing adverse effects in therapeutic use	hormones and synthetic substitutes causing adverse effects in therapeutic use	injuries & poisonings
963	Poisoning by primarily systemic agents	poisoning by primarily systemic agents	injuries & poisonings
963.1	Antineoplastic and immunosuppressive drugs causing adverse effects	antineoplastic and immunosuppressive drugs causing adverse effects	injuries & poisonings
964	Poisoning by agents primarily affecting blood constituents	poisoning by agents primarily affecting blood constituents	injuries & poisonings
964.1	Anticoagulants causing adverse effects	anticoagulants causing adverse effects	injuries & poisonings
965	Poisoning by analgesics, antipyretics, and antirheumatics	poisoning by analgesics antipyretics and antirheumatics	injuries & poisonings
965.1	Opiates and related narcotics causing adverse effects in therapeutic use	opiates and related narcotics causing adverse effects in therapeutic use	injuries & poisonings
965.2	Antirheumatics causing adverse effects in therapeutic use	antirheumatics causing adverse effects in therapeutic use	injuries & poisonings
965.3	Salicylates causing adverse effects in therapeutic use	salicylates causing adverse effects in therapeutic use	injuries & poisonings
966	Poisoning by anticonvulsants and anti-Parkinsonism drugs	poisoning by anticonvulsants and anti-parkinsonism drugs	injuries & poisonings
967	Adverse effects of sedatives or other central nervous system depressants and anesthetics	adverse effects of sedatives or other central nervous system depressants and anesthetics	injuries & poisonings
969	Poisoning by psychotropic agents	poisoning by psychotropic agents	injuries & poisonings
971	Poisoning by drugs primarily affecting the autonomic nervous system	poisoning by drugs primarily affecting the autonomic nervous system	injuries & poisonings
972	Poisoning by agents primarily affecting the cardiovascular system	poisoning by agents primarily affecting the cardiovascular system	injuries & poisonings
972.1	Cardiac rhythm regulators causing adverse effects in therapeutic use	cardiac rhythm regulators causing adverse effects in therapeutic use	injuries & poisonings
972.2	Antilipemic and antiarteriosclerotic drugs causing adverse effects in therapeutic use	antilipemic and antiarteriosclerotic drugs causing adverse effects in therapeutic use	injuries & poisonings
972.6	Antihypertensive agents causing adverse effects	antihypertensive agents causing adverse effects	injuries & poisonings
973	Poisoning by agents primarily affecting the gastrointestinal system	poisoning by agents primarily affecting the gastrointestinal system	injuries & poisonings
974	Poisoning by water, mineral, and uric acid metabolism drugs	poisoning by water mineral and uric acid metabolism drugs	injuries & poisonings
975	Poisoning by agents primarily acting on the smooth and skeletal muscles and respiratory system	poisoning by agents primarily acting on the smooth and skeletal muscles and respiratory system	injuries & poisonings
976	Poisoning by agents primarily affecting skin & mucous membrane, ophthalmological, otorhinolaryngological, & dental drugs	poisoning by agents primarily affecting skin  mucous membrane ophthalmological otorhinolaryngological  dental drugs	injuries & poisonings
977	Personal history of allergy to medicinal agents	personal history of allergy to medicinal agents	injuries & poisonings
979	Adverse drug events and drug allergies	adverse drug events and drug allergies	injuries & poisonings
980	Encounter for long-term (current) use of antibiotics	encounter for long-term current use of antibiotics	infectious diseases
981	Toxic effect of (non-ethyl) alcohol and petroleum and other solvents	toxic effect of non-ethyl alcohol and petroleum and other solvents	injuries & poisonings
983	Toxic effect of corrosive aromatics, acids, and caustic alkalis	toxic effect of corrosive aromatics acids and caustic alkalis	injuries & poisonings
984	Toxic effect of lead and its compounds (including fumes)	toxic effect of lead and its compounds including fumes	injuries & poisonings
985	Toxic effect of other metals	toxic effect of other metals	injuries & poisonings
986	Toxic effect of carbon monoxide	toxic effect of carbon monoxide	injuries & poisonings
987	Toxic effect of other gases, fumes, or vapors	toxic effect of other gasses fumes or vapors	injuries & poisonings
988	Toxic effect of noxious substances eaten as food	toxic effect of noxious substances eaten as food	injuries & poisonings
989	Toxic effect of other substances, chiefly nonmedicinal as to source	toxic effect of other substances chiefly nonmedicinal as to source	injuries & poisonings
990	Effects radiation NOS	effects radiation	injuries & poisonings
994	Sepsis and SIRS	sepsis and sirs	injuries & poisonings
994.1	Systemic inflammatory response syndrome (SIRS)	systemic inflammatory response syndrome sirs	injuries & poisonings
994.2	Sepsis	sepsis	injuries & poisonings
994.21	Septic shock	septic shock	injuries & poisonings
996	Complications peculiar to certain specified procedures	complications peculiar to certain specified procedures	injuries & poisonings
