narrower,phecode1.2_label,hpo_label,phecode1.2_code,hpo_code
,Intestinal obstruction without mention of hernia,High intestinal obstruction,560,HP_0005250
,Primary biliary cirrhosis,Abnormality of the liver,571.6,HP_0001392
,Alcoholic liver damage,Abnormality of the liver,317.11,HP_0001392
,Cholelithiasis with acute cholecystitis,Abnormality of the gastrointestinal tract,574.11,HP_0011024
,Congenital anomalies of face and neck,Entropion,749,HP_0000621
,Chronic ulcer of unspecified site,Skin erosion,707.3,HP_0200041
,Cardiac conduction disorders,Atrioventricular block,426,HP_0001678
,Thyrotoxicosis with or without goiter,Proptosis,242,HP_0000520
,Other specified congenital anomalies of nervous system,Septo-optic dysplasia,752.2,HP_0100842
,Other cardiac conduction disorders,Arrhythmia,426.8,HP_0011675
,Chronic bronchitis,Cough,496.2,HP_0012735
,Hyperlipidemia,Tuberous xanthoma,272.1,HP_0031290
,Primary pulmonary hypertension,Pulmonary arterial hypertension,415.21,HP_0002092
,Other congenital musculoskeletal anomalies,Skeletal dysplasia,756,HP_0002652
,Disorders of amino-acid metabolism,Hyperhistidinemia,270.2,HP_0010906
,Coagulation defects,Abnormality of blood and blood-forming tissues,286,HP_0001871
,Nephritis and nephropathy without mention of glomerulonephritis,Abnormality of the genitourinary system,580.3,HP_0000119
,Diseases and other conditions of the tongue,Glossoptosis,529,HP_0000162
,Cardiac shunt/ heart septal defect,Perimembranous ventricular septal defect,747.11,HP_0011682
,Phlebitis and thrombophlebitis of intracranial venous sinuses,Cerebral venous thrombosis,325,HP_0005305
,Aneurysm and dissection of heart,Pulmonary arteriovenous malformation,411.41,HP_0006548
,Irregular menstrual cycle/bleeding,Hematocolpos,626.1,HP_0031923
,Chronic bronchitis,Acute bronchitis,496.2,HP_0012388
,Other disorders of neurohypophysis,Hyponatremia,253.7,HP_0002902
,Graves' disease,Abnormality of the thyroid gland,242.1,HP_0000820
,Seborrhea,Abnormality of the skin,706.3,HP_0000951
,Cardiac congenital anomalies,Double inlet left ventricle,747.1,HP_0011555
,Shortness of breath,Rest dyspnea,512.7,HP_0033710
,Pyoderma,Pyoderma,686.5,HP_0000999
,Congenital anomalies of limbs,Pes planus,755,HP_0001763
,Hypercoagulable state,Lupus anticoagulant,286.8,HP_0025343
,Nonrheumatic mitral valve disorders,P mitrale,395.1,HP_0031599
,Asthma,Asthma,495,HP_0002099
,Congenital anomalies of genital organs,Cervical agenesis,751.1,HP_0030008
,Abnormal findings on mammogram or breast exam,Breast mass,611,HP_0032408
,Acute periodontitis,Localized periodontitis,523.31,HP_0011059
,Urethral stricture (not specified as infectious),Abnormality of the genitourinary system,597.1,HP_0000119
,Congenital osteodystrophies,Congenital onychodystrophy,756.5,HP_0008394
,Intestinal infection,Skin ulcer,008,HP_0200042
,Cholelithiasis,Cholelithiasis,574.1,HP_0001081
,Ischemic Heart Disease,Coronary artery aneurysm,411,HP_0030882
,Corns and callosities,Hallux valgus,700,HP_0001822
,Disorders of adrenal glands,Decreased circulating cortisol level,255,HP_0008163
,Congenital anomalies of urinary system,Nephronophthisis,751.2,HP_0000090
,Congenital anomalies of face and neck,Unilateral cleft palate,749,HP_0100334
,Anemia in chronic kidney disease,Chronic kidney disease,285.21,HP_0012622
,Fracture of ankle and foot,Fractured talus,801,HP_0041164
,Hydronephrosis,Hydroureter,595,HP_0000072
,"Malignant neoplasm of head, face, and neck",Neoplasm,195.3,HP_0002664
,Other benign neoplasm of uterus,Benign neoplasm of the central nervous system,218.2,HP_0100835
,Visual field defects,Bitemporal hemianopia,368.4,HP_0030521
,Hypersomnia,Hypersomnia,327.1,HP_0100786
,Benign neoplasm of kidney and other urinary organs,Renal angiomyolipoma,223,HP_0006772
,Perinatal disorders of digestive system,Functional intestinal obstruction,656.6,HP_0005249
,Diseases of hair and hair follicles,Trichorrhexis nodosa,704,HP_0009886
,Heart valve disorders,Bacterial endocarditis,395,HP_0006689
,Atherosclerosis of the extremities,Intermittent claudication,440.2,HP_0004417
,Diseases of esophagus,Acute esophageal necrosis,530,HP_0011128
,"Other diseases of respiratory system, not elsewhere classified",Anterior mediastinal mass,519,HP_0033827
,Functional disorders of bladder,Urinary urgency,596.5,HP_0000012
,Circumscribed scleroderma,Sclerodactyly,701.3,HP_0011838
,Chronic pancreatitis,Acute pancreatitis,577.2,HP_0001735
,Disorders of lacrimal system,Nasolacrimal duct obstruction,375,HP_0000579
,Diseases of hair and hair follicles,Alopecia universalis,704,HP_0002289
,Partial epilepsy,Hippocampal sclerosis,345.12,HP_0033715
,Lower gastrointestinal congenital anomalies,Intestinal malrotation,750.2,HP_0002566
,Pyelonephritis,Chronic tubulointerstitial nephritis,590,HP_0004743
,Disorders of lipoid metabolism,Hypercholesterolemia,272,HP_0003124
,Neutropenia,Agranulocytosis,288.11,HP_0012234
,Spasm of muscle,Skeletal myopathy,772.2,HP_0003756
,Breast cancer [female],Ductal carcinoma in situ,174.1,HP_0030075
,Congenital anomalies of great vessels,Interrupted aortic arch,747.13,HP_0011611
,Chronic pharyngitis and nasopharyngitis,Rhinitis,472,HP_0012384
,Abnormal findings on study of brain and/or nervous system,Abnormality of the cerebrospinal fluid,346,HP_0002921
,Rheumatoid arthritis and other inflammatory polyarthropathies,Arthropathy,714,HP_0003040
,Mastoiditis & related conditions,Postauricular pit,381.3,HP_0004464
,Other retinal disorders,Rod-cone dystrophy,362,HP_0000510
,Congenital anomalies of urinary system,Congenital posterior urethral valve,751.2,HP_0010957
,Cardiac dysrhythmias,Ventricular flutter,427,HP_0011841
,Neurological disorders,Dyslexia,292,HP_0010522
,Muscular dystrophies and other myopathies,Abnormal joint morphology,359,HP_0001367
,Urticaria,Mastocytosis,947,HP_0100495
,Cardiac congenital anomalies,Tricuspid atresia,747.1,HP_0011662
,Cerebrovascular disease,Cerebral artery stenosis,433,HP_0012492
,Keratitis,Keratoconjunctivitis sicca,370,HP_0001097
,"Infertility, female, associated with anovulation",Female infertility,626.15,HP_0008222
,Disorders of the autonomic nervous system,Mononeuropathy,337,HP_0009831
,Acid-base balance disorder,Ketosis,276.4,HP_0001946
,Congenital anomalies of the eye,Heterochromia iridis,753,HP_0001100
,Stricture and stenosis of esophagus,Esophageal obstruction,530.3,HP_0005240
,Other perinatal conditions of fetus or newborn,Polycythemia,656,HP_0001901
,Apnea,Cheyne-Stokes respiration,513.31,HP_0012196
,Other heart block,Sinoatrial block,426.25,HP_0012723
,Type 1 diabetes with neurological manifestations,Type I diabetes mellitus,250.14,HP_0100651
,Other retinal disorders,Retinal neovascularization,362,HP_0030666
,"Cerebral degeneration, unspecified",Alzheimer disease,331.9,HP_0002511
,Vitamin deficiency,Rickets,261,HP_0002748
,Bursitis disorders,Polyarticular arthritis,727.2,HP_0005764
,Genitourinary congenital anomalies,Polycystic kidney dysplasia,751,HP_0000113
,Disorders of sweat glands,Body odor,705,HP_0500001
,Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch),Microprolactinoma,227.3,HP_0012341
,Other congenital musculoskeletal anomalies,Bifid sternum,756,HP_0010309
,Disturbances of amino-acid transport,Hypertryptophanemia,270.1,HP_0500134
,Esophageal bleeding (varices/hemorrhage),Varicose veins,530.2,HP_0002619
,Diseases of spleen,Splenic cyst,289.5,HP_0030423
,Disorder of skin and subcutaneous tissue NOS,Gottron's papules,689,HP_0025508
,Pituitary dwarfism,Pituitary dwarfism,253.5,HP_0000839
,Diseases of the jaws,Retrognathia,526,HP_0000278
,Disorders of lacrimal system,Dacryocystitis,375,HP_0000620
,Infection/inflammation of internal prosthetic device; implant; and graft,Complement deficiency,081,HP_0004431
,Genitourinary congenital anomalies,Bicornuate uterus,751,HP_0000813
,Chronic bronchitis,Chronic pulmonary obstruction,496.2,HP_0006510
,Hepatitis NOS,Chronic hepatic failure,070.9,HP_0100626
,Other cardiomyopathy,Myopathy,425.8,HP_0003198
,"Esophagitis, GERD and related diseases",Eosinophilic infiltration of the esophagus,530.1,HP_0410151
,Cancer of stomach,Carcinoma,151,HP_0030731
,Congenital anomalies of face and neck,Megalencephaly,749,HP_0001355
,Carnitine deficiencies,Encephalopathy,277.8,HP_0001298
,Speech and language disorder,Specific learning disability,315.2,HP_0001328
,Hypertrophic obstructive cardiomyopathy,Concentric hypertrophic cardiomyopathy,425.11,HP_0005157
,Abnormal findings on study of brain and/or nervous system,Nystagmus,346,HP_0000639
,Trigeminal nerve disorders [CN5],Trigeminal neuralgia,352.1,HP_0100661
,Other disorders of testis,Vaginal hydrocele,603,HP_0100673
,Viral infection,Enanthema,079,HP_0030249
,Bundle branch block,Left posterior fascicular block,426.3,HP_0005172
,Kyphoscoliosis and scoliosis,Thoracic scoliosis,737.3,HP_0002943
,Autoimmune hemolytic anemias,Hemolytic anemia,283.1,HP_0001878
,Congenital anomalies of esophagus,Esophageal duplication,750.14,HP_0100681
,Pelvic inflammatory disease (PID),Abnormality of the genitourinary system,614.3,HP_0000119
,Fasciitis,Flexion contracture,728.7,HP_0001371
,Symptoms affecting skin,Skin rash,687,HP_0000988
,Other diseases of blood and blood-forming organs,Myelodysplasia,289,HP_0002863
,Pituitary hyperfunction,Prolactinoma,253.1,HP_0040278
,Other disorders of eyelids,Hemorrhage of the eye,374,HP_0011885
,Cutaneous lupus erythematosus,Systemic lupus erythematosus,695.41,HP_0002725
,Secondary/extrinsic cardiomyopathies,Cardiomyopathy,425.2,HP_0001638
,Melanomas of skin,Melanoma,172.11,HP_0002861
,Cervical intraepithelial neoplasia [CIN] [Cervical dysplasia],Carcinoma,180.3,HP_0030731
,Cholelithiasis and cholecystitis,Cholelithiasis,574,HP_0001081
,Obstetrical/birth trauma,Cerebral hemorrhage,665,HP_0001342
,Fracture of lower limb,Femur fracture,800,HP_0031846
,Claw toe (acquired),Pes cavus,735.22,HP_0001761
,Leukemia,Refractory sideroblastic anemia,204,HP_0004864
,Cancer of brain,Ependymoma,191.11,HP_0002888
,Other specified congenital anomalies of nervous system,Megalencephaly,752.2,HP_0001355
,"Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue",Abnormality of the gastrointestinal tract,528,HP_0011024
,Congenital anomalies of urinary system,Abnormality of the kidney,751.2,HP_0000077
,Other aneurysm,Dilatation of the cerebral artery,442,HP_0004944
,Benign neoplasm of lymph nodes,Neoplasm,229.1,HP_0002664
,Learning disorder,Dyscalculia,315.1,HP_0002442
,Pectus and other congenital anomalies of ribs/sternum,Bifid sternum,756.2,HP_0010309
,Congenital anomaly of fingers/toes,Toe syndactyly,755.3,HP_0001770
,Disturbances of amino-acid transport,Hyperphenylalaninemia,270.1,HP_0004923
,Secondary malignant neoplasm of skin,Carcinoma,198.7,HP_0030731
,Congenital anomalies of skin,Skin tags,691,HP_0010609
,Carcinoma in situ of skin,Neoplasm,172.3,HP_0002664
,Fracture of upper limb,Fractured humerus,803,HP_0041055
,Ulcerative colitis (chronic),Colitis,555.21,HP_0002583
,Benign neoplasm of skin,Nevus,216,HP_0003764
,Other retinal disorders,Congenital blindness,362,HP_0007875
,Schizophrenia,Paranoia,295.1,HP_0011999
,Disorders of protein plasma/amino-acid transport and metabolism,Paraproteinemia,270,HP_0031047
,Benign neoplasm of skin,Verrucae,216,HP_0200043
,Erythematosquamous dermatosis,Seborrheic dermatitis,690,HP_0001051
,Myocarditis,Myofibrillar myopathy,420.1,HP_0003715
,Nerve plexus lesions,Neuritis,353.1,HP_0031002
,Disease of capillaries,Telangiectasia macularis eruptiva perstans,448,HP_0007583
,"Cancer of other lymphoid, histiocytic tissue",Follicular lymphoma,202,HP_0033125
,Ulceration of the lower GI tract,Abnormality of the gastrointestinal tract,556,HP_0011024
,Inflammatory bowel disease and other gastroenteritis and colitis,Inflammatory cap polyp,555,HP_0025198
,Occlusion and stenosis of precerebral arteries,Carotid artery occlusion,433.1,HP_0012474
,Anatomical abnormatilies of kidney and ureters,Decreased numbers of nephrons,586.1,HP_0005563
,Lower gastrointestinal congenital anomalies,Persistent cloaca,750.2,HP_0012621
,Chronic liver disease and cirrhosis,Chronic hepatic encephalopathy,571,HP_0007111
,Disorders of bilirubin excretion,Bilirubinuria,277.4,HP_0031811
,"Other chronic ischemic heart disease, unspecified",obsolete Coronary atherosclerosis,411.8,HP_0004929
,Diffuse diseases of connective tissue,Gottron's papules,709,HP_0025508
,Delirium dementia and amnestic and other cognitive disorders,Lewy bodies,290,HP_0100315
,Abdominal pain,Acute abdomen,785,HP_0033400
,Congenital anomalies of male genital organs,Retractile testis,751.12,HP_0012646
,Atopic/contact dermatitis due to other or unspecified,Skin rash,939,HP_0000988
,Benign neoplasm of kidney and other urinary organs,Carcinoma,223,HP_0030731
,Diseases of hair and hair follicles,Trichilemmal cyst,704,HP_0025246
,Pulmonary heart disease,Arteriovenous fistula,415,HP_0004947
,Cancer of brain,Brain neoplasm,191.11,HP_0030692
,Dyspareunia,Abnormality of the genitourinary system,625.1,HP_0000119
,Cervical intraepithelial neoplasia [CIN] [Cervical dysplasia],Neoplasm,180.3,HP_0002664
,Orchitis and epididymitis,Epididymitis,601.3,HP_0000031
,Pathologic fracture of vertebrae,Osteoporosis,743.21,HP_0000939
,Other dyschromia,Freckling,694.2,HP_0001480
,Intestinal malabsorption (non-celiac),Lactose intolerance,557,HP_0004789
,Retinal detachments and defects,Retinal hole,361,HP_0011530
,Pathologic fracture,Femur fracture,743.2,HP_0031846
,Other disorders of eye,Iritis,379,HP_0001101
,Pulmonary heart disease,Pulmonary arterial hypertension,415,HP_0002092
,Senile cataract,Cortical cataract,366.2,HP_0100019
,"Uveitis, noninfectious or NOS",Uveitis,371.1,HP_0000554
,Congenital anomalies of the integument,Ectodermal dysplasia,757,HP_0000968
,"Acute glomerulonephritis, NOS",Abnormality of the genitourinary system,580.13,HP_0000119
,Other benign neoplasm of connective and other soft tissue,Neoplasm,215,HP_0002664
,Hepatitis NOS,Cholestasis,070.9,HP_0001396
,Dyspareunia,Dyspareunia,625.1,HP_0030016
,Kyphoscoliosis and scoliosis,Congenital kyphoscoliosis,737.3,HP_0008453
,Cancer of mouth,Malignant neoplasm of the central nervous system,145,HP_0100836
,Other perinatal conditions of fetus or newborn,Respiratory failure,656,HP_0002878
,Benign neoplasm of skin,Melanocytic nevus,216,HP_0000995
,Visual field defects,Scotoma,368.4,HP_0000575
,Neurological disorders,Apraxia,292,HP_0002186
,Abnormal movement,Ageusia,350,HP_0041051
,Anemia of chronic disease,Anemia,285.2,HP_0001903
,Systemic sclerosis,Telangiectasia,709.3,HP_0001009
,Cardiac dysrhythmias,Multifocal atrial tachycardia,427,HP_0011701
,Aplastic anemia,Pancytopenia,284,HP_0001876
,Other congenital musculoskeletal anomalies,Agenesis of the diaphragm,756,HP_0008986
,Dysmenorrhea,Abnormality of the genitourinary system,626.2,HP_0000119
,Periostitis,Periostitis,710.2,HP_0040165
,Extrapyramidal disease and abnormal movement disorders,Basal ganglia calcification,333,HP_0002135
,Extrapyramidal disease and abnormal movement disorders,Torsion dystonia,333,HP_0001304
,Chronic pancreatitis,Chronic pancreatitis,577.2,HP_0006280
,"Cancer of other lymphoid, histiocytic tissue",B-cell lymphoma,202,HP_0012191
,Disorders of adrenal glands,Premature adrenarche,255,HP_0012412
,Spina bifida,Abnormality of the nervous system,752.11,HP_0000707
,Polyneuropathy due to drugs,Abnormal peripheral nervous system morphology,316.1,HP_0000759
,"Disorders of fluid, electrolyte, and acid-base balance",Hypovolemia,276,HP_0011106
,Galactorrhea,Neoplasm of the pituitary gland,612.1,HP_0040277
,Complications of labor and delivery NEC,Abnormal delivery,669,HP_0001787
,Gingivitis,Gingivitis,523.1,HP_0000230
,Benign neoplasm of other endocrine glands and related structures,Neoplasm of the parathyroid gland,227,HP_0100733
,Mixed hyperlipidemia,Hyperapobetalipoproteinemia,272.13,HP_0008158
,Contracture of joint,Congenital contracture,739,HP_0002803
,Pituitary hypofunction,Severe short stature,253.2,HP_0003510
,Disorders of the pituitary gland and its hypothalamic control,Abnormality of the anterior pituitary,253,HP_0011747
,"Anomalies of respiratory system, congenital",Tracheobronchomalacia,748,HP_0002786
,Congenital musculoskeletal deformities of spine,Congenital kyphoscoliosis,754,HP_0008453
,Aphakia and other disorders of lens,Lens subluxation,379.3,HP_0001132
,Generalized convulsive epilepsy,Generalized-onset seizure,345.11,HP_0002197
,Other non-epithelial cancer of skin,Basal cell carcinoma,172.2,HP_0002671
