phecodeX_label	hpo_label	phecodeX_code	hpo_code
Juvenile rheumatoid arthritis [JRA/JIA]	Arthropathy	705.2	HP_0003040
Symptoms related to joints	Joint stiffness	713	HP_0001387
Schizophrenia	Psychosis	287.1	HP_0000709
Other disorders of the eyelids	Palpebral edema	362	HP_0100540
Alcoholic cardiomyopathy	Myopathy	414.3	HP_0003198
Rheumatoid arthritis and other inflammatory polyarthropathies	Rheumatoid arthritis	705	HP_0001370
Abnormality of albumin*	Abnormal circulating albumin concentration	824.1	HP_0012116
Malignant neoplasm of the digestive organs	Appendiceal mucinous neoplasm	101	HP_0031499
Intervertebral disc disorder	Diskitis	716	HP_0025679
Arterial dissection	Cystic medial necrosis	438.4	HP_0012180
Hepatitis B	Hepatitis	054.2	HP_0012115
Malignant neoplasm of the rectum	Colon cancer	101.42	HP_0003003
Venous insufficiency	Esophageal varix	444	HP_0002040
Primary ovarian failure	Male hypogonadism	214.1	HP_0000026
Meconium plug syndrome	Meconium ileus	865.11	HP_0004401
Genital prolapse	Cystocele	618	HP_0100645
Keratitis	Oculomotor apraxia	367.2	HP_0000657
Disorders of the retina	obsolete Tapetoretinal degeneration	374	HP_0000547
Preauricular sinus and cyst	Preauricular cyst	756.2	HP_0040297
Hepatitis C	Acute hepatitis	054.3	HP_0200119
Benign intracranial hypertension	Increased intracranial pressure	344.2	HP_0002516
Juvenile osteochondrosis	Morbus Scheuermann	725.2	HP_0010891
Sequelae of cancer	Peripheral neuropathy	132	HP_0009830
Disease of anus and rectum	Intrarenal abscess	530	HP_0032620
Primary ovarian failure	Gonadotropin deficiency	214.1	HP_0008213
Irregular eye movements	Nystagmus	383	HP_0000639
Congenital posterior urethral valves*	Congenital posterior urethral valve	775.2	HP_0010957
Abdominal pain	Acute abdomen	527	HP_0033400
Rectocele	Rectocele	618.12	HP_0100822
Congenital malformations of female genitalia	Bicornuate uterus	770	HP_0000813
Diseases of esophagus	Barrett esophagus	510	HP_0100580
Other diseases of biliary tract	Abnormality of the gastrointestinal tract	552	HP_0011024
Cerebral palsy and other paralytic syndromes	Hemiparesis	341	HP_0001269
Leukemia	Myeloproliferative disorder	121	HP_0005547
Postprocedural hypothyroidism	Abnormality of the thyroid gland	200.13	HP_0000820
Interstitial pulmonary diseases	Nonspecific interstitial pneumonia	481	HP_0033584
Congenital lens anomalies	Nuclear cataract	753.2	HP_0100018
Substance related disorders	Atrial cardiomyopathy	280	HP_0200127
Abnormal involuntary movements	Abnormal head movements	325.1	HP_0002457
Congenital anomalies of eyelids, lacrimal system, and orbit	Ectropion	754	HP_0000656
Cardiac arrhythmia and conduction disorders	Wolff-Parkinson-White syndrome	416	HP_0001716
Non-Hodgkin lymphoma	Non-Hodgkin lymphoma	122.2	HP_0012539
Symptoms related to joints	Arthritis	713	HP_0001369
Disorders resulting from impaired renal function	Renal tubular acidosis	588.1	HP_0001947
Extrapyramidal and movement disorders	Hemiballismus	324	HP_0100248
Multiple cranial nerve palsies	Peripheral neuropathy	334.9	HP_0009830
Dystrophy of female genital tract	Abnormality of the genitourinary system	624.1	HP_0000119
Complex regional pain syndrome	Peripheral neuropathy	343.3	HP_0009830
Amebiasis [Entamoeba histolytica]	Liver abscess	084.1	HP_0100523
Degeneration of iris and ciliary body	Heterochromia iridis	370.1	HP_0001100
Mononeuritis of lower limb	Peripheral neuropathy	336.5	HP_0009830
Sickle-cell thalassemia	Abnormality of blood and blood-forming tissues	165.14	HP_0001871
Other congenital malformations of digestive system	Morphological abnormality of the gastrointestinal tract	768	HP_0012718
Congenital deformities of skull, face, and jaw	Platybasia	758	HP_0002691
Specific personality disorders	Personality disorder	296	HP_0012075
Arthralgia of temporomandibular joint	Temporomandibular arthritis	733.62	HP_0040312
Other congenital anomalies of nervous system	Neural tube defect	752	HP_0045005
Congenital cataract	Developmental cataract	753.23	HP_0000519
Chronic respiratory disease arising in the perinatal period	Abnormal pulmonary interstitial morphology	854.7	HP_0006530
Fracture of pelvis	Fractured ilium	T821	HP_0041233
Rheumatoid arthritis without rheumatoid factor*	Arthropathy	705.13	HP_0003040
Epidermolysis bullosa*	Pretibial blistering	790.3	HP_0012221
Malignant neoplasm of the larynx	Neoplasm of the larynx	100.6	HP_0100605
Other acquired deformity of head	Hypoplasia of the zygomatic bone	729.2	HP_0010669
Congenital malformations of spine and bony thorax	Supernumerary vertebrae	787	HP_0002946
Asphyxia and hypoxemia	Cyanosis	498	HP_0000961
Dislocation of elbow	Posterior subluxation of radial head	T830.3	HP_0005739
Stroke and transient cerebral ischemic attacks	Aphasia	431	HP_0002381
Inflammation of eyelids	Chalazion	360	HP_0010605
Constipation	Abnormality of the gastrointestinal tract	529.5	HP_0011024
Fall	Falls	T915	HP_0002527
Cardiac arrhythmia and conduction disorders	Reverse typical atrial flutter	416	HP_0031672
Ischemic heart disease	Polyarticular arthritis	404	HP_0005764
Communicating hydrocephalus	Communicating hydrocephalus	344.11	HP_0001334
Anomalies of great veins, congenital	Anomalous pulmonary venous return	781.4	HP_0010772
Interstitial pulmonary diseases	Lipoid pneumonia	481	HP_0033364
Other follicular disorders	Sebaceous hyperplasia	682	HP_0032227
Mononeuritis of upper limb	Peripheral neuropathy	336.4	HP_0009830
Peptic ulcer	Peptic ulcer	513	HP_0004398
Craniorachischisis	Craniorachischisis	751.2	HP_0030770
Fracture of femur	Fractured head of femur	T820.1	HP_0041221
Aneurysm or ectasia	Abdominal aortic dissection	438	HP_0033311
Disorders of eyelid function	Upper eyelid retraction	361	HP_0500044
Spina bifida	Neural tube defect	751.1	HP_0045005
Hypothyroidism due to drugs or iatrogenic causes	Abnormality of the thyroid gland	200.12	HP_0000820
Benign neoplasm of the eye, brain and other parts of central nervous system	Vestibular Schwannoma	148	HP_0009588
Congenital malformations of gallbladder, bile ducts and liver	Polycystic liver disease	766	HP_0006557
Lumbosacral plexus lesions	Abnormal peripheral nervous system morphology	335.12	HP_0000759
Cardiac arrhythmia and conduction disorders	Supraventricular arrhythmia	416	HP_0005115
Inflammation of the eye	Conjunctival hyperemia	367	HP_0030953
Specific developmental disorders of scholastic skills	Global developmental delay	891.2	HP_0001263
Conditions of integument specific to newborn	Hydrops fetalis	868	HP_0001789
Benign neoplasm of the mediastinum	Neoplasm	137.52	HP_0002664
Crushing injury	Fractured skull	T891	HP_0041082
Other congenital anomalies of nervous system	Lipomeningocele	752	HP_0030710
Benign neoplasm of the oral cavity	Salivary gland neoplasm	135.1	HP_0100684
Diseases of spleen	Splenic cyst	174	HP_0030423
Excessive vomiting in pregnancy	Short neck	911	HP_0000470
Congenital anomalies of eye	Lens subluxation	753	HP_0001132
Benign neoplasm of cornea	Benign neoplasm of the central nervous system	148.14	HP_0100835
Pathologic fracture	Pathologic fracture	726.2	HP_0002756
Cytology and pathology findings	Hyperuricemia	835	HP_0002149
Foreign body	Impacted tooth	T892	HP_0011079
Disorders of the retina	Retinal neovascularization	374	HP_0030666
Trigeminal neuralgia	Neuritis	334.11	HP_0031002
Congenital malformations of spleen	Right atrial isomerism	795	HP_0011536
Congenital malformations of ear	Pretragal ectopia	755	HP_0030024
Abdominal aortic aneurysm	Fusiform abdominal aortic aneurysm	438.11	HP_0031644
Essential thrombocythemia	Neoplasm	124.5	HP_0002664
Other symptoms involving nervous & musculoskeletal system	Tetany	350	HP_0001281
Substance related disorders	Hepatic steatosis	280	HP_0001397
Myositis	Myopathy	700.41	HP_0003198
Hemoptysis	Hemoptysis	487.3	HP_0002105
Visual disturbances	Congenital stationary night blindness	386	HP_0007642
Acute dermatitis due to solar radiation	Abnormality of the skin	672.1	HP_0000951
Pain in joints of hand	Abnormal joint morphology	713.35	HP_0001367
Trigeminal nerve disorders [CN5]	Neuritis	334.1	HP_0031002
Disorders of muscle	Trismus	719	HP_0000211
Spermatocele	Epididymal cyst	603.2	HP_0030424
Congenital malformations of great arteries	Pulmonary artery stenosis	778	HP_0004415
Congenital malformations of spleen	Asplenia	795	HP_0001746
Abnormal electrocardiogram [ECG] [EKG]	Abnormal EKG	418.1	HP_0003115
Behavioral and emotional disorders with onset usually occurring in childhood and adolescence	Nail-biting	893	HP_0012170
Renal tubulo-interstitial diseases	Grade IV vesicoureteral reflux	581	HP_0033741
Cancer (solid tumor, excluding BCC)	Spinal meningioma	130	HP_0100010
Disorders of autonomic nervous system	Sensory neuropathy	343	HP_0000763
Osteomyelitis, periostitis, and other infections involving bone	Salmonella osteomyelitis	701	HP_0005661
Hydroureter	Congenital megaureter	581.32	HP_0008676
Cervicitis and endocervicitis	Cervicitis	614.51	HP_0030160
Stroke and transient cerebral ischemic attacks	Cerebral hemorrhage	431	HP_0001342
Chrystal arthropathies	Abnormal joint morphology	703	HP_0001367
Abnormal weight loss	Weight loss	230.21	HP_0001824
Decreased white blood cell count	Cyclic neutropenia	170	HP_0040289
Congenital hypoplasia and dysplasia of lung	Pulmonary hypoplasia	777.33	HP_0002089
Sleep disorders	Sleep paralysis	333	HP_0025233
Spinal osteochondrosis	Osteochondrosis	714.4	HP_0040188
Tinnitus	Tinnitus	397.1	HP_0000360
Testicular limpoma	Benign neoplasm of the central nervous system	139.54	HP_0100835
Microcytic anemia	Anemia	164.1	HP_0001903
Other congenital anomalies of heart	Ectopia cordis	780	HP_0001683
Congenital malformations of pancreas	Annular pancreas	767	HP_0001734
Vascular insufficiency of intestine	Jejunitis	437	HP_0033143
Cardiac arrhythmia and conduction disorders	Paroxysmal supraventricular tachycardia	416	HP_0004763
Other hearing abnormality	Tinnitus	397	HP_0000360
Alopecia	Alopecia of scalp	684.1	HP_0002293
Fungal infections	Chronic mucocutaneous candidiasis	089.3	HP_0002728
Other malignant neoplasms of lymphoid, hematopoietic and related tissue	Eosinophilic granuloma	125	HP_0032253
Primary disorders of muscles	Neuritis	339	HP_0031002
Anomalous pulmonary venous return	Supracardiac total anomalous pulmonary venous connection	781.41	HP_0011719
Extrapyramidal and movement disorders	Basal ganglia calcification	324	HP_0002135
Major depressive disorder	Psychosis	286.2	HP_0000709
Priapism	Priapism	604.4	HP_0200023
Obstetrical embolism	Pulmonary fat embolism	913	HP_0032008
Arteriovenous malformation	Gastric arteriovenous malformation	441	HP_0031341
Benign neoplasm of the heart	Neoplasm	137.51	HP_0002664
Osteomyelitis, periostitis, and other infections involving bone	Osteomyelitis	701	HP_0002754
Osteochondritis dissecans	Osteochondritis dissecans	728.2	HP_0010886
Disorders of the retina	Pigmentary retinopathy	374	HP_0000580
Left heart failure	Right ventricular failure	424.1	HP_0001708
Cardiac arrhythmia and conduction disorders	Cardiac conduction abnormality	416	HP_0031546
Disease of anus and rectum	Anorectal abscess	530	HP_0033150
Stroke and transient cerebral ischemic attacks	Feeding difficulties	431	HP_0011968
Other sprains and strains	Joint dislocation	T840.9	HP_0001373
Other psychoactive substance dependence	Hypersomnia	280.82	HP_0100786
Myopia	Hypermetropia	387.2	HP_0000540
Intestinal obstruction	High intestinal obstruction	514.2	HP_0005250
Other specific joint derangements	Ankylosis	712	HP_0031013
Delusional disorders	Psychosis	287.4	HP_0000709
Congenital ectodermal dysplasia	Ectodermal dysplasia	790.2	HP_0000968
Disorders of other cranial nerves	Peripheral neuropathy	334	HP_0009830
Chondrocalcinosis	Polyarticular arthritis	703.2	HP_0005764
Noninflammatory female genital disorders	obsolete Clitoromegaly	619	HP_0000057
Dermatitis due to substances taken internally	Egg allergy	668.4	HP_0410328
Periodic paralysis	Periodic paralysis	339.4	HP_0003768
Bronchiectasis	Bronchiectasis	476	HP_0002110
Trichiasis of eyelid without entropion	Trichiasis	361.15	HP_0001128
Microcytic anemia	Abnormality of blood and blood-forming tissues	164.1	HP_0001871
Idiopathic scoliosis	Spinal deformities	714.31	HP_0008443
Allergy to insects	Emotional hypersensitivity	840.2	HP_0041092
Chronic liver disease and sequelae	Hepatic steatosis	542	HP_0001397
Paralytic strabismus [Neurogenic strabismus]	Brown anomaly	381.1	HP_0031622
Ventricular fibrillation	Ventricular fibrillation	416.31	HP_0001663
Abnormal findings on diagnostic imaging of lung	Solid pulmonary nodule	495	HP_0033609
Congenital anomalies of hair	Uncombable hair	792	HP_0030056
Congenital anomalies of limbs	Anomaly of lower limb diaphyses	785	HP_0012699
Benign neoplasm of the thyroid	Thyroid carcinoma	149.1	HP_0002890
Myeloproliferative disorder	Myeloproliferative disorder	124	HP_0005547
Benign neoplasm of the liver*	Benign neoplasm of the central nervous system	136.61	HP_0100835
Toxic neuropathy	Motor polyneuropathy	337.3	HP_0007178
Herpesvirus	Severe Epstein Barr virus infection	052	HP_0031693
Pain in foot and toes*	Foot pain	809.34	HP_0025238
Congenital deformity of knee	Congenital knee dislocation	785.3	HP_0005191
Sleep apnea	Central sleep apnea	333.1	HP_0010536
Inflammatory myopathy	Inflammatory myopathy	700.4	HP_0009071
Viral infections	Enanthema	089.2	HP_0030249
Pure hypercholesterolemia	Hyperlipoproteinemia	239.11	HP_0010980
Acquired deformities of the hip	Coxa vara	710.2	HP_0002812
Benign neoplasm of the prostate	Prostate neoplasm	146.2	HP_0100787
Achalasia of cardia	Abnormality of the gastrointestinal tract	510.1	HP_0011024
Endocarditis	Endocarditis	410.2	HP_0100584
Congenital talipes calcaneovalgus	Talipes calcaneovalgus	784.13	HP_0001884
Hypertensive heart disease	Right ventricular failure	401.2	HP_0001708
Dislocation of elbow	Bilateral elbow dislocations	T830.3	HP_0005021
Bacterial infections	Peripheral neuropathy	089.1	HP_0009830
Disorders of amino-acid transport and metabolism	Glutaric aciduria	240	HP_0003150
Other congenital malformations of urinary system	Rectourethral fistula	775	HP_0025407
Primary biliary cirrhosis*	Decreased liver function	544.1	HP_0001410
Hemorrhage of the eye	Retinal hemorrhage	377	HP_0000573
Congenital malformations of intestine	Ectopic anus	765	HP_0004397
Benign neoplasm of the skin	Nevus	138	HP_0003764
Abnormality of the lymph nodes	Chylothorax	177	HP_0010310
Pulmonary fibrosis	Interstitial pneumonitis	481.4	HP_0006515
Intestinal malabsorption	Malabsorption	525	HP_0002024
Delayed separation of umbilical cord	Delayed umbilical cord separation	872.4	HP_0032434
Homocystinuria*	Homocystinuria	240.41	HP_0002156
Infections	Disseminated histoplasmosis	089	HP_0032257
Noninflammatory disorders of the orbit	Bilateral microphthalmos	365	HP_0007633
Congenital insufficiency of aortic valve	Aortic regurgitation	779.32	HP_0001659
Other malignant immunoproliferative diseases	Leukemia	125.5	HP_0001909
Diarrhea	Chronic diarrhea	529.1	HP_0002028
Jaw pain	Jaw pain	734.9	HP_0040264
Transitory ileus of newborn	Functional intestinal obstruction	865.12	HP_0005249
Lack of coordination	Infantile muscular hypotonia	325.3	HP_0008947
Nephrogenic diabetes insipidus	Abnormality of the genitourinary system	588.12	HP_0000119
Mental disorder, not otherwise specified	Dementia	299	HP_0000726
Supraventricular tachycardia	Paroxysmal supraventricular tachycardia	416.11	HP_0004763
Lymphoma	Mastocytosis	122	HP_0100495
Acute lymphadenitis	Cellulitis	177.13	HP_0100658
Abnormalities of breathing	Hypoventilation	488	HP_0002791
Stroke and transient cerebral ischemic attacks	Cerebral infarct	431	HP_0025722
Noninflammatory disorders of cervix	Cervical insufficiency	619.3	HP_0030009
Malignant neoplasm of the head and neck	Malignant neoplasm of the central nervous system	100	HP_0100836
Substance related disorders	Abnormal peripheral nervous system morphology	280	HP_0000759
Lipoprotein deficiencies	Hypolipoproteinemia	244.1	HP_0010981
Rheumatic heart failure	Congestive heart failure	424.7	HP_0001635
Disorders of the pituitary gland and its hypothalamic control	Inappropriate antidiuretic hormone secretion	209	HP_0031218
Tics	Tics	324.6	HP_0100033
Epilepsy, recurrent seizures, convulsions	Pseudoseizure	330	HP_0033053
Disorders of iron metabolism	Abnormality of blood and blood-forming tissues	247.7	HP_0001871
Thoracogenic scoliosis	Thoracic scoliosis	714.32	HP_0002943
Acquired deformities of limbs	Wrist drop	710	HP_0031189
Noninflammatory disorders of the cornea	Polymorphous posterior corneal dystrophy	369	HP_0007915
Other congenital malformations of musculoskeletal system	Fetal akinesia sequence	789	HP_0001989
Abnormal intraocular pressure	Abnormally large globe	375	HP_0001090
Benign neoplasm of colon, rectum, anus and anal canal	Intestinal polyp	136.4	HP_0005266
Gestational diabetes mellitus*	Diabetes mellitus	909.1	HP_0000819
Hallux rigidus	Abnormal joint morphology	709.22	HP_0001367
