phecode1.2_label	hpo_label	phecode1.2_code	hpo_code
Nephrotic syndrome without mention of glomerulonephritis	Diffuse lupus nephritis	580.2	HP_0033727
Hammer toe (acquired)	Broad 3rd toe	735.21	HP_0100041
Premature menopause and other ovarian failure	Premature ovarian insufficiency	627.5	HP_0008209
Other chronic ischemic heart disease, unspecified	CNS foam cells	411.8	HP_0003640
Polyneuropathy due to drugs	Sensory ataxic neuropathy	316.1	HP_0003434
Viremia, NOS	Persistent viremia	079.9	HP_0032248
Amblyopia	Heterotropia	368.1	HP_0032012
Meniere's disease	Severe sensorineural hearing impairment	386.1	HP_0008625
Carcinoid syndrome	Carotid paraganglioma	259.2	HP_0100635
Abnormal electrocardiogram [ECG] [EKG]	T-wave inversion	426.7	HP_0010872
Other and unspecified coagulation defects	Abnormality of the coagulation cascade	286.7	HP_0003256
Other symptoms involving abdomen and pelvis	Abdominal rigidity	579	HP_0032545
Contracture of palmar fascia [Dupuytren's disease]	Contractures of the metatarsophalangeal joint of the hallux	728.71	HP_0010215
Labyrinthitis	Severe sensorineural hearing impairment	386.3	HP_0008625
Tics and stuttering	Expressive aphasia	313.2	HP_0002427
Dental caries	Carious teeth	521.1	HP_0000670
Osteoarthrosis, localized, primary	Osteoarthritis of the first carpometacarpal joint	740.11	HP_0006226
Symptoms and disorders of the joints	Gait ataxia	741	HP_0002066
Other disorders of pancreatic internal secretion	Reactive hypoglycemia	251	HP_0012051
Hereditary hemolytic anemias	Reduced hemoglobin A	282	HP_0011905
Myocarditis	Interstitial cardiac fibrosis	420.1	HP_0031329
Nervous system congenital anomalies	Intracranial epidermoid cyst	752	HP_0012096
Postinflammatory pulmonary fibrosis	Nodular pattern on pulmonary HRCT	502	HP_0025392
Abnormal involuntary movements	Kinetic tremor	350.1	HP_0030186
Mittelschmerz	Exercise-induced myalgia	626.21	HP_0003738
Chronic glomerulonephritis, NOS	Focal lupus nephritis	580.14	HP_0033731
Congenital hypothyroidism	Medullary thyroid carcinoma	244.5	HP_0002865
Other specified cardiac dysrhythmias	Cardiac arrest	427.3	HP_0001695
Alcoholic liver damage	Decreased liver function	317.11	HP_0001410
Contracture of palmar fascia [Dupuytren's disease]	Arthrogryposis multiplex congenita	728.71	HP_0002804
Abnormal results of function study of thyroid	Positive perchlorate discharge test	246.7	HP_0025482
Other disorders of stomach and duodenum	Ileus	537	HP_0002595
Diseases of white blood cells	Monoclonal immunoglobulin M proteinemia	288	HP_0005508
Epilepsy, recurrent seizures, convulsions	Febrile seizure (within the age range of 3 months to 6 years)	345	HP_0002373
Muscular dystrophies and other myopathies	Polyneuritis	359	HP_0031003
Idiopathic fibrosing alveolitis	Crazy paving pattern	504.1	HP_0025391
Urinary tract infection	Sterile pyuria	591	HP_0100586
Cardiac shunt/ heart septal defect	Congenitally corrected transposition of the great arteries	747.11	HP_0011540
Neural tube defects	Normal pressure hydrocephalus	752.1	HP_0002343
Muscular dystrophies	Periodic hyperkalemic paralysis	359.1	HP_0007215
Thyroiditis	Hypothalamic hypothyroidism	245	HP_0008237
Generalized convulsive epilepsy	Focal impaired awareness tonic seizure	345.11	HP_0032724
Abnormal findings on study of brain and/or nervous system	Alpha-EEG	346	HP_0011178
Erythematosquamous dermatosis	Erythroderma	690	HP_0001019
Disorders involving the immune mechanism	Chronic absent circulating total IgG	279	HP_0033025
Abnormality of secretion of glucagon or gastrin	Pancreatoblastoma	251.8	HP_0100757
Disorders of fluid, electrolyte, and acid-base balance	Abnormal blood zinc concentration	276	HP_0008277
First degree AV block	Third degree atrioventricular block	426.21	HP_0001709
Thyroid cyst	Impaired sensitivity to thyroid hormone	246.2	HP_0002930
Peripheral vascular disease	obsolete Peripheral artery occlusive disease	443	HP_0005315
Rheumatoid arthritis and other inflammatory polyarthropathies	Temporomandibular arthritis	714	HP_0040312
Hammer toe (acquired)	Polyarticular arthritis	735.21	HP_0005764
Deficiency of humoral immunity	Chronic decreased circulating IgG3	279.11	HP_0041072
Gingival and periodontal diseases	Gingival fibromatosis	523	HP_0000169
Myeloid leukemia, chronic	Transient myeloproliferative syndrome	204.22	HP_0005534
Develomental delays and disorders	Language impairment	315	HP_0002463
Chronic lymphocytic thyroiditis	Hurthle cell thyroid adenoma	245.21	HP_0006781
Malignant neoplasm of other urinary organs	Renal hamartoma	189.4	HP_0008696
Lymphoid leukemia	Hematological neoplasm	204.1	HP_0004377
Other disorders of thyroid	Abnormal T3/T4 ratio	246	HP_0012558
Uveitis, noninfectious or NOS	Posterior uveitis	371.1	HP_0012123
Diabetes mellitus	Maternal diabetes	250	HP_0009800
Diseases of spleen	Cold-induced hemolysis	289.5	HP_0031484
Other non-epithelial cancer of skin	Trichodiscoma	172.2	HP_0032228
Lymphoid leukemia, chronic	Anaplastic large-cell lymphoma	204.12	HP_0012193
Congenital anomaly of fingers/toes	Complete duplication of the middle phalanx of the 2nd finger	755.3	HP_0009952
Short stature	Postnatal growth retardation	264.1	HP_0008897
Benign neoplasm of other female genital organs	Hemangioblastoma	221	HP_0010797
Benign mammary dysplasias	Neoplasm	610	HP_0002664
Deficiency of humoral immunity	Chronic partially decreased circulating IgG1	279.11	HP_0041070
Muscle weakness	Neck muscle weakness	772.3	HP_0000467
Swelling, mass, or lump in head and neck [Space-occupying lesion, intracranial NOS]	Neck muscle hypoplasia	293.1	HP_0008984
Other non-epithelial cancer of skin	Insulinoma	172.2	HP_0012197
Other disorders of the kidney and ureters	Grade IV vesicoureteral reflux	586	HP_0033741
Malignant neoplasm of rectum, rectosigmoid junction, and anus	Subependymal giant-cell astrocytoma	153.3	HP_0009718
Diseases of pancreas	Pancreatic fistula	577	HP_0100844
Amblyopia	Partially accomodative esotropia	368.1	HP_0031765
Hemorrhagic disorder due to intrinsic circulating anticoagulants	Abnormality of blood and blood-forming tissues	286.5	HP_0001871
Chronic thyroiditis	Increased circulating free T4 level	245.2	HP_0033077
Disorders of muscle, ligament, and fascia	Polyarticular arthropathy	728	HP_0005195
Other forms of chronic heart disease	Renal interstitial foam cells	414	HP_0032582
Epiphora	Reflex tearing	375.2	HP_0031733
Postinflammatory pulmonary fibrosis	Lipoid pneumonia	502	HP_0033364
Bronchiectasis	Chronic pulmonary obstruction	496.3	HP_0006510
Bacterial enteritis	Clostridium difficile colitis	008.5	HP_0032168
Endometriosis	Abnormality of the genitourinary system	615	HP_0000119
Epilepsy	Focal impaired awareness emotional seizure with anger	345.1	HP_0032748
Eosinophilia	Lymphoid leukemia	288.3	HP_0005526
Abnormal serum enzyme levels	Metrorrhagia	573.9	HP_0100608
Secondary malignant neoplasm of digestive systems	Pheochromocytoma	198.3	HP_0002666
Osteochondropathies	Thoracolumbar kyphoscoliosis	732	HP_0003423
Known or suspected fetal abnormality affecting management of mother	Sinus bradycardia	655	HP_0001688
Secondary malignant neoplasm of liver	Paraganglioma	198.4	HP_0002668
Symptoms involving skin and other integumentary tissue	Lymphedema	782	HP_0001004
Lung disease due to external agents	Necrotizing pulmonary granulomatosis	500	HP_0033550
Bladder neck obstruction	Abnormality of the genitourinary system	596.1	HP_0000119
Cancer of other female genital organs	Vulvar melanoma	184	HP_0030418
Thyroiditis	Increased circulating free T4 level	245	HP_0033077
Extrapyramidal disease and abnormal movement disorders	Substantia nigra hypointensity on susceptibility-weighted imaging	333	HP_0033048
Other venous embolism and thrombosis	Septic pulmonary embolism	452	HP_0033639
Sickle cell anemia	Fava bean-induced hemolytic anemia	282.5	HP_0004814
Dysmenorrhea	Abnormality of the genitourinary system	626.2	HP_0000119
Disorders of carbohydrate transport and metabolism	Diabetic ketoacidosis	271	HP_0001953
Rheumatic fever / chorea	Chorea	041.21	HP_0002072
Non-proliferative glomerulonephritis	Congenital nephrotic syndrome	580.12	HP_0008677
Vascular disorders of skin	Nasal mucosa telangiectasia	694.3	HP_0000434
Cardiac congenital anomalies	Bicuspid pulmonary valve	747.1	HP_0005182
Genitourinary congenital anomalies	Hypospadias	751	HP_0000047
Disease of tricuspid valve	Dysplastic tricuspid valve	394.7	HP_0030732
Hemorrhage NOS	Submacular hemorrhage	459.1	HP_0025582
Sideroblastic anemia	Multiple lineage myelodysplasia	285.3	HP_0012148
Dislocation	Dislocated radial head	830	HP_0003083
Thyroiditis, acute and subacute	Positive perchlorate discharge test	245.1	HP_0025482
Lymphoid leukemia, chronic	Acute leukemia	204.12	HP_0002488
Neurological disorders	Expressive aphasia	292	HP_0002427
Congenital anomalies of urinary system	Cloacal exstrophy	751.2	HP_0010475
Paralytic strabismus	Superior oblique muscle weakness	378.5	HP_0025592
Congenital anomalies of the integument	Aplasia cutis congenita over the scalp vertex	757	HP_0004471
Atopic/contact dermatitis due to other or unspecified	Abnormal joint morphology	939	HP_0001367
Hyperglyceridemia	Post-angioplasty coronary artery restenosis	272.12	HP_0004761
Viral hepatitis B	Chronic active hepatitis	070.2	HP_0200120
Benign mammary dysplasias	Spinal hemangioblastoma	610	HP_0009713
Congenital anomalies of the integument	Absent nail of hallux	757	HP_0012555
Hemorrhage NOS	Preterm intraventricular hemorrhage	459.1	HP_0030747
Other symptoms referable to back	Abnormal spinal meningeal morphology	724.8	HP_0010303
Diseases of white blood cells	Follicular lymphoma	288	HP_0033125
Coronary atherosclerosis	Rectal arteriovenous malformation	411.4	HP_0031346
Hereditary disturbances in tooth structure	Agenesis of permanent mandibular central incisor	520.1	HP_0011048
Atrioventricular [AV] block	Complete heart block with narrow QRS complexes	426.2	HP_0005178
Second degree AV block	First degree atrioventricular block	426.23	HP_0011705
Macular puckering of retina	Posterior vitreous detachment	362.26	HP_0001489
Chorioretinal inflammations, scars, and other disorders of choroid	Retinopathy of prematurity stage 3	363	HP_0500052
Infection/inflammation of internal prosthetic device; implant; and graft	Decreased serum complement C7	081	HP_0033058
Hemorrhage NOS	Retinal hemorrhage	459.1	HP_0000573
Open wound or laceration of eye or eyelid	Secondary Caesarian section	870.1	HP_0030364
Other disorders of arteries and arterioles	Pulmonary arteriovenous malformation	447	HP_0006548
Peripheral retinal degenerations	Retinal hole	362.6	HP_0011530
Peripheral enthesopathies and allied syndromes	Iliac horns	726	HP_0009780
Myoclonus	Polyminimyoclonus	333.2	HP_0031986
Hemoglobinuria	Paroxysmal nocturnal hemoglobinuria	285.8	HP_0004818
Disorders of protein plasma/amino-acid transport and metabolism	Increased circulating IgM level	270	HP_0003496
Autoimmune disease NEC	Decreased serum complement C6	279.2	HP_0033059
Other immunological findings	Monoclonal elevation of circulating IgE	279.7	HP_0032337
Lymphoid leukemia, acute	Myeloid leukemia	204.11	HP_0012324
Anxiety disorders	Psychosis	300	HP_0000709
Extrapyramidal disease and abnormal movement disorders	Limb myoclonus	333	HP_0045084
Other venous embolism and thrombosis	Paradoxical embolism	452	HP_0033520
Bacterial pneumonia	Methicillin-resistant Staphylococcus aureus infection	480.1	HP_0032326
Inguinal hernia	Central diaphragmatic hernia	550.1	HP_0025195
Chronic pericarditis	Constrictive pericarditis	420.22	HP_0002563
Spasm of muscle	Spastic triplegia	772.2	HP_0034183
Cardiac conduction disorders	Reverse typical atrial flutter	426	HP_0031672
Congenital anomalies of urinary system	Abnormality of the kidney	751.2	HP_0000077
Abnormal coagulation profile	Abnormality of prothrombin	286.9	HP_0012200
Contracture of tendon (sheath)	Bethlem sign	727.7	HP_0030233
Abnormal movement	Biceps hyperreflexia	350	HP_0033205
Other tests	Atypical or prolonged hepatitis	1010	HP_0200122
Abnormal movement	Erratic myoclonus	350	HP_0025357
Degeneration of macula and posterior pole of retina	Macular edema	362.2	HP_0040049
Other and unspecified coagulation defects	Abnormality of the intrinsic pathway	286.7	HP_0010989
Swelling, mass, or lump in head and neck [Space-occupying lesion, intracranial NOS]	Abnormality of external jugular vein	293.1	HP_0430024
Trigeminal nerve disorders [CN5]	Polyneuritis	352.1	HP_0031003
Cancer of lip	Cerebellar glioma	145.1	HP_0010795
Other perinatal conditions of fetus or newborn	High intestinal obstruction	656	HP_0005250
Chronic pain	Toe pain	338.2	HP_0030841
Myeloid leukemia	Lymphoproliferative disorder	204.2	HP_0005523
Chronic bronchitis	Chronic pulmonary obstruction	496.2	HP_0006510
Tooth complications likely association with other diseases	Abnormality of the gastrointestinal tract	521.4	HP_0011024
Skin cancer	Trichoepithelioma	172	HP_0025367
Retinal detachments and defects	Peripheral tractional retinal detachment	361	HP_0007643
Pyoderma	Abnormality of the skin	686.5	HP_0000951
Congenital anomalies of limbs	Amelia involving the lower limbs	755	HP_0009818
Chronic pain	Anal pain	338.2	HP_0500005
Other disorders of eye	Vitreomacular traction	379	HP_0031151
Secondary malignant neoplasm	Adrenal pheochromocytoma	198	HP_0006748
Neoplasm of uncertain behavior	Neoplasm of the respiratory system	199	HP_0100606
Hereditary disturbances in tooth structure	Agenesis of permanent mandibular lateral incisor	520.1	HP_0200158
Congenital anomalies of urinary system	Multiple bladder diverticula	751.2	HP_0012619
Lipoprotein disorders	Lipoatrophy	277.51	HP_0100578
Degenerative disease of the spinal cord	Late-onset spinocerebellar degeneration	334	HP_0006904
Paroxysmal ventricular tachycardia	Supraventricular tachycardia with a manifest accessory pathway	427.12	HP_0011694
Neuroendocrine tumors	Atypical pulmonary carcinoid tumor	209	HP_0030446
Other diseases of blood and blood-forming organs	Acute leukemia	289	HP_0002488
Epilepsy, recurrent seizures, convulsions	Focal impaired awareness cognitive seizure with auditory agnosia	345	HP_0032874
Esophageal bleeding (varices/hemorrhage)	Varicose veins	530.2	HP_0002619
Non-proliferative glomerulonephritis	Minimal change glomerulonephritis	580.12	HP_0012579
Cellulitis and abscess of leg, except foot	Pilonidal abscess	681.5	HP_0010771
Muscular dystrophies	Vocal cord paralysis	359.1	HP_0001605
Congenital anomalies of the eye	Choriocapillaris atrophy	753	HP_0030491
Pneumonia	Pneumonia	480	HP_0002090
Nerve root and plexus disorders	Distal peripheral sensory neuropathy	353	HP_0007067
Palpitations	Decreased heart rate variability	427.9	HP_0031861
Disorders of iris and ciliary body	Panuveitis	379.5	HP_0012121
Autism	Reduced collaborative play	313.3	HP_4000082
Protein-calorie malnutrition	Mild intrauterine growth retardation	260	HP_0008883
Hemangioma and lymphangioma, any site	Gastrointestinal arteriovenous malformation	228	HP_0002629
Other specified nonpsychotic and/or transient mental disorders	Fluctuations in consciousness	291	HP_0007159
Cardiac pacemaker/device in situ	Sinoatrial block	426.9	HP_0012723
Hematemesis	Impaired ristocetin cofactor assay activity	578.1	HP_0030129
Pathological, developmental or recurrent dislocation	Shoulder dislocation	742.2	HP_0003834
Hallucinations	Focal aware sensory seizure with gustatory features	292.6	HP_0032889
Chromosomal anomalies and genetic disorders	Arachnodactyly	758	HP_0001166
Abnormal results of function study of thyroid	Decreased circulating free T4 level	246.7	HP_0033078
Diseases of nail, NOS	Nailfold capillary tortuosity	703	HP_0033250
Other perinatal conditions of fetus or newborn	Rectal perforation	656	HP_0031371
Cyst of bone	Aneurysmal bone cyst	733.2	HP_0012063
Cardiac and circulatory congenital anomalies	Levotransposition of the great arteries	747	HP_0031349
Extrapyramidal disease and abnormal movement disorders	Axial dystonia	333	HP_0002530
Other immunological findings	Increased circulating IgE level	279.7	HP_0003212
