phecode1.2_label	hpo_label	phecode1.2_code	hpo_code
Neurological disorders	Auditory hallucinations	292	HP_0008765
Other specified disorders involving the immune mechanism	Complement deficiency	279.8	HP_0004431
Myeloproliferative disease	Polycythemia	200	HP_0001901
Erythematous conditions	Autoimmunity	695	HP_0002960
Other benign neoplasm of connective and other soft tissue	Desmoid tumors	215	HP_0100245
Other disorders of intestine	Intestinal perforation	569	HP_0031368
Congenital coagulation defects	Dysfibrinogenemia	286.1	HP_0011901
Disorders of protein plasma/amino-acid transport and metabolism	Reduced phenylalanine hydroxylase level	270	HP_0005982
Defibrination syndrome	Disseminated intravascular coagulation	286.6	HP_0005521
Known or suspected fetal abnormality affecting management of mother	Decreased fetal movement	655	HP_0001558
Perforation of tympanic membrane	Hearing impairment	384.4	HP_0000365
Nervous system congenital anomalies	Hemimegalencephaly	752	HP_0007206
Leukemia	Juvenile myelomonocytic leukemia	204	HP_0012209
Hemolytic-uremic syndrome	Hemolytic-uremic syndrome	283.21	HP_0005575
Valvular heart disease/ heart chambers	Congenital mitral stenosis	747.12	HP_0011570
Speech and language disorder	Receptive aphasia	315.2	HP_0033848
Other disorders of liver	Decreased liver function	573	HP_0001410
Paraproteinemia	Cryoglobulinemia	270.32	HP_0100778
Other peripheral nerve disorders	Mononeuropathy	351	HP_0009831
Congenital anomalies of skin	Bitemporal forceps marks	691	HP_0011336
Other disorders of pancreatic internal secretion	Hypoglycemia	251	HP_0001943
Bacterial infection NOS	Bacteremia	041	HP_0031864
Congenital anomalies of posterior segment of eye	Iris coloboma	753.2	HP_0000612
Color vision deficiencies	Dyschromatopsia	368.5	HP_0007641
Disorders of muscle, ligament, and fascia	Calcification of muscles	728	HP_0100249
Cancer of bronchus; lung	Non-small cell lung carcinoma	165.1	HP_0030358
Diseases of white blood cells	Leukemia	288	HP_0001909
Congenital anomalies of skin	Congenital ichthyosiform erythroderma	691	HP_0007431
Injury, NOS	Bone fracture	1009	HP_0020110
Acute renal failure	Renal tubular epithelial necrosis	585.1	HP_0008682
Cardiac and circulatory congenital anomalies	Congenitally corrected transposition of the great arteries	747	HP_0011540
Stiffness of joint	Abnormal joint morphology	741.2	HP_0001367
Pain in joint	Shoulder pain	745	HP_0030834
Other symptoms of respiratory system	Productive cough	512	HP_0031245
Cardiac and circulatory congenital anomalies	Scimitar anomaly	747	HP_0011626
Bacterial pneumonia	Methicillin-resistant Staphylococcus aureus infection	480.1	HP_0032326
Other nondiabetic retinopathy	Exudative retinopathy	362.3	HP_0007898
Infertility, female, associated with anovulation	Female infertility	626.15	HP_0008222
Congenital anomalies of urinary system	Cloacal exstrophy	751.2	HP_0010475
Visual field defects	Hemianopia	368.4	HP_0012377
Open wound of genital organs	Open bite	870.8	HP_0010807
Abnormal posture	Decorticate rigidity	781.2	HP_0011444
Other hypertrophic and atrophic conditions of skin	Skeletal myopathy	701	HP_0003756
Hematuria	Abnormality of the genitourinary system	593	HP_0000119
Other endocrine disorders	Growth delay	259	HP_0001510
Cardiac conduction disorders	First degree atrioventricular block	426	HP_0011705
Diseases of esophagus	Varicose veins	530	HP_0002619
Seborrheic dermatitis	Seborrheic keratosis	690.1	HP_0031287
Cerebral ischemia	Cerebral ischemia	433.3	HP_0002637
Acquired foot deformities	Pes planus	735	HP_0001763
Pneumonia	Pneumonia	480	HP_0002090
Rash and other nonspecific skin eruption	Eczematoid dermatitis	687.1	HP_0000976
Migraine	Headache	340	HP_0002315
Myeloid leukemia	Acute promyelocytic leukemia	204.2	HP_0004836
Noninflammatory female genital disorders	Cervical ectropion	619	HP_0030158
Atherosclerosis of the extremities	Atherosclerosis	440.2	HP_0002621
Pericarditis	Pericardial effusion	420.2	HP_0001698
Secondary thrombocytopenia	Heparin-induced thrombocytopenia	287.32	HP_0011874
Pallor and flushing	Livedo reticularis	782.6	HP_0033505
Cancer of eye	Retinoblastoma	190	HP_0009919
Other specified congenital anomalies of nervous system	Hydromyelia	752.2	HP_0100565
Inflammation of the eye	Chorioretinitis	371	HP_0012424
Respiratory abnormalities	Cheyne-Stokes respiration	513	HP_0012196
Retinal detachment with retinal defect	Rhegmatogenous retinal detachment	361.1	HP_0012230
Acquired toe deformities	Metatarsus adductus	735.2	HP_0001840
Anomalies of respiratory system, congenital	Congenital pulmonary airway malformation	748	HP_0010959
Diaphragmatic hernia	Aplasia of the left hemidiaphragm	550.2	HP_0009112
Squamous cell carcinoma	Carcinoma	172.22	HP_0030731
Sebaceous cyst	Epidermoid cyst	706.2	HP_0200040
Anticoagulants causing adverse effects	Thrombocytopenia	964.1	HP_0001873
Cardiac dysrhythmias	Cardiorespiratory arrest	427	HP_0006543
Lesions of stomach and duodenum	Abnormality of the gastrointestinal tract	537.1	HP_0011024
Abnormal movement	Abnormality of eye movement	350	HP_0000496
Visual disturbances	Anisometropia	368	HP_0012803
Hypovolemia	Abnormal blood ion concentration	276.5	HP_0003111
Fracture of vertebral column without mention of spinal cord injury	Bone fracture	805	HP_0020110
Autism	Developmental stagnation	313.3	HP_0007281
Corneal opacity and other disorders of cornea	Corneal erosion	364	HP_0200020
Complications of surgical and medical procedures	Spontaneous cerebrospinal fluid leak	1011	HP_0032934
Other and unspecified disorders of back	Spinal deformities	724	HP_0008443
Migrain with aura	Migraine	340.1	HP_0002076
Substance addiction and disorders	Benzodiazepine addiction	316	HP_0033516
Lymphosarcoma	Follicular lymphoma	202.23	HP_0033125
Pyelonephritis	Abnormal tubulointerstitial morphology	590	HP_0001969
End stage renal disease	Renal insufficiency	585.32	HP_0000083
Congenital anomaly of gallbladder, bile ducts, liver, pancreas	Annular pancreas	750.22	HP_0001734
Malignant neoplasm of gallbladder and extrahepatic bile ducts	Biliary tract neoplasm	159.3	HP_0100574
Atopic/contact dermatitis due to other or unspecified	Atopic dermatitis	939	HP_0001047
Lung disease due to external agents	Bronchiolitis obliterans	500	HP_0011946
Known or suspected fetal abnormality affecting management of mother	Bradycardia	655	HP_0001662
Benign neoplasm of breast	Carcinoma	610.4	HP_0030731
Other conditions of brain	Cerebral edema	348	HP_0002181
Joint effusions	Abnormal joint morphology	741.4	HP_0001367
Cancer, suspected or other	obsolete Neoplasia of the nose	195	HP_0100637
Paroxysmal ventricular tachycardia	Ventricular fibrillation	427.12	HP_0001663
Juvenile rheumatoid arthritis	Abnormal joint morphology	714.2	HP_0001367
Complications of labor and delivery NEC	Placenta increta	669	HP_0025655
Primary hypercoagulable state	Resistance to activated protein C	286.81	HP_0012175
Symptoms involving cardiovascular system	Electrical alternans	429.3	HP_0025078
Abnormality of red blood cells	Abnormal erythrocyte morphology	289.9	HP_0001877
Benign neoplasm of ovary	Ovarian carcinoma	220	HP_0025318
Pervasive developmental disorders	Psychotic episodes	313	HP_0000725
Congenital hip dysplasia and deformity	Hip dislocation	755.61	HP_0002827
Amyloidosis	Arthropathy	270.33	HP_0003040
Altered mental status	Diminished mental health	292.4	HP_0033667
Secondary malignant neoplasm	Neoplasm	198	HP_0002664
Other disorders of intestine	Abnormality of the gastrointestinal tract	569	HP_0011024
Substance addiction and disorders	Hypersomnia	316	HP_0100786
Cervical cancer	Cervix cancer	180.1	HP_0030079
Other and unspecified coagulation defects	Abnormality of coagulation	286.7	HP_0001928
Major depressive disorder	Psychosis	296.22	HP_0000709
Uveitis, noninfectious or NOS	Chorioretinitis	371.1	HP_0012424
Congenital anomalies of face and neck	Congenital muscular torticollis	749	HP_0005988
Disorders of iris and ciliary body	Anterior uveitis	379.5	HP_0012122
Endocrine and metabolic disturbances of fetus and newborn	Hypomagnesemia	656.3	HP_0002917
Circumscribed scleroderma	Sclerodactyly	701.3	HP_0011838
Disorders of optic nerve and visual pathways	Temporal optic disc pallor	377	HP_0012511
Strabismus (not specified as paralytic)	Cyclophoria	378.1	HP_0031777
Lymphoid leukemia, acute	Carcinoma	204.11	HP_0030731
Other symptoms of respiratory system	Dyspnea	512	HP_0002094
Other persistent mental disorders due to conditions classified elsewhere	Personality disorder	290.3	HP_0012075
Cervical cancer and dysplasia	Cervical intraepithelial neoplasia	180	HP_0032242
Stiffness of joint	Muscle stiffness	741.2	HP_0003552
Other retinal disorders	Central retinal vein occlusion	362	HP_0020166
Femoral hernia	Hernia	550.3	HP_0100790
Cardiac shunt/ heart septal defect	Congenitally corrected transposition of the great arteries	747.11	HP_0011540
Other hereditary hemolytic anemias	Congenital hemolytic anemia	282.9	HP_0004804
Neurological disorders	Dyslexia	292	HP_0010522
Congenital deficiency of other clotting factors (including factor VII)	Abnormality of blood and blood-forming tissues	286.12	HP_0001871
Strabismus and other disorders of binocular eye movements	Cyclotropia	378	HP_0031776
Poisoning by hormones and synthetic substitutes	Hypoglycemia	962	HP_0001943
Torus fracture	Bone fracture	823	HP_0020110
Diaphragmatic hernia	Morgagni diaphragmatic hernia	550.2	HP_0025194
Labyrinthitis	Vertigo	386.3	HP_0002321
Nervous system congenital anomalies	Lobar holoprosencephaly	752	HP_0006870
Osteoarthritis; localized	Hip osteoarthritis	740.1	HP_0008843
Inflammatory bowel disease and other gastroenteritis and colitis	Colitis	555	HP_0002583
Cardiac congenital anomalies	Levotransposition of the great arteries	747.1	HP_0031349
Cerebrovascular disease	Dysarthria	433	HP_0001260
Anomalous atrioventricular excitation	Shortened PR interval	426.4	HP_0005165
Postlaminectomy syndrome	Herniation of intervertebral nuclei	722.8	HP_0008441
Cardiac shunt/ heart septal defect	Single ventricle	747.11	HP_0001750
Congenital anomalies of female genital organs	Rectovaginal fistula	751.11	HP_0000143
Gastritis and duodenitis	Giant hypertrophic gastritis	535	HP_0005246
Disorders of amino-acid metabolism	Hydroxyprolinemia	270.2	HP_0003260
Hemorrhoids	Venous thrombosis	455	HP_0004936
Congenital anomalies of skin	Skin tags	691	HP_0010609
Megaloblastic anemia	Megaloblastic anemia	281.1	HP_0001889
Encephalitis	Infectious encephalitis	323	HP_0002383
Nephritis; nephrosis; renal sclerosis	Membranoproliferative glomerulonephritis	580	HP_0000793
Extrapyramidal disease and abnormal movement disorders	Supranuclear ophthalmoplegia	333	HP_0000623
Lack of normal physiological development	Growth delay	264	HP_0001510
Symptoms involving skin and other integumentary tissue	Anasarca	782	HP_0012050
Other benign neoplasm of connective and other soft tissue	Lipoma	215	HP_0012032
Infections specific to the perinatal period	Neonatal sepsis	657	HP_0040187
Atopic/contact dermatitis due to other or unspecified	Eczematoid dermatitis	939	HP_0000976
Hemorrhage of fetus or newborn	Twin-to-twin transfusion	656.4	HP_0031110
Cardiac congenital anomalies	Patent foramen ovale	747.1	HP_0001655
Transitory tachypnea or apnea of newborn	Apnea	656.26	HP_0002104
Inflammatory bowel disease and other gastroenteritis and colitis	Ileitis	555	HP_0032564
Acid-base balance disorder	Metabolic alkalosis	276.4	HP_0200114
Qualitative platelet defects	Abnormality of thrombocytes	287.4	HP_0001872
Fever of unknown origin	Hyperpyrexia	783	HP_0033031
Polymyositis	Autoimmunity	709.4	HP_0002960
Disorders of external ear	Exostosis of the external auditory canal	380	HP_0004459
Delirium dementia and amnestic and other cognitive disorders	Behavioral abnormality	290	HP_0000708
Anterior horn cell disease	Proximal spinal muscular atrophy	334.2	HP_0006959
Bursitis disorders	Abnormal joint morphology	727.2	HP_0001367
Visual disturbances	Deuteranomaly	368	HP_0011520
Other congenital musculoskeletal anomalies	Popliteal pterygium	756	HP_0009756
Menopausal and postmenopausal disorders	Premature ovarian insufficiency	627	HP_0008209
Psoriatic arthropathy	Psoriasiform dermatitis	696.42	HP_0003765
Dermatochalasis	Dermatochalasis	374.6	HP_0010750
First degree AV block	Heart block	426.21	HP_0012722
Hereditary disturbances in tooth structure	Oligodontia	520.1	HP_0000677
Genitourinary congenital anomalies	Monorchism	751	HP_0030868
Paralytic strabismus	Heterotropia	378.5	HP_0032012
Cardiac dysrhythmias	Sinus bradycardia	427	HP_0001688
Cardiac and circulatory congenital anomalies	Supravalvular aortic stenosis	747	HP_0004381
Fracture of unspecified part of femur	Femur fracture	800.2	HP_0031846
Late effects of cerebrovascular disease	Aphasia	433.8	HP_0002381
Congenital anomaly of fingers/toes	Osseous finger syndactyly	755.3	HP_0010492
Other disorders of eyelids	Lower eyelid edema	374	HP_0012568
Renal failure	Chronic kidney disease	585	HP_0012622
Spasm of muscle	Muscle spasm	772.2	HP_0003394
Muscular dystrophies	Myotonia	359.1	HP_0002486
Disorders of carbohydrate transport and metabolism	Lactose intolerance	271	HP_0004789
Other retinal disorders	Epiretinal membrane	362	HP_0100014
Disorders of the pituitary gland and its hypothalamic control	Macroprolactinoma	253	HP_0012342
Disorders of other cranial nerves	Facial paralysis	352	HP_0007209
Fracture of vertebral column without mention of spinal cord injury	Fractured fused sacrum	805	HP_0041172
Disorders of menstruation and other abnormal bleeding from female genital tract	Dysmenorrhea	626	HP_0100607
Cardiac and circulatory congenital anomalies	Sinus venosus atrial septal defect	747	HP_0011567
Squamous cell carcinoma	Squamous cell carcinoma	172.22	HP_0002860
Pathological, developmental or recurrent dislocation	Spinal deformities	742.2	HP_0008443
Congenital anomalies of face and neck	Dermatochalasis	749	HP_0010750
Spinocerebellar disease	Spinocerebellar atrophy	334.1	HP_0007263
Urinary calculus	Abnormality of the genitourinary system	594	HP_0000119
Myoclonus	Blepharospasm	333.2	HP_0000643
Other perinatal conditions of fetus or newborn	Atelectasis	656	HP_0100750
Antineoplastic and immunosuppressive drugs causing adverse effects	Palmoplantar erythema	963.1	HP_0025493
Nervous system congenital anomalies	Macrocephaly	752	HP_0000256
Congenital anomalies of limbs	Congenital pseudoarthrosis of the clavicle	755	HP_0006585
Endocrine and metabolic disturbances of fetus and newborn	Hypoparathyroidism	656.3	HP_0000829
Second degree AV block	Mobitz I atrioventricular block	426.23	HP_0011707
Elevated prostate specific antigen [PSA]	Elevated prostate-specific antigen level	796	HP_0025020
Iodine hypothyroidism	Hypothyroidism	244.3	HP_0000821
Disorder of skin and subcutaneous tissue NOS	Calcinosis cutis	689	HP_0025520
Secondary malignant neoplasm	Vaginal neoplasm	198	HP_0100650
Aortic aneurysm	Aortic arch aneurysm	442.1	HP_0005113
Other symptoms	Abdominal colic	1005	HP_0011848
Sideroblastic anemia	Abnormality of blood and blood-forming tissues	285.3	HP_0001871
Diseases of white blood cells	Carcinoma	288	HP_0030731
Cancer within the respiratory system	Neoplasm of the lung	165	HP_0100526
Benign neoplasm of other endocrine glands and related structures	Pituitary adenoma	227	HP_0002893
Chronic Kidney Disease, Stage IV	Renal insufficiency	585.34	HP_0000083
Intracranial hemorrhage	Subdural hemorrhage	430	HP_0100309
Bursitis disorders	Arthropathy	727.2	HP_0003040
Chronic liver disease and cirrhosis	Hepatic steatosis	571	HP_0001397
Glaucoma	Angle closure glaucoma	365	HP_0012109
Diseases of pancreas	Acute pancreatitis	577	HP_0001735
Sinoatrial node dysfunction (Bradycardia)	Sick sinus syndrome	427.8	HP_0011704
Helminthiases	Central nervous system cyst	134	HP_0030724
Simple and unspecified goiter	Multinodular goiter	240	HP_0005987
Aortic aneurysm	Vascular dilatation	442.1	HP_0002617
Paralytic strabismus	Oculomotor nerve palsy	378.5	HP_0012246
Other hypertensive complications	Hypertensive crisis	401.3	HP_0100735
Curvature of spine	Kyphosis	737	HP_0002808
Trigeminal nerve disorders [CN5]	Polyneuropathy	352.1	HP_0001271
Abnormal findings on study of brain and/or nervous system	Rotary nystagmus	346	HP_0001583
Nephritis and nephropathy without mention of glomerulonephritis	Stage 5 chronic kidney disease	580.3	HP_0003774
Diverticulum of esophagus, acquired	Esophageal diverticulum	530.6	HP_0100628
Benign neoplasm of eye	Benign neoplasm of the central nervous system	224	HP_0100835
Exophthalmos	Ophthalmoparesis	242.3	HP_0000597
Intracranial hemorrhage (injury)	Fractured skull	818	HP_0041082
