phecodeX_label	hpo_label	phecodeX_code	hpo_code
Recurrent dislocation of joint	Upper extremity joint dislocation	712.61	HP_0030310
Diseases of hair and hair follicles	Brittle hair	684	HP_0002299
Retinal disorders in diseases classified elsewhere	Hypertensive retinopathy	374.4	HP_0001095
Malignant neoplasm of the endocrine glands	Parathyroid adenoma	110	HP_0002897
Heberden's or Bouchard's nodes*	Osteoarthritis	708.9	HP_0002758
Autonomic neuropathy	Demyelinating peripheral neuropathy	343.1	HP_0007108
Chronic thyroiditis	Central hypothyroidism	200.44	HP_0011787
Congenital hypohthyroidism	Thyroid macrofollicular adenoma	200.11	HP_0011775
Intestinal malabsorption	Abnormality of the gastrointestinal tract	525	HP_0011024
Benign sarcoma-related cancers	Hyperpigmented nevi and streak	139	HP_0005606
Subacute thyroiditis	Impaired sensitivity to thyroid stimulating hormone	200.43	HP_0011789
Acute kidney failure	Renal papillary necrosis	582	HP_0032632
Gastric diverticulum	Abnormality of the gastrointestinal tract	523.3	HP_0011024
Polyneuropathies	Abnormal peripheral nervous system morphology	337	HP_0000759
Benign neoplasm of the oral cavity	Salivary gland oncocytoma	135.1	HP_0031523
Stroke and transient cerebral ischemic attacks	Grade II preterm intraventricular hemorrhage	431	HP_0030749
Abnormalities of heart beat	Reverse typical atrial flutter	417	HP_0031672
Histocytoces	Acute monocytic leukemia	120.3	HP_0004845
Disorders of thyrocalcitonin secretion	Abnormal radioactive iodine uptake test result	200.5	HP_0031221
Disorders of the retina	Peripheral cystoid retinal degeneration	374	HP_0007667
Abnormal involuntary movements	Chvostek sign	325.1	HP_0031990
Systemic sclerosis	Proximal scleroderma	700.3	HP_0550003
Parkinson's disease (Primary)	Substantia nigra gliosis	324.11	HP_0011960
Acute lymphadenitis	Abnormality of the skin	177.13	HP_0000951
Polydactyly	Postaxial foot polydactyly	785.11	HP_0001830
Contracture of joint	Contracture of the metacarpophalangeal joint of the 5th finger	719.92	HP_0009186
Abnormal results of cardiovascular function studies	Left axis deviation	418	HP_0033568
Carcinoid tumor of the bronchus and lung	Insulinoma	114.42	HP_0012197
Borderline personality disorder	Personality disorder	296.4	HP_0012075
Optic neuropathy	Optic nerve hypoplasia	380.1	HP_0000609
Cyst of kidney	Renal cortical microcysts	586.2	HP_0004734
Congenital reduction deformities of brain	Polymicrogyria	750.13	HP_0002126
Paralytic strabismus [Neurogenic strabismus]	Cyclotropia	381.1	HP_0031776
Benign neoplasm of the hypopharynx	Choroid plexus papilloma	135.4	HP_0200022
Nerve root lesions	Distal peripheral sensory neuropathy	335.2	HP_0007067
Benign neoplasm of the genitourinary system	Optic nerve sheath meningioma	146	HP_0500089
Cancer (solid tumor, excluding BCC)	Hamartomatous stomach polyps	130	HP_0004795
Congenital pigmentary anomalies of skin	Labial hemangioma	790.4	HP_0410269
Cerebral palsy and other paralytic syndromes	Unilateral vocal cord paralysis	341	HP_0008757
Congenital malformations of heart valves	Bicuspid aortic valve with right-left cusp fusion	779	HP_0031119
Specific developmental disorders	Absent speech	891	HP_0001344
Disorders of thyrocalcitonin secretion	Increased radioactive iodine uptake	200.5	HP_0031220
Mood [affective] disorders	Psychotic mentation	286	HP_0001345
Hemangioma	Naevus flammeus of the eyelid	139.61	HP_0010733
Cardiac arrhythmia and conduction disorders	Abnormal heart rate variability	416	HP_0031860
Hemorrhagic stroke	Grade III preterm intraventricular hemorrhage	431.12	HP_0030750
Cafe au lait spots*	Mongolian blue spot	674.21	HP_0011369
Double inlet ventricle	Complete atrioventricular canal defect	780.3	HP_0001674
Multinodular goiter	Increased radioactive iodine uptake	200.23	HP_0031220
Other congenital malformations of circulatory system	Left superior vena cava draining to coronary sinus	781	HP_0011670
Congenital anomalies of eye	Coronary cataract	753	HP_0025559
Disorders of thyrocalcitonin secretion	Thyroid hypoplasia	200.5	HP_0005990
Primary hypercoagulable state [Primary thrombophilia]	Hypercoagulability	168.21	HP_0100724
Benign neuroendocrine tumors	Carcinoma	114.2	HP_0030731
Double inlet ventricle	Transitional atrioventricular canal defect	780.3	HP_0011578
Nephritis and nephropathy, not specified as acute or chronic	Mesangial proliferative lupus nephritis	580.4	HP_0033728
Hearing impairment	Congenital sensorineural hearing impairment	396	HP_0008527
Other psoriasis	Palmoplantar pustulosis	665.3	HP_0100847
Extrapyramidal and movement disorders	Degeneration of the striatum	324	HP_0040140
Melanocytic nevi*	Intracranial meningioma	138.2	HP_0100009
Symptoms related to joints	Arthritis	713	HP_0001369
Neurofibromatosis	Carcinoma	158	HP_0030731
Mixed hyperlipidemia	Eruptive xanthomas	239.3	HP_0001013
Other congenital anomalies of nervous system	Neural tube defect	752	HP_0045005
Cyst of bone	Multiple bony cystic lesions	727.5	HP_0012065
Constriction of visual field	Peripheral visual field loss	386.43	HP_0007994
Vascular dementia	Psychomotor deterioration	328.7	HP_0002361
Hypercholesterolemia	Hyperlipidemia	239.1	HP_0003077
Benign neoplasm of brain	Intracranial meningioma	148.3	HP_0100009
Sensorineural hearing loss	Mild conductive hearing impairment	396.2	HP_0008598
Qualitative platelet defects	Abnormal platelet granules	169.2	HP_0011883
Malignant neoplasm of conjunctiva	Carcinoma	109.13	HP_0030731
Malignant neoplasm of the digestive organs	Neoplasm of the stomach	101	HP_0006753
Abnormality of urination	Methylmalonic aciduria	594	HP_0012120
Other disorders of the kidney and ureters	Polycystic kidney dysplasia	586	HP_0000113
Abnormalities of the hair	Trichorrhexis nodosa	684.8	HP_0009886
Effect of trauma	Wilson sign	T883	HP_0032102
Osteoporosis and low bone density	Transphyseal fracture of the distal humerus	726	HP_0033262
Symptoms and signs related to movement disorders	Abnormality of movement	325	HP_0100022
Disorders of mineral metabolism and mineral deficiencies	Nonspherocytic hemolytic anemia	247	HP_0001930
Chronic myloid leukemia	Acute megakaryocytic leukemia	121.22	HP_0006733
Epilepsy, recurrent seizures, convulsions	Focal impaired awareness cognitive seizure with dysgraphia/agraphia	330	HP_0032803
Spina bifida	Nasofrontal encephalocele	751.1	HP_0011818
Facial nerve disorders and weakness	Weakness of orbicularis oculi muscle	334.2	HP_0012507
Hemoptysis	Hemoptysis	487.3	HP_0002105
Megakaryoblast	Juvenile myelomonocytic leukemia	120.14	HP_0012209
Disorders of muscle	Respiratory insufficiency due to muscle weakness	719	HP_0002747
Coxa valga	Bilateral coxa valga	710.21	HP_0010665
Myxedema*	Decreased T3/T4 ratio	200.16	HP_0012560
Exostosis	Iliac horns	724.5	HP_0009780
Congenital malformations of brain	Focal cortical dysplasia type III	750	HP_0032054
Atrophy of thyroid*	Thyroglossal cyst	200.6	HP_0010518
Developmental disorders of bone	Morbus Scheuermann	725	HP_0010891
Known or suspected fetal abnormality affecting management of mother	Mediastinal teratoma	932	HP_0030741
Heart block	Third degree atrioventricular block	416.4	HP_0001709
Malignant neoplasm of the head and neck	Laryngeal carcinoma	100	HP_0012118
Retinal disorders in diseases classified elsewhere	Retinopathy of prematurity prethreshold	374.4	HP_0500065
Hepatitis C	Subacute progressive viral hepatitis	054.3	HP_0006572
Abnormalities of heart beat	Antidromic atrioventricular reentrant tachycardia	417	HP_0031674
Cholangitis	Lymphoid cholangitis	552.1	HP_0030989
Keratitis	Autoimmunity	367.2	HP_0002960
Carpal tunnel syndrome	Chronic sensorineural polyneuropathy	336.1	HP_0001301
Autoimmune disease	Spontaneous hemolytic crises	181	HP_0005525
Disorders of tooth develoment	Supernumerary tooth	500	HP_0011069
Disorder of ligament	Hypermobility of interphalangeal joints	712.5	HP_0005620
Other respiratory disorders	Cellular non-specific interstitial pneumonia	486	HP_0033586
Cyst of bone	Aneurysmal bone cyst	727.5	HP_0012063
Congenital malformation of the skin	Abnormal plantar dermatoglyphics	790	HP_0010506
Coronary atherosclerosis [Atherosclerotic heart disease]	Fatty streak	404.2	HP_0031011
Partial epilepsy	Focal aware motor seizure with dysarthria/anarthria	330.12	HP_0032733
Glomerular diseases	Recurrent pyelonephritis	580	HP_0012787
Other and ill-defined conditions originating in the perinatal period	Spastic hemiparesis	872	HP_0011099
Venous thromboembolism	Thromboembolism	440.1	HP_0001907
Abnormal coagulation profile	Prolonged partial thromboplastin time	168.4	HP_0003645
Short stature due to endocrine disorder	Neonatal short-trunk short stature	217.4	HP_0008857
Erythema multiforme	Palmoplantar erythema	667.1	HP_0025493
Other CNS infection	Recurrent bacterial meningitis	322	HP_0007274
Atrophy of thyroid*	Thyroiditis	200.6	HP_0100646
Disorders of lens (excluding cataracts)	Triangular nuclear cataract	372	HP_0010699
Congenital malformations of gallbladder, bile ducts and liver	Polycystic liver disease	766	HP_0006557
Macrocephaly*	Relative macrocephaly	758.4	HP_0004482
Cancer (solid tumor, excluding BCC)	Malignant mesothelioma	130	HP_0100001
Sequela of infection	Otitis media with effusion	095	HP_0031353
Other disorders involving the immune mechanism	Decreased serum complement C3	180	HP_0005421
Glycogen storage disease	Premature coronary artery atherosclerosis	241.3	HP_0005181
Sequela of infection	Activating thyroid-stimulating hormone receptor defect	095	HP_0011790
Abnormal echoencephalogram	EEG with parietal focal spikes	349.11	HP_0012017
Congenital malformations of great arteries	Interrupted aortic arch type B	778	HP_0011613
Short stature due to endocrine disorder	Disproportionate short-trunk short stature	217.4	HP_0003521
Abnormal reflex	Absent Achilles reflex	350.3	HP_0003438
Multiple myeloma and malignant plasma cell neoplasms	Chronic lymphatic leukemia	123	HP_0005550
Congenital deformities of skull, face, and jaw	Abnormality of the nose	758	HP_0000366
Parkinson's disease (Primary)	Small basal ganglia	324.11	HP_0012697
Primary osteoarthritis	Polyarticular arthritis	708.1	HP_0005764
Benign neoplasm of the of bronchus and lung	Pericallosal lipoma	137.1	HP_0006931
Arthrogryposis multiplex congenita*	Arthrogryposis multiplex congenita	789.4	HP_0002804
Malignant neoplasm of the skin	Multiple trichilemmomata	103	HP_0012846
Acquired deformities of limbs	Wind-swept deformity of the knees	710	HP_0100531
Dermatitis [eczema]	Severe photosensitivity	668	HP_0007537
Abnormal findings on diagnostic test of central nervous system	EEG abnormality	349.1	HP_0002353
Cancer (solid tumor, excluding BCC)	Carotid paraganglioma	130	HP_0100635
Delusional disorders	Psychotic mentation	287.4	HP_0001345
Other follicular disorders	Acne	682	HP_0001061
Other malignant immunoproliferative diseases	Hematological neoplasm	125.5	HP_0004377
Volume depletion	Hypocalcemic seizures	256.7	HP_0002199
Benign neoplasm of the floor of mouth	Tubulonodular pericallosal lipoma	135.14	HP_0034014
Sleep disorders	Cataplexy	333	HP_0002524
Melanocytic nevi*	Atypical nevus	138.2	HP_0001062
Abnormal results of cardiovascular function studies	Extreme axis deviation	418	HP_0033569
Convulsions	Photosensitive myoclonic-tonic-clonic seizure	330.3	HP_0032855
Quadriplegia	Progressive spastic paraplegia	342.2	HP_0007020
Disorders of thyrocalcitonin secretion	Medullary thyroid carcinoma	200.5	HP_0002865
Primary disorders of muscles	Distal peripheral sensory neuropathy	339	HP_0007067
Benign neoplasm of the kidney	Midline central nervous system lipomas	146.4	HP_0006866
Symptoms and signs involving cognitive functions and awareness	Psychosis	329	HP_0000709
Neuroendocrine tumors	Neoplasm of the thyroid gland	114	HP_0100031
Qualitative platelet defects	Spontaneous platelet aggregation	169.2	HP_0030403
Congenital malformations of cardiac septa	Gerbode ventricular septal defect	780.4	HP_0011621
Systemic atrophies primarily affecting the central nervous system	Interosseus muscle atrophy	323	HP_0007181
Cortical, lamellar, or zonular nonsenile cataract	Microphakia	371.4	HP_0012376
Visual field defects	Pericentral scotoma	386.4	HP_0007761
Contracture of joint	Contracture of the distal interphalangeal joint of the 3rd toe	719.92	HP_0100353
Lipoma of other skin subcutaneous tissue	Intracranial meningioma	139.53	HP_0100009
Mucopolysaccharidosis	Mucopolysacchariduria	243	HP_0008155
Hereditary corneal dystrophies	Corneal dystrophy	369.5	HP_0001131
Family history of respiratory disease	Family history of heart disease	989	HP_0032318
Congenital malformations of brain	Inferior cerebellar vermis hypoplasia	750	HP_0007068
Testicular limpoma	Cerebral hamartoma	139.54	HP_0009731
Malignant neoplasm of the liver and intrahepatic bile ducts	Mediastinal teratoma	101.6	HP_0030741
Disorders of the retina	Retinopathy of prematurity stage 1	374	HP_0500050
Other respiratory disorders	Smooth septal thickening on pulmonary HRCT	486	HP_0025172
Acquired deformities of limbs	Abnormal foot morphology	710	HP_0001760
Cytology and pathology findings	Azotemia	835	HP_0002157
Benign neoplasm of the floor of mouth	Multiple meningiomata	135.14	HP_0033714
Other arthropathies	Premature osteoarthritis	707	HP_0003088
Infections of genitourinary tract in pregnancy	Recurrent pyelonephritis	916.1	HP_0012787
Other diseases of spinal cord	Abnormality of the dorsal column of the spinal cord	348	HP_0011397
Short stature	Severe short stature	890.3	HP_0003510
Latex allergy	Latex allergy	840.4	HP_0500094
Spinal instabilities*	Spinal instability	712.63	HP_0005881
Cerebral degeneration	Frontal lobe dementia	328.3	HP_0000727
Sequelae of cancer	Neoplasm of the adrenal medulla	132	HP_0100642
Postprocedural hypothyroidism	Thyroid macrofollicular adenoma	200.13	HP_0011775
Congenital anomalies of limbs	Symphalangism of the 4th finger	785	HP_0004197
Polyneuropathy in diseases classified elsewhere	Type II diabetes mellitus	337.8	HP_0005978
Hypermobility syndrome	Autoimmunity	712.51	HP_0002960
Idiopathic progressive neuropathy	Acute episodes of neuropathic symptoms	337.12	HP_0003489
Malignant sarcoma-related cancers	Desmoid tumors	104	HP_0100245
Severe combined immunodeficiency due to adenosine deaminase deficiency*	Partial complement factor H deficiency	179.31	HP_0008290
Congenital ureterocele	Ureterocele	774.2	HP_0000070
Dislocation of shoulder	Lower extremity joint dislocation	T830.2	HP_0030311
Lymphangioma	Hemangioblastoma	139.62	HP_0010797
Adverse effect of other drug	Diabetic ketoacidosis	973	HP_0001953
Congenital anomalies of limbs	Genu varum	785	HP_0002970
Pain in arm*	Toe pain	809.31	HP_0030841
Acute leukemia	B Acute Lymphoblastic Leukemia	121.1	HP_0004812
Carcinoid tumors	Extraadrenal pheochromocytoma	114.4	HP_0006737
Nonspecific findings on examination of blood	Hypoxemia	829	HP_0012418
Polydactyly	Mesoaxial foot polydactyly	785.11	HP_0010112
Paralytic strabismus [Neurogenic strabismus]	Alternating hypophoria	381.1	HP_0500079
Selective deficiency of immunoglobulin G [IgG] subclasses*	Chronic decreased circulating IgG3	179.6	HP_0041072
Benign neoplasm of the liver*	Ovarian dermoid cyst	136.61	HP_0025274
Atrophy of thyroid*	Abnormal circulating free T4 level	200.6	HP_0033076
Marfan syndrome	Arachnodactyly	730.4	HP_0001166
Disorders of iris and ciliary body	Panuveitis	370	HP_0012121
Pain	Neuritis	809	HP_0031002
Macroglobulinemia [Waldenstrom macroglobulinemia]	Acute monocytic leukemia	180.33	HP_0004845
Ectopic thyroid nodule	Congenital goiter	200.24	HP_0008251
Drug-induced/iatrogenic thyroiditis	Increased circulating T4 level	200.45	HP_0031506
Benign neoplasm of the thyroid	Non-medullary thyroid carcinoma	149.1	HP_0040198
Extrapyramidal and movement disorders	Olivopontocerebellar atrophy	324	HP_0002542
Cortical, lamellar, or zonular nonsenile cataract	Punctate cataract	371.4	HP_0007648
Congenital pneumonia	Acute aspiration pneumonia	856.8	HP_0011952
Heavy chain disease*	Ph-positive acute lymphoblastic leukemia	180.34	HP_0004848
Abnormality of urination	Increased urine succinate level	594	HP_0033092
Abnormalities of heart beat	Sick sinus syndrome	417	HP_0011704
Venous insufficiency	Esophageal varix	444	HP_0002040
Venous insufficiency (chronic) (peripheral)	Stasis dermatitis	444.5	HP_0033564
Thalassemia	Cold-induced hemolysis	165.2	HP_0031484
Hemangioma	Nevus flammeus	139.61	HP_0001052
Coagulation defects, purpura and other hemorrhagic conditions	Decreased level of tissue plasminogen activator	168	HP_0040230
