narrower,phecodeX_label,hpo_label,phecodeX_code,hpo_code
,Disorders and findings from impaired renal function,Secondary hyperparathyroidism,588,HP_0000867
,"Coagulation defects, purpura and other hemorrhagic conditions",Abnormality of the intrinsic pathway,168,HP_0010989
,Disorders of muscle,Intercostal muscle weakness,719,HP_0004878
,Paraproteinemias,Non-Hodgkin lymphoma,180.3,HP_0012539
,"Cancer (solid tumor, excluding BCC)",Pituitary corticotropic cell adenoma,130,HP_0008291
,Pneumonia due to Hemophilus influenzae,Acute aspiration pneumonia,468.24,HP_0011952
,Disorders of refraction and accommodation,Mild hypermetropia,387,HP_0031728
,Vascular dementia,Progressive psychomotor deterioration,328.7,HP_0007272
,Symptoms related to joints,Polyarticular arthropathy,713,HP_0005195
,Endocarditis,Bacterial endocarditis,410.2,HP_0006689
,Malignant neoplasm of the gums,Olfactory esthesioneuroblastoma,100.13,HP_0030068
,Diffuse diseases of connective tissue,Proximal scleroderma,700,HP_0550003
,Nursemaid's elbow,Elbow dislocation,T832,HP_0003042
,Sequela of infection,Abnormal thyroid morphology,095,HP_0011772
,Nodular sclerosis Hodgkin lymphoma,T-cell lymphoma/leukemia,122.11,HP_0005517
,Contracture of joint,Flexion contracture,719.92,HP_0001371
,"Cancer (solid tumor, excluding BCC)",Salivary gland oncocytoma,130,HP_0031523
,Adverse effect of other drug,Thyroiditis,973,HP_0100646
,Paroxysmal tachycardia,Bradycardia,416.1,HP_0001662
,Trigeminal nerve disorders [CN5],Fourth cranial nerve palsy,334.1,HP_0007011
,Genital prolapse,Central diaphragmatic hernia,618,HP_0025195
,Subcapsular cataract,Polar cataract,371.2,HP_0010696
,Retinal vein occlusions,Branch retinal vein occlusion,374.38,HP_0020165
,Convulsions,Focal undressing automatism seizure,330.3,HP_0032907
,Duodenal ulcer,Abnormality of the gastrointestinal tract,513.3,HP_0011024
,Congenital hypotonia*,Facial hypotonia,872.12,HP_0000297
,Abnormal electroencephalogram [EEG],Alpha-EEG,349.12,HP_0011178
,Retinal vasculitis,Retinal arteritis,374.34,HP_0008030
,Convulsions,Focal aware pedal automatism seizure,330.3,HP_0032913
,Diseases of the pancreas,Abnormal pancreas morphology,554,HP_0012090
,Histocytoces,Lymphoproliferative disorder,120.3,HP_0005523
,Hypothyroidism due to drugs or iatrogenic causes,Compensated hypothyroidism,200.12,HP_0008223
,Myopathies,Sensory neuropathy,340,HP_0000763
,Extrapyramidal and movement disorders,Athetoid cerebral palsy,324,HP_0011445
,Qualitative platelet defects,Decreased platelet alpha-2A-adrenergic receptor,169.2,HP_0031125
,Benign neoplasm of the oral cavity,Palate neoplasm,135.1,HP_0031366
,Abnormal findings on diagnostic test of central nervous system,EEG with periodic lateralized epileptiform discharges,349.1,HP_0010853
,Other disorders of bladder,Anoperineal fistula,596,HP_0005218
,Megakaryoblast,Cutaneous T-cell lymphoma,120.14,HP_0012192
,Effusion of joint,Polyarticular arthropathy,713.2,HP_0005195
,Cerebral palsy,Spasticity,341.1,HP_0001257
,Congenital malformation of optic disc,Retinal coloboma,753.83,HP_0000480
,"Congenital anomalies of eyelids, lacrimal system, and orbit",Horner syndrome,754,HP_0002277
,Hypermobility syndrome,Hip joint hypermobility,712.51,HP_0045087
,Benign neoplasm of the penis,Optic nerve sheath meningioma,146.1,HP_0500089
,Contractures,Contracture of the distal interphalangeal joint of the 4th toe,719.9,HP_0100354
,Congenital malformations of brain,Lipomyelomeningocele,750,HP_0025480
,Acute myeloid leukemia,Multiple lineage myelodysplasia,121.12,HP_0012148
,Symptoms involving digestive system,Hematochezia,529,HP_0002573
,Aplasia/Hypoplasia of the brain,Spina bifida occulta,750.1,HP_0003298
,Benign neoplasm of the heart,Intracranial meningioma,137.51,HP_0100009
,Acute sinusitis,Recurrent sinusitis,462.1,HP_0011108
,Myasthenia gravis and other myoneural disorders,Spastic triplegia,338,HP_0034183
,Goiter,Hypothyroidism,200.2,HP_0000821
,Abnormal echoencephalogram,EEG abnormality,349.11,HP_0002353
,Allergy to insects,Allergic conjunctivitis,840.2,HP_0007879
,"Coagulation defects, purpura and other hemorrhagic conditions",Flame-shaped retinal hemorrhage,168,HP_0025241
,"Coagulation defects, purpura and other hemorrhagic conditions",Prolonged bleeding following procedure,168,HP_0011890
,Acute kidney failure with tubular necrosis,Stage 1 chronic kidney disease,582.1,HP_0012623
,Benign neoplasm of the heart,Pericallosal lipoma,137.51,HP_0006931
,Diseases of salivary glands,Xerostomia,506,HP_0000217
,Benign neoplasm of retroperitoneum and peritoneum,Midline central nervous system lipomas,139.2,HP_0006866
,Brachial plexus lesions,Acute episodes of neuropathic symptoms,335.11,HP_0003489
,Disorders of muscle,Abnormal joint morphology,719,HP_0001367
,Anaplastic large cell lymphoma,Non-Hodgkin lymphoma,122.25,HP_0012539
,Palmar fascial fibromatosis [Dupuytren],Restricted neck movement due to contractures,722.4,HP_0005997
,Sequelae of cancer,Sensory ataxic neuropathy,132,HP_0003434
,Instability of joint,Patellar subluxation,712.6,HP_0010499
,Systemic atrophies primarily affecting the central nervous system,Progressive spastic paraplegia,323,HP_0007020
,Malignant neoplasm of the prostate,Prostate neoplasm,107.2,HP_0100787
,Hypoesthesia of skin*,Dissociated sensory loss,351.2,HP_0010835
,Malignant neuroendocrine tumors,Intestinal carcinoid,114.1,HP_0006723
,Hemoglobinopathies,Schistocytosis,165,HP_0001981
,Abnormal results of function studies of eye,Abnormal timing of light-adapted flicker electroretinogram,385,HP_0030480
,Sudden or transient visual loss,Sudden loss of visual acuity,386.8,HP_0001117
,Secondary neuroendocrine tumors,Neoplasm,114.3,HP_0002664
,Pigmentary glaucoma,Glaucoma,375.112,HP_0000501
,Skin symptoms,Seborrheic dermatitis,679,HP_0001051
,Cori disease*,Nonocclusive coronary artery atherosclerosis,241.33,HP_0012436
,"Congenital absence, atresia and stenosis of large intestine",Multiple small bowel atresias,765.8,HP_0004797
,Boutonnière deformity,Polyarticular arthritis,709.12,HP_0005764
,Macroglobulinemia [Waldenstrom macroglobulinemia],Acute myeloid leukemia,180.33,HP_0004808
,Paralytic strabismus [Neurogenic strabismus],Cyclic esotropia,381.1,HP_0031763
,Hypo-coagulability,Absence of intermediate von Willibrand factor multimers,168.1,HP_0030135
,Ascites,Loculated ascites,555,HP_0025673
,Congenital malformations of tricuspid valve,Unguarded tricuspid valve,779.2,HP_0030719
,Malignant neoplasm of the oral cavity,Carcinoma,100.1,HP_0030731
,Hypogammaglobulinemia NOS,Partial functional complement factor D deficiency,179.1,HP_0008338
,Cerebral infarction [Ischemic stroke],Lacunar stroke,431.11,HP_0032325
,Abnormality of the lymph nodes,Absent peripheral lymph nodes in presence of infection,177,HP_0033581
,Dislocation of vertebra or sternum,Recurrent patellar dislocation,T830.9,HP_0005001
,Paroxysmal tachycardia,Palpitations,416.1,HP_0001962
,Abnormalities of heart beat,Arrhythmia,417,HP_0011675
,Edema of eyelid,Lower eyelid edema,362.7,HP_0012568
,Pheochromocytoma (including adrenal gland neoplasms),Retinal capillary hemangioma,114.6,HP_0009711
,Chronic hepatitis C,Enteroviral hepatitis,054.31,HP_0001412
,Other disorders of glossopharyngeal [9th] nerve,Polyneuropathy,334.5,HP_0001271
,Iodine-deficiency related thyroid disorders*,Central hypothyroidism,200.7,HP_0011787
,Fracture of tibia and fibula,Bone fracture,T820.4,HP_0020110
,Histocytoces,Gastric lymphoma,120.3,HP_0045038
,Disorders of the retina,Nummular pigmentation of the fundus,374,HP_0030505
,Corynebacterium,Abnormality of the skin,010,HP_0000951
,Primary disorders of muscles,Multiple mononeuropathy,339,HP_0032018
,Ischemic heart disease,Nonocclusive coronary artery atherosclerosis,404,HP_0012436
,Hypothyroidism due to drugs or iatrogenic causes,Abnormal TSH response to thyrotrophin-releasing hormone stimulation test,200.12,HP_0033080
,Congenital malformations of abdominal wall,Gastroschisis,789.2,HP_0001543
,Disorders of pigmentation,Freckles in sun-exposed areas,674,HP_0007603
,Acquired deformities of limbs,Distal femoral bowing,710,HP_0005096
,Monocyte,Acute lymphoblastic leukemia,120.12,HP_0006721
,Color vision deficiencies,Abnormal Ishihara plate test,386.5,HP_0030586
,Encephalocele,Spina bifida occulta at S1,751.3,HP_0004614
,Complications of trauma,Contracture of the distal interphalangeal joint of the 3rd toe,T900,HP_0100353
,Noninflammatory disorders of choroid,Birdshot choroidal lesions,373,HP_0030952
,Iridocyclitis,Decreased serum complement C8,367.52,HP_0004434
,Inclusion body myositis,Multiple mononeuropathy,700.44,HP_0032018
,Pulmonary valve disorders,Abnormal pulmonary valve cusp morphology,413.4,HP_0031566
,Benign neoplasm of the esophagus,Choroid plexus papilloma,136.1,HP_0200022
,Lymphoid,Anaplastic large-cell lymphoma,120.2,HP_0012193
,Abnormality of gait and mobility,Spastic hemiparetic gait,325.2,HP_0031957
,Benign neoplasm of cranial nerve,Hypothalamic hamartoma,148.5,HP_0002444
,Foreign body granuloma,Type 1 and type 2 muscle fiber minicore regions,688.2,HP_0003787
,Critical illness polyneuropathy,Episodic peripheral neuropathy,337.4,HP_0006949
,Malignant neoplasm of stomach,Medulloblastoma,101.2,HP_0002885
,Abnormal digit morphology,Shortening of all middle phalanges of the fingers,785.1,HP_0006110
,Obstructive and reflux uropathy,Tubulointerstitial microganismal infiltration,581.3,HP_0032635
,Graves' disease [Toxic diffuse goiter],Reduced TSH response to thyrotrophin-releasing hormone stimulation test,200.31,HP_0033082
,Traumatic fracture of vertebrae,Compression-fractured cervical vertebra,T818,HP_0041086
,Ischemic heart disease,Polyarticular arthritis,404,HP_0005764
,Effect of trauma,Subcapsular cataract,T883,HP_0000523
,Partial epilepsy,Focal impaired awareness cognitive seizure with left-right confusion,330.12,HP_0032796
,Palmar fascial fibromatosis [Dupuytren],Flexion contracture of the 2nd toe,722.4,HP_0010327
,Specific developmental disorders of speech and language,Severe receptive language delay,891.1,HP_0011352
,"Substance abuse, dependence, and withdrawl",Psychosis,281,HP_0000709
,Biotinidase deficiency*,Partial functional complement factor D deficiency,232.24,HP_0008338
,Myotonic disorders,EMG: myotonic runs,339.2,HP_0003730
,Osteolysis*,Osteolytic defects of the phalanges of the hallux,726.6,HP_0010062
,Sick-euthyroid syndrome,Decreased circulating T4 level,200.8,HP_0031507
,Hemo onc - by cell of origin,Gastric lymphoma,120,HP_0045038
,Guillain-Barre syndrome [Acute infective polyneuritis],Progressive peripheral neuropathy,337.21,HP_0007133
,Adhesions and ankylosis of temporomandibular joint,Temporomandibular joint ankylosis,733.61,HP_0012478
,Hypopituitarism NOS,Hypoplasia of penis,209.22,HP_0008736
,Hypepigmentation,Glabellar hemangioma,674.2,HP_0001076
,Malignant neoplasm of the skin,Fibrofolliculoma,103,HP_0030436
,Abnormal digit morphology,Type C brachydactyly,785.1,HP_0009373
,Other disorders of bladder,Neurogenic bladder,596,HP_0000011
,Anemia,Stage 3 chronic kidney disease,164,HP_0012625
,Anxiety disorders,Psychotic episodes,288,HP_0000725
,Nonspecific abnormal electromyogram [EMG],EMG: chronic denervation signs,349.3,HP_0003444
,Skin symptoms,Livedo reticularis,679,HP_0033505
,Complications of trauma,Congenital foot contraction deformities,T900,HP_0005853
,Meningitis NOS,EBV meningitis,320.3,HP_0033508
,Bacterial infections,Periodic fever,089.1,HP_0032323
,Contracture of muscle*,Adductor longus contractures,719.93,HP_0006366
,Acute pyelonephritis,Xanthogranulomatous pyelonephritis,581.11,HP_0033761
,Myoclonus,Limb myoclonus,324.5,HP_0045084
,Sequelae of cancer,Abnormality of the genitourinary system,132,HP_0000119
,Hypo-coagulability,Localized pulmonary hemorrhage,168.1,HP_0032990
,Inguinal hernia,Aplasia of the left hemidiaphragm,520.11,HP_0009112
,Myopathies,Sensory axonal neuropathy,340,HP_0003390
,Other congenital anomalies of heart,Multiple muscular ventricular septal defects,780,HP_0011625
,Central opacity of cornea,Central corneal dystrophy,369.12,HP_0007881
,Generalized epilepsy,Tonic seizure,330.11,HP_0032792
,Viral infections,Acute aspiration pneumonia,089.2,HP_0011952
,Retention of urine,Urinary retention,594.1,HP_0000016
,Heart failure,Extrahepatic portal hypertension,424,HP_0004941
,Hemarthrosis,Polyarticular arthropathy,713.1,HP_0005195
,"Cancer (solid tumor, excluding BCC)",Scleral schwannoma,130,HP_0100011
,Palmar fascial fibromatosis [Dupuytren],Flexion contracture of the 5th toe,722.4,HP_0010345
,Chronic pain,Low back pain,809.2,HP_0003419
,Abnormal electroencephalogram [EEG],EEG with persistent abnormal rhythmic activity,349.12,HP_0010846
,Hypertensive heart disease with heart failure,Hypertension associated with pheochromocytoma,424.6,HP_0002640
,T-cell lymphoma,Carcinoma,122.24,HP_0030731
,Hypothyroidism,Anaplastic thyroid carcinoma,200.1,HP_0011779
,Neonatal hemorrhages,Melena,857,HP_0002249
,Degeneration of iris and ciliary body,Heterochromia iridis,370.1,HP_0001100
,Malignant neoplasm of the endocrine glands,Medullary thyroid carcinoma,110,HP_0002865
,Polyneuropathy in diseases classified elsewhere,Chronic sensorineural polyneuropathy,337.8,HP_0001301
,Myeloproliferative disorder,Myeloproliferative disorder,124,HP_0005547
,Malignant neoplasm of the skin,Lentigo maligna melanoma,103,HP_0012059
,Benign neoplasm of stomach,Choroid plexus papilloma,136.2,HP_0200022
,Age-related nuclear cataract,Anterior lenticonus,371.31,HP_0011501
,Specific developmental disorders,Delayed ability to roll over,891,HP_0032989
,Symptoms and signs related to movement disorders,Chin myoclonus,325,HP_0012462
,"Nephritis and nephropathy, not specified as acute or chronic",Xanthogranulomatous pyelonephritis,580.4,HP_0033761
,Chronic kidney disease,Abnormality of the genitourinary system,583,HP_0000119
,Contracture of joint,Joint contracture of the 4th finger,719.92,HP_0009274
,Benign neoplasm of the salivary glands,Hemangioblastoma,135.16,HP_0010797
,Other diseases of spinal cord,Dural tail sign,348,HP_0032268
,Other chorea,Hemiballismus,324.9,HP_0100248
,"Epilepsy, recurrent seizures, convulsions",Focal impaired awareness sensory seizure with somatosensory features,330,HP_0032890
,Thyroiditis,Abnormal thyroid morphology,200.4,HP_0011772
,Cyanosis,Differential cyanosis,498.2,HP_0034034
,Mild intellectual disabilities,Diminished mental health,892.61,HP_0033667
,Chronic myeloproliferative disease,Myelodysplasia,124.7,HP_0002863
,"Nevus, non-neoplastic",Hemangioma of the lip,138.1,HP_0031490
,Epilepsy,Focal aware hemiclonic seizure,330.1,HP_0032757
,Blepharochalasis,Blepharochalasis,361.4,HP_0010749
,Short stature,Decreased serum complement C5,890.3,HP_0033060
,Granulomatous disorder of the skin,EMG: myopathic abnormalities,688,HP_0003458
,Selective deficiency of immunoglobulin G [IgG] subclasses*,Partial functional complement factor D deficiency,179.6,HP_0008338
,Disorder of nervous system,Increased jitter at single fiber EMG,349,HP_0030205
,Contracture of joint,Fractured shoulder,719.92,HP_0041217
,Benign neoplasm of the liver*,Carcinoma,136.61,HP_0030731
,Disorders of lipoprotein metabolism and other lipidemias,Hypocholesterolemia,244,HP_0003146
,Chronic respiratory disease arising in the perinatal period,Hypersensitivity pneumonitis,854.7,HP_0006516
,Peripheral vascular disease,Raynaud phenomenon,448,HP_0030880
,Acquired deformities of fingers and toes,Hallux rigidus,709,HP_0025004
,Sarcoidosis,Decreased serum complement C7,688.1,HP_0033058
,Glomerular diseases,Steroid-sensitive nephrotic syndrome with frequent relapses,580,HP_0025649
,Arterial tortuosity syndrome*,Retinal arterial tortuosity,781.6,HP_0000631
,Aortic valve disorders,Bicuspid aortic valve,413.2,HP_0001647
,Corneal ulcer,Herpetiform corneal ulceration,367.21,HP_0007812
,Abnormal coagulation profile,Abnormality of circulating fibrinogen,168.4,HP_0011898
,Polyneuropathies,Maturity-onset diabetes of the young,337,HP_0004904
,Rosacea,Chapped lip,662,HP_0040181
,Anaplastic large cell lymphoma,Gastric lymphoma,122.25,HP_0045038
,Sick-euthyroid syndrome,Thyroid defect in oxidation and organification of iodide,200.8,HP_0008263
,"Cancer (solid tumor, excluding BCC)",Bladder neoplasm,130,HP_0009725
,Intussusception,Intussusception,532.3,HP_0002576
,Ischemic cardiomyopathy*,Left ventricular noncompaction cardiomyopathy,414.5,HP_0011664
,Specific developmental disorders,Lethal short-trunk short stature,891,HP_0011404
,Blister,Acral blistering,T881,HP_0031045
,"Congenital anomalies of eyelids, lacrimal system, and orbit",Mechanical entropion,754,HP_0031738
,Sarcoidosis,Decreased serum complement C4,688.1,HP_0045042
,"Vaginal enterocele, congenital or acquired",Ventral hernia,618.6,HP_0002933
,Polyneuropathy in diseases classified elsewhere,Maturity-onset diabetes of the young,337.8,HP_0004904
,Partial epilepsy,Focal aware emotional seizure with crying,330.12,HP_0032743
,Iron deficiency anemia,Hypochromia,160.1,HP_0032231
,Rupture of muscle (nontraumatic),Necrotizing myopathy,719.4,HP_0008978
,Symptoms and signs related to movement disorders,Ocular flutter,325,HP_0031931
,Treponema,Palmar hyperkeratosis,019,HP_0010765
