ICD10_code	ICD10_label	ICD10_simpleLabel	hpo_code	hpo_label	SORTA_score	phecode1.2_codeList	phecodeX_codeList
C82.97	Follicular lymphoma, unspecified, spleen	follicular lymphomaspleen	HP_0033125	Follicular lymphoma	82.61	['202', '202.2', '202.21']	['120', '120.2', '120.21', '122', '122.2', '122.21']
C83	Non-follicular lymphoma	non-follicular lymphoma	HP_0033125	Follicular lymphoma	90.91		['120', '120.2', '120.21', '122', '122.2']
C83.7	Burkitt lymphoma	burkitt lymphoma	HP_0030080	Burkitt lymphoma	100.0	['202', '202.2']	['120', '120.2', '120.21', '122', '122.2', '122.23']
C83.70	Burkitt lymphoma, unspecified site	burkitt lymphomasite	HP_0030080	Burkitt lymphoma	86.49	['202', '202.2']	['120', '120.2', '120.21', '122', '122.2', '122.23']
C83.77	Burkitt lymphoma, spleen	burkitt lymphoma spleen	HP_0030080	Burkitt lymphoma	82.93	['202', '202.2']	['120', '120.2', '120.21', '122', '122.2', '122.23']
C83.8	Other non-follicular lymphoma	other non-follicular lymphoma	HP_0033125	Follicular lymphoma	90.91	['202', '202.2']	['120', '120.2', '120.21', '122', '122.2']
C83.80	Other non-follicular lymphoma, unspecified site	other non-follicular lymphomasite	HP_0033125	Follicular lymphoma	80.85	['202', '202.2']	['120', '120.2', '120.21', '122', '122.2']
C84.6	Anaplastic large cell lymphoma, ALK-positive	anaplastic large cell lymphoma alk-positive	HP_0012193	Anaplastic large-cell lymphoma	84.85	['202', '202.2', '202.24']	['120', '120.2', '120.22', '122', '122.2', '122.25']
C84.7	Anaplastic large cell lymphoma, ALK-negative	anaplastic large cell lymphoma alk-negative	HP_0012193	Anaplastic large-cell lymphoma	87.5	['202', '202.2', '202.24']	['120', '120.2', '120.22', '122', '122.2', '122.25']
C84.A	Cutaneous T-cell lymphoma, unspecified	cutaneous t-cell lymphoma	HP_0012192	Cutaneous T-cell lymphoma	100.0	['202', '202.2']	['120', '120.2', '120.22', '122', '122.2', '122.24']
C84.A7	Cutaneous T-cell lymphoma, unspecified, spleen	cutaneous t-cell lymphomaspleen	HP_0012192	Cutaneous T-cell lymphoma	84.0	['202', '202.2']	['120', '120.2', '120.22', '122', '122.2', '122.24']
C85.1	Unspecified B-cell lymphoma	b-cell lymphoma	HP_0012191	B-cell lymphoma	100.0	['202', '202.2']	['120', '120.2', '120.21', '122', '122.2']
C85.10	Unspecified B-cell lymphoma, unspecified site	b-cell lymphomasite	HP_0012191	B-cell lymphoma	85.71	['202', '202.2']	['120', '120.2', '120.21', '122', '122.2']
C85.17	Unspecified B-cell lymphoma, spleen	b-cell lymphoma spleen	HP_0012191	B-cell lymphoma	82.05	['202', '202.2']	['120', '120.2', '120.21', '122', '122.2']
C85.9	Non-Hodgkin lymphoma, unspecified	non-hodgkin lymphoma	HP_0012539	Non-Hodgkin lymphoma	100.0	['202', '202.2']	['120', '122', '122.2']
C85.97	Non-Hodgkin lymphoma, unspecified, spleen	non-hodgkin lymphomaspleen	HP_0012539	Non-Hodgkin lymphoma	83.33	['202', '202.2']	['120', '122', '122.2']
C90.0	Multiple myeloma	multiple myeloma	HP_0006775	Multiple myeloma	100.0	['204', '204.4']	['120', '120.1', '123', '123.1']
C90.01	Multiple myeloma in remission	multiple myeloma in remission	HP_0006775	Multiple myeloma	82.05	['204', '204.4']	['120', '120.1', '123', '123.1']
C90.02	Multiple myeloma in relapse	multiple myeloma in relapse	HP_0006775	Multiple myeloma	82.05	['204', '204.4']	['120', '120.1', '123', '123.1']
C91	Lymphoid leukemia	lymphoid leukemia	HP_0005526	Lymphoid leukemia	100.0	['204', '204.1']	['120', '120.2', '121']
C91.0	Acute lymphoblastic leukemia [ALL]	acute lymphoblastic leukemia all	HP_0006721	Acute lymphoblastic leukemia	100.0	['204', '204.1', '204.11']	['120', '120.2', '121', '121.1', '121.11']
C91.01	Acute lymphoblastic leukemia, in remission	acute lymphoblastic leukemia in remission	HP_0006721	Acute lymphoblastic leukemia	88.14	['204', '204.1', '204.11']	['120', '120.2', '121', '121.1', '121.11']
C91.02	Acute lymphoblastic leukemia, in relapse	acute lymphoblastic leukemia in relapse	HP_0006721	Acute lymphoblastic leukemia	88.14	['204', '204.1', '204.11']	['120', '120.2', '121', '121.1', '121.11']
C91.1	Chronic lymphocytic leukemia of B-cell type	chronic lymphocytic leukemia of b-cell type	HP_0005550	Chronic lymphatic leukemia	81.82	['204', '204.1', '204.12']	['120', '120.2', '120.21', '121', '121.2', '121.21']
C91.9	Lymphoid leukemia, unspecified	lymphoid leukemia	HP_0005526	Lymphoid leukemia	100.0	['204', '204.1']	['120', '120.2', '121']
C91.Z	Other lymphoid leukemia	other lymphoid leukemia	HP_0005526	Lymphoid leukemia	100.0	['204', '204.1']	['120', '120.2', '121']
C91.Z1	Other lymphoid leukemia, in remission	other lymphoid leukemia in remission	HP_0005526	Lymphoid leukemia	83.72	['204', '204.1']	['120', '120.2', '121']
C91.Z2	Other lymphoid leukemia, in relapse	other lymphoid leukemia in relapse	HP_0005526	Lymphoid leukemia	83.72	['204', '204.1']	['120', '120.2', '121']
C92	Myeloid leukemia	myeloid leukemia	HP_0012324	Myeloid leukemia	100.0	['204', '204.2']	['120', '120.1', '121']
C92.0	Acute myeloblastic leukemia	acute myeloblastic leukemia	HP_0004808	Acute myeloid leukemia	100.0	['204', '204.2', '204.21']	['120', '120.1', '121', '121.1', '121.12']
C92.01	Acute myeloblastic leukemia, in remission	acute myeloblastic leukemia in remission	HP_0004808	Acute myeloid leukemia	87.72	['204', '204.2', '204.21']	['120', '120.1', '121', '121.1', '121.12']
C92.02	Acute myeloblastic leukemia, in relapse	acute myeloblastic leukemia in relapse	HP_0004808	Acute myeloid leukemia	87.72	['204', '204.2', '204.21']	['120', '120.1', '121', '121.1', '121.12']
C92.4	Acute promyelocytic leukemia	acute promyelocytic leukemia	HP_0004836	Acute promyelocytic leukemia	100.0	['204', '204.2', '204.21']	['120', '120.1', '121', '121.1', '121.12']
C92.41	Acute promyelocytic leukemia, in remission	acute promyelocytic leukemia in remission	HP_0004836	Acute promyelocytic leukemia	88.14	['204', '204.2', '204.21']	['120', '120.1', '121', '121.1', '121.12']
C92.42	Acute promyelocytic leukemia, in relapse	acute promyelocytic leukemia in relapse	HP_0004836	Acute promyelocytic leukemia	88.14	['204', '204.2', '204.21']	['120', '120.1', '121', '121.1', '121.12']
C92.5	Acute myelomonocytic leukemia	acute myelomonocytic leukemia	HP_0004820	Acute myelomonocytic leukemia	100.0	['204', '204.2', '204.21']	['120', '120.1', '120.12', '121', '121.1', '121.12']
C92.51	Acute myelomonocytic leukemia, in remission	acute myelomonocytic leukemia in remission	HP_0004820	Acute myelomonocytic leukemia	88.52	['204', '204.2', '204.21']	['120', '120.1', '120.12', '121', '121.1', '121.12']
C92.52	Acute myelomonocytic leukemia, in relapse	acute myelomonocytic leukemia in relapse	HP_0004820	Acute myelomonocytic leukemia	88.52	['204', '204.2', '204.21']	['120', '120.1', '120.12', '121', '121.1', '121.12']
C92.9	Myeloid leukemia, unspecified	myeloid leukemia	HP_0012324	Myeloid leukemia	100.0	['204', '204.2']	['120', '120.1', '121']
C92.Z	Other myeloid leukemia	other myeloid leukemia	HP_0012324	Myeloid leukemia	100.0	['204', '204.2']	['120', '120.1', '121']
C92.Z1	Other myeloid leukemia, in remission	other myeloid leukemia in remission	HP_0012324	Myeloid leukemia	82.93	['204', '204.2']	['120', '120.1', '121']
C92.Z2	Other myeloid leukemia, in relapse	other myeloid leukemia in relapse	HP_0012324	Myeloid leukemia	82.93	['204', '204.2']	['120', '120.1', '121']
C93	Monocytic leukemia	monocytic leukemia	HP_0004845	Acute monocytic leukemia	87.18	['204', '204.3']	['120', '120.1', '120.12', '121']
C93.0	Acute monoblastic/monocytic leukemia	acute monoblasticmonocytic leukemia	HP_0004845	Acute monocytic leukemia	84.21	['204', '204.3']	['120', '120.1', '120.12', '121', '121.1']
C93.1	Chronic myelomonocytic leukemia	chronic myelomonocytic leukemia	HP_0012325	Chronic myelomonocytic leukemia	100.0	['204', '204.3']	['120', '120.1', '120.12', '121', '121.2', '121.23']
C93.10	Chronic myelomonocytic leukemia not having achieved remission	chronic myelomonocytic leukemia not having achieved remission	HP_0012325	Chronic myelomonocytic leukemia	81.08	['204', '204.3']	['120', '120.1', '120.12', '121', '121.2', '121.23']
C93.11	Chronic myelomonocytic leukemia, in remission	chronic myelomonocytic leukemia in remission	HP_0012325	Chronic myelomonocytic leukemia	89.55	['204', '204.3']	['120', '120.1', '120.12', '121', '121.2', '121.23']
C93.12	Chronic myelomonocytic leukemia, in relapse	chronic myelomonocytic leukemia in relapse	HP_0012325	Chronic myelomonocytic leukemia	89.55	['204', '204.3']	['120', '120.1', '120.12', '121', '121.2', '121.23']
C93.3	Juvenile myelomonocytic leukemia	juvenile myelomonocytic leukemia	HP_0012209	Juvenile myelomonocytic leukemia	100.0	['204', '204.3']	['120', '120.1', '120.12', '121', '121.2', '121.23']
C93.30	Juvenile myelomonocytic leukemia, not having achieved remission	juvenile myelomonocytic leukemia not having achieved remission	HP_0012209	Juvenile myelomonocytic leukemia	81.08	['204', '204.3']	['120', '120.1', '120.12', '121', '121.2', '121.23']
C93.31	Juvenile myelomonocytic leukemia, in remission	juvenile myelomonocytic leukemia in remission	HP_0012209	Juvenile myelomonocytic leukemia	89.55	['204', '204.3']	['120', '120.1', '120.12', '121', '121.2', '121.23']
C93.32	Juvenile myelomonocytic leukemia, in relapse	juvenile myelomonocytic leukemia in relapse	HP_0012209	Juvenile myelomonocytic leukemia	89.55	['204', '204.3']	['120', '120.1', '120.12', '121', '121.2', '121.23']
C93.9	Monocytic leukemia, unspecified	monocytic leukemia	HP_0004845	Acute monocytic leukemia	87.18	['204', '204.3']	['120', '120.1', '120.12', '121']
C93.Z	Other monocytic leukemia	other monocytic leukemia	HP_0004845	Acute monocytic leukemia	87.18	['204', '204.3']	['120', '120.1', '120.12', '121']
C94.2	Acute megakaryoblastic leukemia	acute megakaryoblastic leukemia	HP_0006733	Acute megakaryocytic leukemia	85.71	['204']	['120', '120.1', '120.14', '121', '121.1']
C95.9	Leukemia, unspecified	leukemia	HP_0001909	Leukemia	100.0	['204']	['120', '121']
D00.1	Carcinoma in situ of esophagus	carcinoma in situ of esophagus	HP_0011459	Esophageal carcinoma	80.95	['150']	['101', '101.1', '130']
D02.0	Carcinoma in situ of larynx	carcinoma in situ of larynx	HP_0030076	Lobular carcinoma in situ	80.0	['149', '149.4']	['100', '100.6', '130']
D05	Carcinoma in situ of breast	carcinoma in situ of breast	HP_0003002	Breast carcinoma	87.18	['174', '174.1']	['105', '130']
D05.0	Lobular carcinoma in situ of breast	lobular carcinoma in situ of breast	HP_0030076	Lobular carcinoma in situ	86.79	['174', '174.1']	['105', '130']
D05.00	Lobular carcinoma in situ of unspecified breast	lobular carcinoma in situ ofbreast	HP_0030076	Lobular carcinoma in situ	83.64	['174', '174.1']	['105', '130']
D07.0	Carcinoma in situ of endometrium	carcinoma in situ of endometrium	HP_0012114	Endometrial carcinoma	80.85	['182']	['106', '106.2', '106.21', '130']
D09.0	Carcinoma in situ of bladder	carcinoma in situ of bladder	HP_0002862	Bladder carcinoma	87.8	['189', '189.2']	['108', '108.5', '130']
D09.9	Carcinoma in situ, unspecified	carcinoma in situ	HP_0030075	Ductal carcinoma in situ	81.08	['195']	['112', '130']
D10.0	Benign neoplasm of lip	benign neoplasm of lip	HP_0100835	Benign neoplasm of the central nervous system	82.05	['210']	['135', '135.1', '135.11']
D10.1	Benign neoplasm of tongue	benign neoplasm of tongue	HP_0006778	Benign genitourinary tract neoplasm	80.85	['210']	['135', '135.1', '135.12']
D10.6	Benign neoplasm of nasopharynx	benign neoplasm of nasopharynx	HP_0100630	Neoplasia of the nasopharynx	85.71	['210']	['135', '135.3']
D10.9	Benign neoplasm of pharynx, unspecified	benign neoplasm of pharynx	HP_0100638	Neoplasm of the pharynx	82.93	['210']	['135', '135.5']
D12.0	Benign neoplasm of cecum	benign neoplasm of cecum	HP_0100835	Benign neoplasm of the central nervous system	82.93	['208']	['136', '136.4', '136.41']
D12.6	Benign neoplasm of colon, unspecified	benign neoplasm of colon	HP_0100835	Benign neoplasm of the central nervous system	87.8	['208']	['136', '136.4', '136.41']
D12.8	Benign neoplasm of rectum	benign neoplasm of rectum	HP_0100743	Neoplasm of the rectum	82.05	['208']	['136', '136.4', '136.42']
D13.1	Benign neoplasm of stomach	benign neoplasm of stomach	HP_0006753	Neoplasm of the stomach	82.93	['211']	['136', '136.2']
D13.39	Benign neoplasm of other parts of small intestine	benign neoplasm of other parts of small intestine	HP_0100833	Neoplasm of the small intestine	80.0	['211']	['136', '136.3']
D13.6	Benign neoplasm of pancreas	benign neoplasm of pancreas	HP_0002894	Neoplasm of the pancreas	82.93	['211']	['136', '136.8']
D14.1	Benign neoplasm of larynx	benign neoplasm of larynx	HP_0100605	Neoplasm of the larynx	82.05	['212']	['135', '135.6']
D14.2	Benign neoplasm of trachea	benign neoplasm of trachea	HP_0100551	Neoplasm of the trachea	82.93	['212']	['137', '137.3']
D14.4	Benign neoplasm of respiratory system, unspecified	benign neoplasm of respiratory system	HP_0100606	Neoplasm of the respiratory system	88.89	['212']	['137']
D18.0	Hemangioma	hemangioma	HP_0001028	Hemangioma	100.0	['228']	['139', '139.6', '139.61']
D18.00	Hemangioma unspecified site	hemangiomasite	HP_0001028	Hemangioma	80.0	['228']	['139', '139.6', '139.61']
D18.09	Hemangioma of other sites	hemangioma of other sites	HP_0001028	Hemangioma	81.48	['228']	['139', '139.6', '139.61']
D18.1	Lymphangioma, any site	lymphangioma any site	HP_0100764	Lymphangioma	83.87	['228']	['139', '139.6', '139.62']
D22	Melanocytic nevi	melanocytic nevi	HP_0000995	Melanocytic nevus	100.0	['216']	['138', '138.2']
D22.0	Melanocytic nevi of lip	melanocytic nevi of lip	HP_0000995	Melanocytic nevus	88.24	['216']	['138', '138.2']
D22.5	Melanocytic nevi of trunk	melanocytic nevi of trunk	HP_0000995	Melanocytic nevus	83.33	['216']	['138', '138.2']
D22.9	Melanocytic nevi, unspecified	melanocytic nevi	HP_0000995	Melanocytic nevus	100.0	['216']	['138', '138.2']
D23	Other benign neoplasms of skin	other benign neoplasms of skin	HP_0100835	Benign neoplasm of the central nervous system	85.0	['216']	['138']
D23.9	Other benign neoplasm of skin, unspecified	other benign neoplasm of skin	HP_0100835	Benign neoplasm of the central nervous system	85.0	['216']	['138']
D24	Benign neoplasm of breast	benign neoplasm of breast	HP_0100013	Neoplasm of the breast	82.05	['610', '610.4']	['140']
D25	Leiomyoma of uterus	leiomyoma of uterus	HP_0000131	Uterine leiomyoma	84.85	['218', '218.1']	['144', '144.2', '144.21']
D25.9	Leiomyoma of uterus, unspecified	leiomyoma of uterus	HP_0000131	Uterine leiomyoma	84.85	['218', '218.1']	['144', '144.2', '144.21']
D27	Benign neoplasm of ovary	benign neoplasm of ovary	HP_0100615	Ovarian neoplasm	81.08	['220']	['144', '144.3']
D28.0	Benign neoplasm of vulva	benign neoplasm of vulva	HP_0030416	Vulvar neoplasm	81.08	['221']	['144', '144.1', '144.11']
D29.0	Benign neoplasm of penis	benign neoplasm of penis	HP_0100835	Benign neoplasm of the central nervous system	80.0	['222']	['146', '146.1']
D29.1	Benign neoplasm of prostate	benign neoplasm of prostate	HP_0100787	Prostate neoplasm	82.93	['222']	['146', '146.2']
D29.4	Benign neoplasm of scrotum	benign neoplasm of scrotum	HP_0100849	Neoplasm of the scrotum	82.93	['222']	['146', '146.3', '146.32']
D30.2	Benign neoplasm of ureter	benign neoplasm of ureter	HP_0100835	Benign neoplasm of the central nervous system	80.0	['223']	['146', '146.5', '146.52']
D30.3	Benign neoplasm of bladder	benign neoplasm of bladder	HP_0009725	Bladder neoplasm	82.93	['223']	['146', '146.5']
D30.4	Benign neoplasm of urethra	benign neoplasm of urethra	HP_0100517	Neoplasm of the urethra	82.93	['223']	['146', '146.5', '146.51']
D31.1	Benign neoplasm of cornea	benign neoplasm of cornea	HP_0100835	Benign neoplasm of the central nervous system	80.95	['224', '224.1']	['148', '148.1', '148.14']
D33	Benign neoplasm of brain and other parts of central nervous system	benign neoplasm of brain and other parts of central nervous system	HP_0100835	Benign neoplasm of the central nervous system	87.36		['148', '148.3']
D33.2	Benign neoplasm of brain, unspecified	benign neoplasm of brain	HP_0100835	Benign neoplasm of the central nervous system	82.93	['225', '225.1']	['148', '148.3']
D33.7	Benign neoplasm of other specified parts of central nervous system	benign neoplasm of other specified parts of central nervous system	HP_0100835	Benign neoplasm of the central nervous system	85.39	['225']	['148']
D33.9	Benign neoplasm of central nervous system, unspecified	benign neoplasm of central nervous system	HP_0100835	Benign neoplasm of the central nervous system	100.0	['225']	['148']
D34	Benign neoplasm of thyroid gland	benign neoplasm of thyroid gland	HP_0100031	Neoplasm of the thyroid gland	86.79	['226']	['149', '149.1']
D35.0	Benign neoplasm of adrenal gland	benign neoplasm of adrenal gland	HP_0100631	Neoplasm of the adrenal gland	85.71	['227', '227.1']	['114', '114.6']
D35.1	Benign neoplasm of parathyroid gland	benign neoplasm of parathyroid gland	HP_0100733	Neoplasm of the parathyroid gland	88.52	['227', '227.2']	['149', '149.3']
D35.2	Benign neoplasm of pituitary gland	benign neoplasm of pituitary gland	HP_0040277	Neoplasm of the pituitary gland	87.72	['227', '227.3']	['149', '149.4']
D3A	Benign neuroendocrine tumors	benign neuroendocrine tumors	HP_0030447	Merkel cell skin cancer	80.77	['208', '209']	['114', '114.2']
D3A.0	Benign carcinoid tumors	benign carcinoid tumors	HP_0100570	Carcinoid tumor	82.05		['114', '114.2', '114.4']
D3A.8	Other benign neuroendocrine tumors	other benign neuroendocrine tumors	HP_0030447	Merkel cell skin cancer	80.77	['199', '209']	['114', '114.2']
D45	Polycythemia vera	polycythemia vera	HP_0001901	Polycythemia	83.87	['200', '200.1']	['120', '120.1', '120.13', '124', '124.3', '175']
