CUI	ICD9_code	ICD9_label	hpo_code	hpo_label	phecode1.2_codeList	phecodeX_codeList	ICD9_simpleLabel	phecodeXupdated_codeList
C0027651	198.2	Secondary malignant neoplasm of skin	HP_0002664	Neoplasm	['198', '198.7']	['116', '116.7']	secondary malignant neoplasm of skin	['CA_116']
C0027651	182.1	Malignant neoplasm of isthmus	HP_0002664	Neoplasm	['182']	['106', '106.2', '106.21', '130']	malignant neoplasm of isthmus	['CA_106.21', 'CA_130']
C0027651	198.3	Secondary malignant neoplasm of brain and spinal cord	HP_0002664	Neoplasm	['198', '198.5']	['116', '116.5']	secondary malignant neoplasm of brain and spinal cord	['CA_116']
C0027651	198.4	Secondary malignant neoplasm of other parts of nervous system	HP_0002664	Neoplasm	['198', '198.5']	['116', '116.5']	secondary malignant neoplasm of other parts of nervous system	['CA_116']
C0027651	198.5	Secondary malignant neoplasm of bone and bone marrow	HP_0002664	Neoplasm	['198', '198.6']	['116', '116.6']	secondary malignant neoplasm of bone and bone marrow	['CA_116']
C0027651	198.6	Secondary malignant neoplasm of ovary	HP_0002664	Neoplasm	['198']	['116']	secondary malignant neoplasm of ovary	['CA_116']
C0027651	198.7	Secondary malignant neoplasm of adrenal gland	HP_0002664	Neoplasm	['198']	['116']	secondary malignant neoplasm of adrenal gland	['CA_116']
C0027651	182.0	Malignant neoplasm of corpus uteri, except isthmus	HP_0002664	Neoplasm	['182']	['106', '106.2', '106.21', '130']	malignant neoplasm of corpus uteri except isthmus	['CA_106.21', 'CA_130']
C0027651	181	Malignant neoplasm of placenta	HP_0002664	Neoplasm	['184', '184.1']	['106', '106.6', '130']	malignant neoplasm of placenta	['CA_106.6', 'CA_130']
C0027651	184	Malignant neoplasm of other and unspecified female genital organs	HP_0002664	Neoplasm	['184', '184.1']	['106', '130']	malignant neoplasm of other andfemale genital organs	['CA_106', 'CA_130']
C0027651	184.2	Malignant neoplasm of labia minora	HP_0002664	Neoplasm	['184', '184.2']	['106', '106.1', '106.11', '130']	malignant neoplasm of labia minora	['CA_106.11', 'CA_130']
C0027651	194.0	Malignant neoplasm of adrenal gland	HP_0002664	Neoplasm	['194']	['114', '114.6', '130']	malignant neoplasm of adrenal gland	['CA_114.6', 'CA_130']
C0027651	188.8	Malignant neoplasm of other specified sites of bladder	HP_0002664	Neoplasm	['189', '189.2', '189.21']	['108', '108.5', '130']	malignant neoplasm of other specified sites of bladder	['CA_108.5', 'CA_130']
C0027651	188.9	Malignant neoplasm of bladder, part unspecified	HP_0002664	Neoplasm	['189', '189.2', '189.21']	['108', '108.5', '130']	malignant neoplasm of bladder part	['CA_108.5', 'CA_130']
C0027651	189	Malignant neoplasm of kidney and other and unspecified urinary organs	HP_0002664	Neoplasm	['189', '189.4']	['108', '130']	malignant neoplasm of kidney and other andurinary organs	['CA_108', 'CA_130']
C0027651	189.0	Malignant neoplasm of kidney, except pelvis	HP_0002664	Neoplasm	['189', '189.1', '189.11']	['108', '108.4', '108.41', '130']	malignant neoplasm of kidney except pelvis	['CA_108.41', 'CA_130']
C0027651	189.1	Malignant neoplasm of renal pelvis	HP_0002664	Neoplasm	['189', '189.1', '189.12']	['108', '108.4', '108.42', '130']	malignant neoplasm of renal pelvis	['CA_108.42', 'CA_130']
C0027651	189.2	Malignant neoplasm of ureter	HP_0002664	Neoplasm	['189', '189.4']	['108', '108.7', '130']	malignant neoplasm of ureter	['CA_108.7', 'CA_130']
C0027651	210.0	Benign neoplasm of lip	HP_0002664	Neoplasm	['210']	['135', '135.1', '135.11']	benign neoplasm of lip	['CA_135.11']
C0027651	189.3	Malignant neoplasm of urethra	HP_0002664	Neoplasm	['189', '189.4']	['108', '108.6', '130']	malignant neoplasm of urethra	['CA_108.6', 'CA_130']
C0027651	189.4	Malignant neoplasm of paraurethral glands	HP_0002664	Neoplasm	['189', '189.4']	['108', '108.6', '130']	malignant neoplasm of paraurethral glands	['CA_108.6', 'CA_130']
C0027651	186.0	Malignant neoplasm of undescended testis	HP_0002664	Neoplasm	['187', '187.2']	['107', '107.3', '130']	malignant neoplasm of undescended testis	['CA_107.3', 'CA_130']
C0027651	189.8	Malignant neoplasm of other specified sites of urinary organs	HP_0002664	Neoplasm	['189', '189.4']	['108', '130']	malignant neoplasm of other specified sites of urinary organs	['CA_108', 'CA_130']
C0027651	189.9	Malignant neoplasm of urinary organ, site unspecified	HP_0002664	Neoplasm	['189', '189.4']	['108', '130']	malignant neoplasm of urinary organ site	['CA_108', 'CA_130']
C0027651	190	Malignant neoplasm of eye	HP_0002664	Neoplasm	['190']	['109', '109.1', '130']	malignant neoplasm of eye	['CA_109.1', 'CA_130']
C0027651	190.0	Malignant neoplasm of eyeball, except conjunctiva, cornea, retina, and choroid	HP_0002664	Neoplasm	['190']	['109', '109.1', '130']	malignant neoplasm of eyeball except conjunctiva cornea retina and choroid	['CA_109.1', 'CA_130']
C0027651	190.1	Malignant neoplasm of orbit	HP_0002664	Neoplasm	['190']	['109', '109.1', '109.11', '130']	malignant neoplasm of orbit	['CA_109.11', 'CA_130']
C0027651	188.7	Malignant neoplasm of urachus	HP_0002664	Neoplasm	['189', '189.2', '189.21']	['108', '108.5', '130']	malignant neoplasm of urachus	['CA_108.5', 'CA_130']
C0027651	190.2	Malignant neoplasm of lacrimal gland	HP_0002664	Neoplasm	['190']	['109', '109.1', '109.12', '130']	malignant neoplasm of lacrimal gland	['CA_109.12', 'CA_130']
C0027651	176	Kaposi's sarcoma	HP_0002664	Neoplasm	['230']	['104', '104.6']	kaposis sarcoma	['CA_104.6']
C0027651	188.6	Malignant neoplasm of ureteric orifice	HP_0002664	Neoplasm	['189', '189.2', '189.21']	['108', '108.5', '130']	malignant neoplasm of ureteric orifice	['CA_108.5', 'CA_130']
C0027651	188.2	Malignant neoplasm of lateral wall of urinary bladder	HP_0002664	Neoplasm	['189', '189.2', '189.21']	['108', '108.5', '130']	malignant neoplasm of lateral wall of urinary bladder	['CA_108.5', 'CA_130']
C0027651	188.1	Malignant neoplasm of dome of urinary bladder	HP_0002664	Neoplasm	['189', '189.2', '189.21']	['108', '108.5', '130']	malignant neoplasm of dome of urinary bladder	['CA_108.5', 'CA_130']
C0027651	188.0	Malignant neoplasm of trigone of urinary bladder	HP_0002664	Neoplasm	['189', '189.2', '189.21']	['108', '108.5', '130']	malignant neoplasm of trigone of urinary bladder	['CA_108.5', 'CA_130']
C0027651	188	Malignant neoplasm of bladder	HP_0002664	Neoplasm	['189', '189.2', '189.21']	['108', '108.5', '130']	malignant neoplasm of bladder	['CA_108.5', 'CA_130']
C0027651	187.9	Malignant neoplasm of male genital organ, site unspecified	HP_0002664	Neoplasm	['187', '187.1']	['107', '130']	malignant neoplasm of male genital organ site	['CA_107', 'CA_130']
C0027651	187.8	Malignant neoplasm of other specified sites of male genital organs	HP_0002664	Neoplasm	['187', '187.1']	['107', '130']	malignant neoplasm of other specified sites of male genital organs	['CA_107', 'CA_130']
C0027651	187.7	Malignant neoplasm of scrotum	HP_0002664	Neoplasm	['187', '187.1']	['107', '107.3', '107.32', '130']	malignant neoplasm of scrotum	['CA_107.6', 'CA_130']
C0027651	187.6	Malignant neoplasm of spermatic cord	HP_0002664	Neoplasm	['187', '187.1']	['107', '107.3', '107.31', '130']	malignant neoplasm of spermatic cord	['CA_107.5', 'CA_130']
C0027651	187.5	Malignant neoplasm of epididymis	HP_0002664	Neoplasm	['187', '187.1']	['107', '107.3', '107.31', '130']	malignant neoplasm of epididymis	['CA_107.4', 'CA_130']
C0027651	187.4	Malignant neoplasm of penis, part unspecified	HP_0002664	Neoplasm	['187', '187.1']	['107', '107.1', '130']	malignant neoplasm of penis part	['CA_107.1', 'CA_130']
C0027651	187.3	Malignant neoplasm of body of penis	HP_0002664	Neoplasm	['187', '187.1']	['107', '107.1', '130']	malignant neoplasm of body of penis	['CA_107.1', 'CA_130']
C0027651	187.2	Malignant neoplasm of glans penis	HP_0002664	Neoplasm	['187', '187.1']	['107', '107.1', '130']	malignant neoplasm of glans penis	['CA_107.1', 'CA_130']
C0027651	187.1	Malignant neoplasm of prepuce	HP_0002664	Neoplasm	['187', '187.1']	['107', '107.1', '130']	malignant neoplasm of prepuce	['CA_107.1', 'CA_130']
C0027651	187	Malignant neoplasm of penis and other male genital organs	HP_0002664	Neoplasm	['187']	['107', '130']	malignant neoplasm of penis and other male genital organs	['CA_107', 'CA_130']
C0027651	188.5	Malignant neoplasm of bladder neck	HP_0002664	Neoplasm	['189', '189.2', '189.21']	['108', '108.5', '130']	malignant neoplasm of bladder neck	['CA_108.5', 'CA_130']
C0027651	186.9	Malignant neoplasm of other and unspecified testis	HP_0002664	Neoplasm	['187', '187.2']	['107', '107.3', '130']	malignant neoplasm of other andtestis	['CA_107.3', 'CA_130']
C0027651	190.3	Malignant neoplasm of conjunctiva	HP_0002664	Neoplasm	['190']	['109', '109.1', '109.13', '130']	malignant neoplasm of conjunctiva	['CA_109.13', 'CA_130']
C0027651	210.1	Benign neoplasm of tongue	HP_0002664	Neoplasm	['210']	['135', '135.1', '135.12']	benign neoplasm of tongue	['CA_135.12']
C0027651	190.4	Malignant neoplasm of cornea	HP_0002664	Neoplasm	['190']	['109', '109.1', '109.14', '130']	malignant neoplasm of cornea	['CA_109.14', 'CA_130']
C0027651	191.9	Malignant neoplasm of brain, unspecified	HP_0002664	Neoplasm	['191', '191.1', '191.11']	['109', '109.3', '130']	malignant neoplasm of brain	['CA_109.3', 'CA_130']
C0027651	192	Malignant neoplasm of other and unspecified parts of nervous system	HP_0002664	Neoplasm	['191', '191.1']	['109', '130']	malignant neoplasm of other andparts of nervous system	['CA_109', 'CA_130']
C0027651	192.0	Malignant neoplasm of cranial nerves	HP_0002664	Neoplasm	['191', '191.1']	['109', '109.5', '130']	malignant neoplasm of cranial nerves	['CA_109.5', 'CA_130']
C0027651	184.4	Malignant neoplasm of vulva, unspecified site	HP_0002664	Neoplasm	['184', '184.2']	['106', '106.1', '106.11', '130']	malignant neoplasm of vulvasite	['CA_106.11', 'CA_130']
C0027651	192.1	Malignant neoplasm of cerebral meninges	HP_0002664	Neoplasm	['191', '191.1']	['109', '109.2', '130']	malignant neoplasm of cerebral meninges	['CA_109.2', 'CA_130']
C0027651	184.3	Malignant neoplasm of clitoris	HP_0002664	Neoplasm	['184', '184.2']	['106', '106.1', '106.11', '130']	malignant neoplasm of clitoris	['CA_106.11', 'CA_130']
C0027651	192.2	Malignant neoplasm of spinal cord	HP_0002664	Neoplasm	['191', '191.1']	['109', '109.4', '130']	malignant neoplasm of spinal cord	['CA_109.4', 'CA_130']
C0027651	188.4	Malignant neoplasm of posterior wall of urinary bladder	HP_0002664	Neoplasm	['189', '189.2', '189.21']	['108', '108.5', '130']	malignant neoplasm of posterior wall of urinary bladder	['CA_108.5', 'CA_130']
C0027651	192.3	Malignant neoplasm of spinal meninges	HP_0002664	Neoplasm	['191', '191.1']	['109', '109.2', '130']	malignant neoplasm of spinal meninges	['CA_109.2', 'CA_130']
C0027651	192.8	Malignant neoplasm of other specified sites of nervous system	HP_0002664	Neoplasm	['191', '191.1']	['109', '130']	malignant neoplasm of other specified sites of nervous system	['CA_109', 'CA_130']
C0027651	192.9	Malignant neoplasm of nervous system, part unspecified	HP_0002664	Neoplasm	['191', '191.1']	['109', '130']	malignant neoplasm of nervous system part	['CA_109', 'CA_130']
C0027651	184.1	Malignant neoplasm of labia majora	HP_0002664	Neoplasm	['184', '184.2']	['106', '106.1', '106.11', '130']	malignant neoplasm of labia majora	['CA_106.11', 'CA_130']
C0027651	193	Malignant neoplasm of thyroid gland	HP_0002664	Neoplasm	['193']	['110', '110.1', '130']	malignant neoplasm of thyroid gland	['CA_110.1', 'CA_130']
C0027651	184.0	Malignant neoplasm of vagina	HP_0002664	Neoplasm	['184', '184.2']	['106', '106.1', '106.12', '130']	malignant neoplasm of vagina	['CA_106.12', 'CA_130']
C0027651	194	Malignant neoplasm of other endocrine glands and related structures	HP_0002664	Neoplasm	['194']	['110', '130']	malignant neoplasm of other endocrine glands and related structures	['CA_110', 'CA_130']
C0027651	191.8	Malignant neoplasm of other parts of brain	HP_0002664	Neoplasm	['191', '191.1', '191.11']	['109', '109.3', '130']	malignant neoplasm of other parts of brain	['CA_109.3', 'CA_130']
C0027651	191.7	Malignant neoplasm of brain stem	HP_0002664	Neoplasm	['191', '191.1', '191.11']	['109', '109.3', '130']	malignant neoplasm of brain stem	['CA_109.3', 'CA_130']
C0027651	184.8	Malignant neoplasm of other specified sites of female genital organs	HP_0002664	Neoplasm	['184', '184.1']	['106', '130']	malignant neoplasm of other specified sites of female genital organs	['CA_106', 'CA_130']
C0027651	191.6	Malignant neoplasm of cerebellum nos	HP_0002664	Neoplasm	['191', '191.1', '191.11']	['109', '109.3', '130']	malignant neoplasm of cerebellum	['CA_109.3', 'CA_130']
C0027651	190.5	Malignant neoplasm of retina	HP_0002664	Neoplasm	['190']	['109', '109.1', '109.15', '130']	malignant neoplasm of retina	['CA_109.15', 'CA_130']
C0027651	190.6	Malignant neoplasm of choroid	HP_0002664	Neoplasm	['190']	['109', '109.1', '109.16', '130']	malignant neoplasm of choroid	['CA_109.16', 'CA_130']
C0027651	190.7	Malignant neoplasm of lacrimal duct	HP_0002664	Neoplasm	['190']	['109', '109.1', '109.12', '130']	malignant neoplasm of lacrimal duct	['CA_109.12', 'CA_130']
C0027651	190.8	Malignant neoplasm of other specified sites of eye	HP_0002664	Neoplasm	['190']	['109', '109.1', '130']	malignant neoplasm of other specified sites of eye	['CA_109.1', 'CA_130']
C0027651	190.9	Malignant neoplasm of eye, part unspecified	HP_0002664	Neoplasm	['190']	['109', '109.1', '130']	malignant neoplasm of eye part	['CA_109.1', 'CA_130']
C0027651	186	Malignant neoplasm of testis	HP_0002664	Neoplasm	['187', '187.2']	['107', '107.3', '130']	malignant neoplasm of testis	['CA_107.3', 'CA_130']
C0027651	191	Malignant neoplasm of brain	HP_0002664	Neoplasm	['191', '191.1', '191.11']	['109', '109.3', '130']	malignant neoplasm of brain	['CA_109.3', 'CA_130']
C0027651	194.1	Malignant neoplasm of parathyroid gland	HP_0002664	Neoplasm	['194']	['110', '110.3', '130']	malignant neoplasm of parathyroid gland	['CA_110.3', 'CA_130']
C0027651	210.2	Benign neoplasm of major salivary glands	HP_0002664	Neoplasm	['210']	['135', '135.1', '135.16']	benign neoplasm of major salivary glands	['CA_135.16']
C0027651	191.1	Malignant neoplasm of frontal lobe	HP_0002664	Neoplasm	['191', '191.1', '191.11']	['109', '109.3', '130']	malignant neoplasm of frontal lobe	['CA_109.3', 'CA_130']
C0027651	191.2	Malignant neoplasm of temporal lobe	HP_0002664	Neoplasm	['191', '191.1', '191.11']	['109', '109.3', '130']	malignant neoplasm of temporal lobe	['CA_109.3', 'CA_130']
C0027651	185	Malignant neoplasm of prostate	HP_0002664	Neoplasm	['185']	['107', '107.2', '130']	malignant neoplasm of prostate	['CA_107.2', 'CA_130']
C0027651	191.3	Malignant neoplasm of parietal lobe	HP_0002664	Neoplasm	['191', '191.1', '191.11']	['109', '109.3', '130']	malignant neoplasm of parietal lobe	['CA_109.3', 'CA_130']
C0027651	191.4	Malignant neoplasm of occipital lobe	HP_0002664	Neoplasm	['191', '191.1', '191.11']	['109', '109.3', '130']	malignant neoplasm of occipital lobe	['CA_109.3', 'CA_130']
C0027651	184.9	Malignant neoplasm of female genital organ, site unspecified	HP_0002664	Neoplasm	['184', '184.1']	['106', '130']	malignant neoplasm of female genital organ site	['CA_106', 'CA_130']
C0027651	191.5	Malignant neoplasm of ventricles	HP_0002664	Neoplasm	['191', '191.1', '191.11']	['109', '109.3', '130']	malignant neoplasm of ventricles	['CA_109.3', 'CA_130']
C0027651	191.0	Malignant neoplasm of cerebrum, except lobes and ventricles	HP_0002664	Neoplasm	['191', '191.1', '191.11']	['109', '109.3', '130']	malignant neoplasm of cerebrum except lobes and ventricles	['CA_109.3', 'CA_130']
C0027651	175.9	Malignant neoplasm of other and unspecified sites of male breast	HP_0002664	Neoplasm	['174', '174.2']	['105', '105.2', '130']	malignant neoplasm of other andsites of male breast	['CA_105.2', 'CA_130']
C0027651	218	Uterine leiomyoma	HP_0002664	Neoplasm	['218', '218.1']	['144', '144.2', '144.21']	uterine leiomyoma	['CA_144.21']
C0027651	175	Malignant neoplasm of male breast	HP_0002664	Neoplasm	['174', '174.2']	['105', '105.2', '130']	malignant neoplasm of male breast	['CA_105.2', 'CA_130']
C0027651	164.1	Malignant neoplasm of heart	HP_0002664	Neoplasm	['164']	['102', '102.5', '102.51', '130']	malignant neoplasm of heart	['CA_102.51', 'CA_130']
C0027651	164.0	Malignant neoplasm of thymus	HP_0002664	Neoplasm	['164']	['102', '102.5', '102.54', '130']	malignant neoplasm of thymus	['CA_102.54', 'CA_130']
C0027651	164	Malignant neoplasm of thymus, heart, and mediastinum	HP_0002664	Neoplasm	['164']	['102', '102.5', '130']	malignant neoplasm of thymus heart and mediastinum	['CA_102.5', 'CA_130']
C0027651	163.9	Malignant neoplasm of pleura, unspecified	HP_0002664	Neoplasm	['165']	['102', '102.5', '102.53', '130']	malignant neoplasm of pleura	['CA_102.53', 'CA_130']
C0027651	163.8	Malignant neoplasm of other specified sites of pleura	HP_0002664	Neoplasm	['165']	['102', '102.5', '102.53', '130']	malignant neoplasm of other specified sites of pleura	['CA_102.53', 'CA_130']
C0027651	163.1	Malignant neoplasm of visceral pleura	HP_0002664	Neoplasm	['165']	['102', '102.5', '102.53', '130']	malignant neoplasm of visceral pleura	['CA_102.53', 'CA_130']
C0027651	163.0	Malignant neoplasm of parietal pleura	HP_0002664	Neoplasm	['165']	['102', '102.5', '102.53', '130']	malignant neoplasm of parietal pleura	['CA_102.53', 'CA_130']
C0027651	163	Malignant neoplasm of pleura	HP_0002664	Neoplasm	['165']	['102', '102.5', '102.53', '130']	malignant neoplasm of pleura	['CA_102.53', 'CA_130']
C0027651	162.9	Malignant neoplasm of bronchus and lung, unspecified	HP_0002664	Neoplasm	['165', '165.1']	['102', '102.1', '130']	malignant neoplasm of bronchus and lung	['CA_102.1', 'CA_130']
C0027651	162.8	Malignant neoplasm of other parts of bronchus or lung	HP_0002664	Neoplasm	['165', '165.1']	['102', '102.1', '130']	malignant neoplasm of other parts of bronchus or lung	['CA_102.1', 'CA_130']
C0027651	162.5	Malignant neoplasm of lower lobe, bronchus or lung	HP_0002664	Neoplasm	['165', '165.1']	['102', '102.1', '130']	malignant neoplasm of lower lobe bronchus or lung	['CA_102.1', 'CA_130']
C0027651	162.4	Malignant neoplasm of middle lobe, bronchus or lung	HP_0002664	Neoplasm	['165', '165.1']	['102', '102.1', '130']	malignant neoplasm of middle lobe bronchus or lung	['CA_102.1', 'CA_130']
C0027651	162.3	Malignant neoplasm of upper lobe, bronchus or lung	HP_0002664	Neoplasm	['165', '165.1']	['102', '102.1', '130']	malignant neoplasm of upper lobe bronchus or lung	['CA_102.1', 'CA_130']
