phecodeX_code	phecodeX_label	phecodeX_simpleLabel	phecodeX_category	hpo_code	hpo_label	hpo_simpleLabel	hpo_original
780.41	Ventricular septal defect	ventricular septal defect	Cong	HP_0011621	Gerbode ventricular septal defect	gerbode ventricular septal defect	True
780.41	Ventricular septal defect	ventricular septal defect	Cong	HP_0011622	Inlet ventricular septal defect	inlet ventricular septal defect	True
780.41	Ventricular septal defect	ventricular septal defect	Cong	HP_0011622	Type 3 ventricular septal defect	type 3 ventricular septal defect	False
780.41	Ventricular septal defect	ventricular septal defect	Cong	HP_0011623	Muscular ventricular septal defect	muscular ventricular septal defect	True
780.41	Ventricular septal defect	ventricular septal defect	Cong	HP_0011623	Type 4 ventricular septal defect	type 4 ventricular septal defect	False
780.41	Ventricular septal defect	ventricular septal defect	Cong	HP_0011681	Subarterial ventricular septal defect	subarterial ventricular septal defect	True
780.41	Ventricular septal defect	ventricular septal defect	Cong	HP_0011681	Conal ventricular septal defect	conal ventricular septal defect	False
780.41	Ventricular septal defect	ventricular septal defect	Cong	HP_0011681	Type 1 ventricular septal defect	type 1 ventricular septal defect	False
780.41	Ventricular septal defect	ventricular septal defect	Cong	HP_0011682	Membranous ventricular septal defect	membranous ventricular septal defect	False
780.41	Ventricular septal defect	ventricular septal defect	Cong	HP_0011682	Type 2 ventricular septal defect	type 2 ventricular septal defect	False
780.41	Ventricular septal defect	ventricular septal defect	Cong	HP_0011683	Restrictive ventricular septal defect	restrictive ventricular septal defect	True
780.42	Atrial septal defect	atrial septal defect	Cong	HP_0001631	Atrial septal defect	atrial septal defect	True
780.42	Atrial septal defect	atrial septal defect	Cong	HP_0001684	Secundum atrial septal defect	secundum atrial septal defect	True
780.42	Atrial septal defect	atrial septal defect	Cong	HP_0010445	Primum atrial septal defect	primum atrial septal defect	True
780.43	Atrioventricular septal defect	atrioventricular septal defect	Cong	HP_0001674	Complete atrioventricular septal defect	complete atrioventricular septal defect	False
780.43	Atrioventricular septal defect	atrioventricular septal defect	Cong	HP_0006695	Atrioventricular septal defect	atrioventricular septal defect	False
780.43	Atrioventricular septal defect	atrioventricular septal defect	Cong	HP_0011576	Intermediate atrioventricular septal defect	intermediate atrioventricular septal defect	False
780.43	Atrioventricular septal defect	atrioventricular septal defect	Cong	HP_0011579	Unbalanced atrioventricular septal defect	unbalanced atrioventricular septal defect	False
780.44	Tetralogy of Fallot	tetralogy of fallot	Cong	HP_0001636	Tetralogy of Fallot	tetralogy of fallot	True
780.5	Hypoplastic heart	hypoplastic heart	Cong	HP_0001961	Hypoplastic heart	hypoplastic heart	True
780.5	Hypoplastic heart	hypoplastic heart	Cong	HP_0004383	Hypoplastic left heart	hypoplastic left heart	True
780.5	Hypoplastic heart	hypoplastic heart	Cong	HP_0010954	Hypoplastic right heart	hypoplastic right heart	True
780.6	Cor triatriatum	cor triatriatum	Cong	HP_0010774	Cor triatriatum	cor triatriatum	True
780.6	Cor triatriatum	cor triatriatum	Cong	HP_0011566	Cor triatriatum dexter	cor triatriatum dexter	True
530.2	Anorectal abscess	anorectal abscess	GI	HP_0033150	Anorectal abscess	anorectal abscess	True
781.41	Anomalous pulmonary venous return	anomalous pulmonary venous return	Cong	HP_0005160	Total anomalous pulmonary venous return	total anomalous pulmonary venous return	True
781.41	Anomalous pulmonary venous return	anomalous pulmonary venous return	Cong	HP_0010772	Anomalous pulmonary venous return	anomalous pulmonary venous return	True
781.41	Anomalous pulmonary venous return	anomalous pulmonary venous return	Cong	HP_0010773	Partial anomalous pulmonary venous return	partial anomalous pulmonary venous return	True
781.42	Persistent left superior vena cava*	persistent left superior vena cava	Cong	HP_0005301	Persistent left superior vena cava	persistent left superior vena cava	True
788.4	Osteopetrosis	osteopetrosis	Cong	HP_0011002	Osteopetrosis	osteopetrosis	True
788.5	Polyostotic fibrous dysplasia	polyostotic fibrous dysplasia	Cong	HP_0010735	Polyostotic fibrous dysplasia	polyostotic fibrous dysplasia	True
789.22	Gastroschisis	gastroschisis	Cong	HP_0001543	Gastroschisis	gastroschisis	True
789.11	Congenital diaphragmatic hernia*	congenital diaphragmatic hernia	Cong	HP_0000776	Congenital diaphragmatic hernia	congenital diaphragmatic hernia	True
790.1	Congenital ichthyosis	congenital ichthyosis	Cong	HP_0007431	Congenital ichthyosis	congenital ichthyosis	False
790.1	Congenital ichthyosis	congenital ichthyosis	Cong	HP_0007431	Ichthyosis, congenital	ichthyosis congenital	False
790.1	Congenital ichthyosis	congenital ichthyosis	Cong	HP_0007479	Congenital lamellar ichthyosis	congenital lamellar ichthyosis	False
790.2	Congenital ectodermal dysplasia	congenital ectodermal dysplasia	Cong	HP_0011336	Congenital ectodermal dysplasia of the face	congenital ectodermal dysplasia of the face	False
790.3	Epidermolysis bullosa*	epidermolysis bullosa	Cong	HP_0012221	Pretibial epidermolysis bullosa	pretibial epidermolysis bullosa	False
790.5	Sacral dimple*	sacral dimple	Cong	HP_0000960	Sacral dimple	sacral dimple	True
789.4	Arthrogryposis multiplex congenita*	arthrogryposis multiplex congenita	Cong	HP_0002804	Arthrogryposis multiplex congenita	arthrogryposis multiplex congenita	True
529.6	Halitosis*	halitosis	GI	HP_0100812	Halitosis	halitosis	True
853.6	Persistent fetal circulation	persistent fetal circulation	Neonate	HP_0011726	Persistent fetal circulation	persistent fetal circulation	True
853.6	Persistent fetal circulation	persistent fetal circulation	Neonate	HP_0011726	Persistent foetal circulation	persistent fetal circulation	False
856.11	Congenital cytomegalovirus infection	congenital cytomegalovirus infection	Neonate	HP_0033624	History of congenital cytomegalovirus infection	history of congenital cytomegalovirus infection	False
092.8	Bacteremia	bacteremia	ID	HP_0031864	Bacteremia	bacteremia	True
725.21	Coxa magna*	coxa magna	Musc/Skel	HP_0003279	Coxa magna	coxa magna	True
753.71	Blue sclera*	blue sclera	Cong	HP_0000592	Blue sclera	blue sclera	False
177.1	Lymphadenitis	lymphadenitis	Blood	HP_0002840	Lymphadenitis	lymphadenitis	True
240.121	Tyrosinemia*	tyrosinemia	Metab	HP_0003231	Tyrosinemia	tyrosinemia	False
240.13	Albinism*	albinism	Metab	HP_0001022	Albinism	albinism	True
240.131	Ocular albinism*	ocular albinism	Metab	HP_0001107	Ocular albinism	ocular albinism	True
240.131	Ocular albinism*	ocular albinism	Metab	HP_0001107	Albinism, Ocular	albinism ocular	False
240.42	Cystinuria*	cystinuria	Metab	HP_0003131	Cystinuria	cystinuria	True
240.141	Histidinemia*	histidinemia	Metab	HP_0010906	Histidinemia	histidinemia	False
240.23	3-methylglutaconic aciduria*	3-methylglutaconic aciduria	Metab	HP_0003535	3-Methylglutaconic aciduria	3-methylglutaconic aciduria	True
240.24	Methylmalonic acidemia*	methylmalonic acidemia	Metab	HP_0002912	Methylmalonic acidemia	methylmalonic acidemia	True
240.25	Propionic acidemia*	propionic acidemia	Metab	HP_0003571	Propionic acidemia	propionic acidemia	True
240.41	Homocystinuria*	homocystinuria	Metab	HP_0002156	Homocystinuria	homocystinuria	True
240.71	Trimethylaminuria*	trimethylaminuria	Metab	HP_0003614	Trimethylaminuria	trimethylaminuria	True
242.25	Metachromatic leukodystrophy*	metachromatic leukodystrophy	Metab	HP_0006926	Metachromatic leukodystrophy variant	metachromatic leukodystrophy variant	True
256.71	Dehydration	dehydration	Metab	HP_0001944	Dehydration	dehydration	True
256.72	Hypovolemia	hypovolemia	Metab	HP_0011106	Hypovolemia	hypovolemia	True
158	Neurofibromatosis	neurofibromatosis	Neoplasms	HP_0001067	Neurofibromatosis	neurofibromatosis	False
089.1	Bacterial infections	bacterial infections	ID	HP_0002718	Frequent bacterial infections	frequent bacterial infections	False
298.3	Trichotillomania*	trichotillomania	Mental	HP_0012167	Trichotillomania	trichotillomania	False
416.4	Heart block	heart block	Cardio	HP_0012722	Heart block	heart block	True
416.21	Atrial fibrillation	atrial fibrillation	Cardio	HP_0005110	Atrial fibrillation	atrial fibrillation	True
416.71	Sick sinus syndrome*	sick sinus syndrome	Cardio	HP_0011704	Sick sinus syndrome	sick sinus syndrome	True
788.16	Spondyloepiphyseal dysplasia*	spondyloepiphyseal dysplasia	Cong	HP_0002655	Spondyloepiphyseal dysplasia	spondyloepiphyseal dysplasia	True
788.16	Spondyloepiphyseal dysplasia*	spondyloepiphyseal dysplasia	Cong	HP_0002655	Spondyloepiphyseal dysplasia tarda	spondyloepiphyseal dysplasia tarda	False
790.14	Congenital bullous ichthyosiform erythroderma*	congenital bullous ichthyosiform erythroderma	Cong	HP_0007475	Congenital bullous ichthyosiform erythroderma	congenital bullous ichthyosiform erythroderma	True
790.14	Congenital bullous ichthyosiform erythroderma*	congenital bullous ichthyosiform erythroderma	Cong	HP_0007475	Bullous congenital ichthyosiform erythroderma	bullous congenital ichthyosiform erythroderma	False
325.24	Difficulty walking	difficulty walking	Neuro	HP_0002355	Difficulty walking	difficulty walking	True
325.24	Difficulty walking	difficulty walking	Neuro	HP_0002355	Difficulty in walking	difficulty in walking	False
441.2	Pulmonary arteriovenous malformation	pulmonary arteriovenous malformation	Cardio	HP_0006548	Pulmonary arteriovenous malformation	pulmonary arteriovenous malformation	True
370.41	Pupillary abnormalities	pupillary abnormalities	Eye	HP_0000615	Pupillary abnormalities	pupillary abnormalities	False
247.53	Calcinosis cutis*	calcinosis cutis	Metab	HP_0025520	Calcinosis cutis	calcinosis cutis	True
124.8	Myelofibrosis	myelofibrosis	Neoplasms	HP_0011974	Myelofibrosis	myelofibrosis	True
807.2	Weakness	weakness	Signs/Symptoms	HP_0025406	Weakness	weakness	False
494.1	Dysphonia	dysphonia	Resp	HP_0001618	Dysphonia	dysphonia	True
494.2	Aphonia	aphonia	Resp	HP_0001686	Aphonia	aphonia	False
894.2	Apraxia*	apraxia	Dev	HP_0002186	Apraxia	apraxia	True
669.1	Pyoderma gangrenosum	pyoderma gangrenosum	Derm	HP_0025452	Pyoderma gangrenosum	pyoderma gangrenosum	True
