hpo_code	hpo_label	hpo_simpleLabel	hpo_original	phecodeX_code	phecodeX_label	phecodeX_simpleLabel	phecodeX_category
HP_0100532	Scleritis	scleritis	True	367.7	Scleritis	scleritis	Eye
HP_0100534	Episcleritis	episcleritis	True	367.6	Episcleritis	episcleritis	Eye
HP_0100541	Femoral hernia	femoral hernia	True	520.12	Femoral hernia	femoral hernia	GI
HP_0100546	Carotid artery stenosis	carotid artery stenosis	True	433.21	Carotid artery stenosis	carotid artery stenosis	Cardio
HP_0100546	Carotid stenosis	carotid stenosis	False	433.21	Carotid artery stenosis	carotid artery stenosis	Cardio
HP_0100565	Hydromyelia	hydromyelia	True	751.5	Hydromyelia	hydromyelia	Cong
HP_0100575	Neoplasm of the gallbladder	neoplasm of the gallbladder	True	101.71	Malignant neoplasm of the gallbladder	malignant neoplasm of the gallbladder	Neoplasms
HP_0100580	Barrett's esophagus	barretts esophagus	False	510.8	Barrett's esophagus	barretts esophagus	GI
HP_0100580	Barrett's oesophagus	barretts esophagus	False	510.8	Barrett's esophagus	barretts esophagus	GI
HP_0100582	Nasal polyps	nasal polyps	False	471.5	Nasal polyps	nasal polyps	Resp
HP_0100594	Esophageal web	esophageal web	True	762.11	Esophageal web*	esophageal web	Cong
HP_0100598	Pulmonary edema	pulmonary edema	True	480	Pulmonary edema	pulmonary edema	Resp
HP_0100598	Pulmonary edema	pulmonary edema	True	480.1	Acute pulmonary edema	acute pulmonary edema	Resp
HP_0100601	Eclampsia	eclampsia	True	908.12	Eclampsia	eclampsia	Preg
HP_0100604	Neoplasm of the lip	neoplasm of the lip	True	135.11	Benign neoplasm of the lip	benign neoplasm of the lip	Neoplasms
HP_0100607	Dysmenorrhea	dysmenorrhea	True	626.2	Dysmenorrhea	dysmenorrhea	Genitourinary
HP_0100614	Myositis	myositis	True	700.41	Myositis	myositis	Musc/Skel
HP_0100633	Esophagitis	esophagitis	True	510.2	Esophagitis	esophagitis	GI
HP_0100638	Neoplasm of the pharynx	neoplasm of the pharynx	True	100.7	Malignant neoplasm of the pharynx	malignant neoplasm of the pharynx	Neoplasms
HP_0100645	Cystocele	cystocele	True	618.11	Cystocele	cystocele	Genitourinary
HP_0100651	Type 1 diabetes	type 1 diabetes	False	202.1	Type 1 diabetes	type 1 diabetes	Endo
HP_0100653	Optic neuritis	optic neuritis	True	380.11	Optic neuritis	optic neuritis	Eye
HP_0100658	Bacterial infection of skin	bacterial infection of skin	False	660.2	Bacterial infection of the skin	bacterial infection of the skin	Derm
HP_0100661	Trigeminal neuralgia	trigeminal neuralgia	True	334.11	Trigeminal neuralgia	trigeminal neuralgia	Neuro
HP_0100704	Cortical blindness	cortical blindness	False	380.51	Cortical blindness	cortical blindness	Eye
HP_0100723	Gastrointestinal stromal tumor	gastrointestinal stromal tumor	False	104.5	Gastrointestinal stromal tumor*	gastrointestinal stromal tumor	Neoplasms
HP_0100723	Gastrointestinal stromal tumour	gastrointestinal stromal tumor	False	104.5	Gastrointestinal stromal tumor*	gastrointestinal stromal tumor	Neoplasms
HP_0100726	Kaposi's sarcoma	kaposis sarcoma	True	104.6	Kaposi's sarcoma	kaposis sarcoma	Neoplasms
HP_0100735	Hypertensive crisis	hypertensive crisis	True	401.7	Hypertensive crisis*	hypertensive crisis	Cardio
HP_0100743	Neoplasm of the rectum	neoplasm of the rectum	True	101.42	Malignant neoplasm of the rectum	malignant neoplasm of the rectum	Neoplasms
HP_0100753	Schizophrenia	schizophrenia	True	287.1	Schizophrenia	schizophrenia	Mental
HP_0100758	Gangrene	gangrene	True	091	Gangrene	gangrene	ID
HP_0100759	Clubbing of fingers	clubbing of fingers	True	813	Clubbing of fingers	clubbing of fingers	Signs/Symptoms
HP_0100778	Cryoglobulinemia	cryoglobulinemia	True	180.4	Cryoglobulinemia*	cryoglobulinemia	Blood
HP_0100808	Gastric diverticulum	gastric diverticulum	True	523.3	Gastric diverticulum	gastric diverticulum	GI
HP_0100817	Renovascular hypertension	renovascular hypertension	True	401.61	Renovascular hypertension	renovascular hypertension	Cardio
HP_0100822	Rectocele	rectocele	True	618.12	Rectocele	rectocele	Genitourinary
HP_0100829	Galactorrhea	galactorrhea	True	612.1	Galactorrhea	galactorrhea	Genitourinary
HP_0100842	Septo-optic dysplasia	septo-optic dysplasia	True	750.14	Septo-optic dysplasia of brain*	septo-optic dysplasia of brain	Cong
HP_0100849	Neoplasm of the scrotum	neoplasm of the scrotum	True	107.32	Malignant neoplasm of the scrotum	malignant neoplasm of the scrotum	Neoplasms
HP_0100849	Neoplasm of the scrotum	neoplasm of the scrotum	True	146.32	Benign neoplasm of the scrotum	benign neoplasm of the scrotum	Neoplasms
HP_0100850	Neoplasm of the penis	neoplasm of the penis	True	107.1	Malignant neoplasm of the penis	malignant neoplasm of the penis	Neoplasms
HP_0100850	Neoplasm of the penis	neoplasm of the penis	True	146.1	Benign neoplasm of the penis	benign neoplasm of the penis	Neoplasms
HP_0100963	Hyperesthesia	hyperesthesia	True	351.4	Hyperesthesia*	hyperesthesia	Neuro
HP_0200023	Priapism	priapism	True	604.4	Priapism	priapism	Genitourinary
HP_0200032	Kayser-Fleischer ring	kayser-fleischer ring	True	247.13	Kayser-Fleischer ring	kayser-fleischer ring	Metab
HP_0200119	Acute hepatitis	acute hepatitis	True	540.2	Acute hepatitis	acute hepatitis	GI
HP_0200119	Acute hepatitis	acute hepatitis	True	054.32	Acute hepatitis C	acute hepatitis c	ID
HP_0200123	Chronic hepatitis	chronic hepatitis	True	540.1	Chronic hepatitis	chronic hepatitis	GI
HP_0200123	Chronic hepatitis	chronic hepatitis	True	054.31	Chronic hepatitis C	chronic hepatitis c	ID
HP_0200136	Oropharyngeal dysphagia	oropharyngeal dysphagia	False	512.1	Dysphagia, oropharyngeal phase	dysphagia oropharyngeal phase	GI
HP_0200151	Cutaneous mastocytosis	cutaneous mastocytosis	True	125.1	Cutaneous mastocytosis*	cutaneous mastocytosis	Neoplasms
HP_0410017	Otitis externa	otitis externa	True	390.1	Otitis externa	otitis externa	Hearing
HP_0410138	Vibratory urticaria	vibratory urticaria	True	666.5	Vibratory urticaria	vibratory urticaria	Derm
HP_0410151	Eosinophilic esophagitis	eosinophilic esophagitis	False	522.61	Eosinophilic esophagitis	eosinophilic esophagitis	GI
HP_0410255	Transient neutropenia	transient neutropenia	True	860.4	Transient neonatal neutropenia	transient neonatal neutropenia	Neonate
HP_0500093	Food allergy	food allergy	True	840.1	Food allergy	food allergy	Signs/Symptoms
HP_0410328	Egg allergy	egg allergy	True	840.18	Egg allergy	egg allergy	Signs/Symptoms
HP_0410331	Nut allergy	nut allergy	False	840.14	Tree nut allergy	tree nut allergy	Signs/Symptoms
HP_0410333	Seafood allergy	seafood allergy	True	840.12	Seafood allergy	seafood allergy	Signs/Symptoms
HP_0410335	Allergy to insects	allergy to insects	False	840.2	Allergy to insects	allergy to insects	Signs/Symptoms
HP_0430028	Maxillary hyperplasia	maxillary hyperplasia	False	733.11	Maxillary hyperplasia	maxillary hyperplasia	Musc/Skel
HP_0500049	Retinopathy of prematurity	retinopathy of prematurity	True	873	Retinopathy of prematurity	retinopathy of prematurity	Neonate
HP_0500094	Latex allergy	latex allergy	True	840.4	Latex allergy	latex allergy	Signs/Symptoms
HP_4000037	Congenital hydrocele	congenital hydrocele	True	868.6	Congenital hydrocele	congenital hydrocele	Neonate
