ICD10_code	ICD10_label	ICD10_simpleLabel	phecode1.2_codeList	phecodeX_codeList	hpo_code	hpo_label	hpo_simpleLabel	hpo_original	phecodeXupdated_codeList
E22.1	Hyperprolactinemia	hyperprolactinemia	['253', '253.1']	['209', '209.1', '209.13']	HP_0000870	Hyperprolactinemia	hyperprolactinemia	False	['EM_209.13']
E23.0	Hypopituitarism	hypopituitarism	['253', '253.2']	['209', '209.2', '209.22']	HP_0040075	Hypopituitarism	hypopituitarism	True	['EM_209.2']
E23.2	Diabetes insipidus	diabetes insipidus	['253', '253.3']	['209', '209.2', '209.21']	HP_0000863	Central diabetes insipidus	central diabetes insipidus	True	['EM_209.4']
E23.2	Diabetes insipidus	diabetes insipidus	['253', '253.3']	['209', '209.2', '209.21']	HP_0000873	Diabetes insipidus	diabetes insipidus	True	['EM_209.4']
E23.7	Disorder of pituitary gland, unspecified	disorder of pituitary gland	['253']	['209']	HP_0012503	disorder of pituitary gland	disorder of pituitary gland	False	['EM_209']
E26	Hyperaldosteronism	hyperaldosteronism	['255', '255.1', '255.12']	['211', '211.1']	HP_0000859	Hyperaldosteronism	hyperaldosteronism	True	['EM_211.11']
E26	Hyperaldosteronism	hyperaldosteronism	['255', '255.1', '255.12']	['211', '211.1']	HP_0011736	Primary hyperaldosteronism	primary hyperaldosteronism	True	['EM_211.11']
E26.0	Primary hyperaldosteronism	primary hyperaldosteronism	['255', '255.1', '255.12']	['211', '211.1', '211.11']	HP_0011736	Primary hyperaldosteronism	primary hyperaldosteronism	True	['EM_211.11']
E26.1	Secondary hyperaldosteronism	secondary hyperaldosteronism	['255', '255.1', '255.12']	['211', '211.1', '211.12']	HP_0011741	Secondary hyperaldosteronism	secondary hyperaldosteronism	True	['EM_211.11']
E26.9	Hyperaldosteronism, unspecified	hyperaldosteronism	['255', '255.1', '255.12']	['211', '211.1']	HP_0000859	Hyperaldosteronism	hyperaldosteronism	True	['EM_211.11']
E26.9	Hyperaldosteronism, unspecified	hyperaldosteronism	['255', '255.1', '255.12']	['211', '211.1']	HP_0011736	Primary hyperaldosteronism	primary hyperaldosteronism	True	['EM_211.11']
E27.40	Unspecified adrenocortical insufficiency	adrenocortical insufficiency	['255', '255.2', '255.21']	['211', '211.2']	HP_0008207	Adrenocortical insufficiency	adrenocortical insufficiency	False	['EM_211.2']
E28.3	Primary ovarian failure	primary ovarian failure	['627', '627.5']	['214', '214.1']	HP_0001587	obsolete Primary ovarian failure	obsolete primary ovarian failure	True	['EM_214.1']
E28.31	Premature menopause	premature menopause	['627', '627.5']	['214', '214.1', '214.11']	HP_0008209	Premature menopause	premature menopause	False	['EM_214.11']
E30.0	Delayed puberty	delayed puberty	['259', '259.3']	['217', '217.1']	HP_0000823	Delayed puberty	delayed puberty	True	['EM_217.1']
E30.1	Precocious puberty	precocious puberty	['259', '259.4']	['217', '217.2']	HP_0000826	Precocious puberty	precocious puberty	True	['EM_217.2']
E30.1	Precocious puberty	precocious puberty	['259', '259.4']	['217', '217.2']	HP_0008185	Male precocious puberty	male precocious puberty	False	['EM_217.2']
E50	Vitamin A deficiency	vitamin a deficiency	['261', '261.1']	['232', '232.1']	HP_0004905	Vitamin A deficiency	vitamin a deficiency	False	['EM_232.1']
E50.9	Vitamin A deficiency, unspecified	vitamin a deficiency	['261', '261.1']	['232', '232.1']	HP_0004905	Vitamin A deficiency	vitamin a deficiency	False	['EM_232.1']
E53.0	Riboflavin deficiency	riboflavin deficiency	['261', '261.2']	['232', '232.2', '232.22']	HP_0100504	Riboflavin deficiency	riboflavin deficiency	False	['EM_232.22']
E55	Vitamin D deficiency	vitamin d deficiency	['261', '261.4']	['232', '232.4']	HP_0100512	Vitamin D deficiency	vitamin d deficiency	False	['EM_232.4']
E55.9	Vitamin D deficiency, unspecified	vitamin d deficiency	['261', '261.4']	['232', '232.4']	HP_0100512	Vitamin D deficiency	vitamin d deficiency	False	['EM_232.4']
E56.9	Vitamin deficiency, unspecified	vitamin deficiency	['261']	['232']	HP_0004905	Vitamin A deficiency	vitamin a deficiency	False	['EM_232']
E56.9	Vitamin deficiency, unspecified	vitamin deficiency	['261']	['232']	HP_0008326	Vitamin B6 deficiency	vitamin b6 deficiency	False	['EM_232']
E56.9	Vitamin deficiency, unspecified	vitamin deficiency	['261']	['232']	HP_0100497	Vitamin B3 deficiency	vitamin b3 deficiency	True	['EM_232']
E56.9	Vitamin deficiency, unspecified	vitamin deficiency	['261']	['232']	HP_0100502	Vitamin B12 deficiency	vitamin b12 deficiency	True	['EM_232']
E56.9	Vitamin deficiency, unspecified	vitamin deficiency	['261']	['232']	HP_0100503	Vitamin B1 deficiency	vitamin b1 deficiency	False	['EM_232']
E56.9	Vitamin deficiency, unspecified	vitamin deficiency	['261']	['232']	HP_0100504	Vitamin B2 deficiency	vitamin b2 deficiency	False	['EM_232']
E56.9	Vitamin deficiency, unspecified	vitamin deficiency	['261']	['232']	HP_0100505	Vitamin B5 deficiency	vitamin b5 deficiency	False	['EM_232']
E56.9	Vitamin deficiency, unspecified	vitamin deficiency	['261']	['232']	HP_0100506	Vitamin B8 deficiency	vitamin b8 deficiency	False	['EM_232']
E56.9	Vitamin deficiency, unspecified	vitamin deficiency	['261']	['232']	HP_0100507	Vitamin B9 deficiency	vitamin b9 deficiency	False	['EM_232']
E56.9	Vitamin deficiency, unspecified	vitamin deficiency	['261']	['232']	HP_0100510	Vitamin C deficiency	vitamin c deficiency	False	['EM_232']
E56.9	Vitamin deficiency, unspecified	vitamin deficiency	['261']	['232']	HP_0100512	Vitamin D deficiency	vitamin d deficiency	False	['EM_232']
E56.9	Vitamin deficiency, unspecified	vitamin deficiency	['261']	['232']	HP_0100513	Vitamin E deficiency	vitamin e deficiency	False	['EM_232']
E61.0	Copper deficiency	copper deficiency	['262']	['247', '247.1', '247.12']	HP_0011967	Copper deficiency	copper deficiency	False	['EM_247.87']
E61.1	Iron deficiency	iron deficiency	['262']	['247', '247.7', '247.72']	HP_0001891	Iron deficiency anemia	iron deficiency anemia	True	['EM_247.88']
E61.1	Iron deficiency	iron deficiency	['262']	['247', '247.7', '247.72']	HP_0001891	Iron deficiency anaemia	iron deficiency anemia	False	['EM_247.88']
E61.5	Molybdenum deficiency	molybdenum deficiency	['262']	['247', '247.8', '247.84']	HP_0003570	Molybdenum cofactor deficiency	molybdenum cofactor deficiency	True	['EM_247.84']
E66.3	Overweight	overweight	['278']	['236']	HP_0025502	Overweight	overweight	True	['EM_236']
E66.9	Obesity, unspecified	obesity	['278', '278.1']	['236', '236.1']	HP_0001513	Obesity	obesity	True	['EM_236.1']
E70.21	Tyrosinemia	tyrosinemia	['270', '270.1']	['240', '240.1', '240.12', '240.121']	HP_0003231	Tyrosinemia	tyrosinemia	False	['GE_962.121']
E70.3	Albinism	albinism	['270', '270.1']	['240', '240.1', '240.13']	HP_0001022	Albinism	albinism	True	['GE_962.13']
E70.30	Albinism, unspecified	albinism	['270', '270.1']	['240', '240.1', '240.13']	HP_0001022	Albinism	albinism	True	['GE_962.13']
E70.31	Ocular albinism	ocular albinism	['270', '270.1']	['240', '240.1', '240.13', '240.131']	HP_0001107	Ocular albinism	ocular albinism	True	['GE_962.131']
E70.31	Ocular albinism	ocular albinism	['270', '270.1']	['240', '240.1', '240.13', '240.131']	HP_0001107	Albinism, Ocular	albinism ocular	False	['GE_962.131']
E70.319	Ocular albinism, unspecified	ocular albinism	['270', '270.1']	['240', '240.1', '240.13', '240.131']	HP_0001107	Ocular albinism	ocular albinism	True	['GE_962.131']
E70.319	Ocular albinism, unspecified	ocular albinism	['270', '270.1']	['240', '240.1', '240.13', '240.131']	HP_0001107	Albinism, Ocular	albinism ocular	False	['GE_962.131']
E70.41	Histidinemia	histidinemia	['270', '270.2']	['240', '240.1', '240.14', '240.141']	HP_0010906	Histidinemia	histidinemia	False	['GE_962.141']
E71.111	3-methylglutaconic aciduria	3-methylglutaconic aciduria	['270', '270.1']	['240', '240.2', '240.23']	HP_0003535	3-Methylglutaconic aciduria	3-methylglutaconic aciduria	True	['GE_962.23']
E71.120	Methylmalonic acidemia	methylmalonic acidemia	['270', '270.2']	['240', '240.2', '240.24']	HP_0002912	Methylmalonic acidemia	methylmalonic acidemia	True	['GE_962.24']
E71.121	Propionic acidemia	propionic acidemia	['270', '270.1']	['240', '240.2', '240.25']	HP_0003571	Propionic acidemia	propionic acidemia	True	['GE_962.25']
E72.01	Cystinuria	cystinuria	['270', '270.1']	['240', '240.4', '240.42']	HP_0003131	Cystinuria	cystinuria	True	['GE_962.42']
E72.11	Homocystinuria	homocystinuria	['270', '270.1', '270.11']	['240', '240.4', '240.41']	HP_0002156	Homocystinuria	homocystinuria	True	['GE_962.41']
E72.52	Trimethylaminuria	trimethylaminuria	['271', '271.9']	['240', '240.7', '240.71']	HP_0003614	Trimethylaminuria	trimethylaminuria	True	['GE_962.71']
E73	Lactose intolerance	lactose intolerance	['271', '271.3', '557']	['525', '525.3', '525.31']	HP_0004789	Lactose intolerance	lactose intolerance	True	['EM_252.51']
E73.9	Lactose intolerance, unspecified	lactose intolerance	['271', '271.3']	['525', '525.3']	HP_0004789	Lactose intolerance	lactose intolerance	True	['EM_252.51']
E75.25	Metachromatic leukodystrophy	metachromatic leukodystrophy	['331']	['242', '242.2', '242.25']	HP_0006926	Metachromatic leukodystrophy variant	metachromatic leukodystrophy variant	True	['GE_963.15']
E78.3	Hyperchylomicronemia	hyperchylomicronemia	['272', '272.1', '272.14']	['239', '239.4']	HP_0012238	Hyperchylomicronemia	hyperchylomicronemia	False	['EM_239.4']
E78.5	Hyperlipidemia, unspecified	hyperlipidemia	['272', '272.1']	['239']	HP_0003077	Hyperlipidemia	hyperlipidemia	True	['EM_239']
E83.41	Hypermagnesemia	hypermagnesemia	['275', '275.3']	['247', '247.4', '247.41']	HP_0002918	Hypermagnesemia	hypermagnesemia	True	['EM_247.41']
E83.42	Hypomagnesemia	hypomagnesemia	['275', '275.3']	['247', '247.4', '247.42']	HP_0002917	Hypomagnesemia	hypomagnesemia	True	['EM_247.42']
E83.51	Hypocalcemia	hypocalcemia	['275', '275.5', '275.51']	['247', '247.5', '247.51']	HP_0002901	Hypocalcemia	hypocalcemia	True	['EM_247.51']
E83.52	Hypercalcemia	hypercalcemia	['275', '275.6']	['247', '247.5', '247.52']	HP_0003072	Hypercalcemia	hypercalcemia	True	['EM_247.52']
E85	Amyloidosis	amyloidosis	['270', '270.3', '270.33']	['249']	HP_0011034	Amyloidosis	amyloidosis	True	['EM_249']
E85	Amyloidosis	amyloidosis	['270', '270.3', '270.33']	['249']	HP_4000041	AA amyloidosis	aa amyloidosis	True	['EM_249']
E85.9	Amyloidosis, unspecified	amyloidosis	['270', '270.3', '270.33']	['249']	HP_0011034	Amyloidosis	amyloidosis	True	['EM_249']
E85.9	Amyloidosis, unspecified	amyloidosis	['270', '270.3', '270.33']	['249']	HP_4000041	AA amyloidosis	aa amyloidosis	True	['EM_249']
E86.0	Dehydration	dehydration	['276', '276.5']	['256', '256.7', '256.71']	HP_0001944	Dehydration	dehydration	True	['EM_256.71']
E86.1	Hypovolemia	hypovolemia	['276', '276.5']	['256', '256.7', '256.72']	HP_0011106	Hypovolemia	hypovolemia	True	['EM_256.72']
E87.2	Acidosis	acidosis	['276', '276.4', '276.41']	['256', '256.3', '256.31']	HP_0001941	Acidosis	acidosis	True	['EM_256.31']
E87.3	Alkalosis	alkalosis	['276', '276.4', '276.42']	['256', '256.3', '256.32']	HP_0001948	Alkalosis	alkalosis	True	['EM_256.32']
E87.5	Hyperkalemia	hyperkalemia	['276', '276.1', '276.13']	['256', '256.4']	HP_0002153	Hyperkalemia	hyperkalemia	True	['EM_256.4']
E87.6	Hypokalemia	hypokalemia	['276', '276.1', '276.14']	['256', '256.5']	HP_0002900	Hypokalemia	hypokalemia	True	['EM_256.5']
F03	Unspecified dementia	dementia	['290', '290.1', '290.13']	['328']	HP_0000726	Dementia	dementia	True	['NS_328.1']
F03.9	Unspecified dementia	dementia	['290', '290.1']	['328']	HP_0000726	Dementia	dementia	True	['NS_328.1']
F11.2	Opioid dependence	opioid dependence	['316']	['280', '280.2', '280.22', '281', '281.2']	HP_0033515	Opioid dependence	opioid dependence	False	['MB_280.21', 'MB_280.9']
F14.2	Cocaine dependence	cocaine dependence	['316']	['280', '280.5', '280.52', '281', '281.2']	HP_0033513	Cocaine dependence	cocaine dependence	False	['MB_280.51', 'MB_280.9']
F17	Nicotine dependence	nicotine dependence		['281', '281.2', '282', '282.1']	HP_0033543	Nicotine dependence	nicotine dependence	False	['MB_282.1']
F17.2	Nicotine dependence	nicotine dependence		['281', '281.2', '282', '282.1']	HP_0033543	Nicotine dependence	nicotine dependence	False	['MB_282.1']
F17.20	Nicotine dependence, unspecified	nicotine dependence		['281', '281.2', '282', '282.1']	HP_0033543	Nicotine dependence	nicotine dependence	False	['MB_282.1']
F20	Schizophrenia	schizophrenia	['295', '295.1']	['287', '287.1']	HP_0100753	Schizophrenia	schizophrenia	True	['MB_287.1']
F20.9	Schizophrenia, unspecified	schizophrenia	['295', '295.1']	['287', '287.1']	HP_0100753	Schizophrenia	schizophrenia	True	['MB_287.1']
F31	Bipolar disorder	bipolar disorder	['296', '296.1']	['286', '286.1']	HP_0007302	Bipolar disorder	bipolar disorder	False	['MB_286.1']
F31.9	Bipolar disorder, unspecified	bipolar disorder	['296', '296.1']	['286', '286.1']	HP_0007302	Bipolar disorder	bipolar disorder	False	['MB_286.1']
F40.0	Agoraphobia	agoraphobia	['300', '300.1', '300.12']	['288', '288.4', '288.41']	HP_0000756	Agoraphobia	agoraphobia	True	['MB_288.41']
F40.00	Agoraphobia, unspecified	agoraphobia	['300', '300.1', '300.12']	['288', '288.4', '288.41']	HP_0000756	Agoraphobia	agoraphobia	True	['MB_288.41']
F40.240	Claustrophobia	claustrophobia	['300', '300.1', '300.13']	['288', '288.4']	HP_0025253	Claustrophobia	claustrophobia	True	['MB_288.4']
F52.4	Premature ejaculation	premature ejaculation	['302']	['294']	HP_0012876	Premature ejaculation	premature ejaculation	True	['MB_294']
F60.3	Borderline personality disorder	borderline personality disorder	['301', '301.2']	['296', '296.4']	HP_0012076	Borderline personality disorder	borderline personality disorder	True	['MB_296.4']
F60.4	Histrionic personality disorder	histrionic personality disorder	['301']	['296', '296.5']	HP_0012077	Histrionic personality disorder	histrionic personality disorder	True	['MB_296.5']
F60.9	Personality disorder, unspecified	personality disorder	['301']	['296']	HP_0012075	Personality disorder	personality disorder	True	['MB_296']
F63.3	Trichotillomania	trichotillomania	['315']	['298', '298.3']	HP_0012167	Trichotillomania	trichotillomania	False	['MB_298.3']
F84.9	Pervasive developmental disorder, unspecified	pervasive developmental disorder	['313', '313.3']	['892']	HP_0000729	Pervasive developmental disorder	pervasive developmental disorder	False	['MB_301']
F91.3	Oppositional defiant disorder	oppositional defiant disorder	['312']	['893', '893.2', '893.21']	HP_0010865	Oppositional defiant disorder	oppositional defiant disorder	True	['MB_306']
F95	Tic disorder	tic disorder	['313', '313.2']	['893', '893.5']	HP_0100033	Tic disorder	tic disorder	False	['MB_305.1']
F95.9	Tic disorder, unspecified	tic disorder	['313', '313.2']	['893', '893.5']	HP_0100033	Tic disorder	tic disorder	False	['MB_305.1']
G03.9	Meningitis, unspecified	meningitis	['320']	['320', '320.3']	HP_0001287	Meningitis	meningitis	True	['NS_320']
G03.9	Meningitis, unspecified	meningitis	['320']	['320', '320.3']	HP_0033508	EBV meningitis	ebv meningitis	True	['NS_320']
G04.91	Myelitis, unspecified	myelitis	['323', '323.8']	['321', '321.2']	HP_0012486	Myelitis	myelitis	True	['NS_321.2']
G12.2	Motor neuron disease	motor neuron disease	['334', '334.2']	['323', '323.3']	HP_0002366	Lower motor neuron disease	lower motor neuron disease	False	['NS_323.3']
G12.20	Motor neuron disease, unspecified	motor neuron disease	['334', '334.2']	['323', '323.3']	HP_0002366	Lower motor neuron disease	lower motor neuron disease	False	['NS_323.3']
G12.21	Amyotrophic lateral sclerosis	amyotrophic lateral sclerosis	['334', '334.2', '334.21']	['323', '323.3', '323.31']	HP_0007354	Amyotrophic lateral sclerosis	amyotrophic lateral sclerosis	True	['NS_323.31']
G12.9	Spinal muscular atrophy, unspecified	spinal muscular atrophy	['334', '334.2']	['323', '323.2']	HP_0006959	Proximal spinal muscular atrophy	proximal spinal muscular atrophy	True	['NS_323']
G12.9	Spinal muscular atrophy, unspecified	spinal muscular atrophy	['334', '334.2']	['323', '323.2']	HP_0007269	Spinal muscular atrophy	spinal muscular atrophy	True	['NS_323']
G12.9	Spinal muscular atrophy, unspecified	spinal muscular atrophy	['334', '334.2']	['323', '323.2']	HP_0009037	Segmental spinal muscular atrophy	segmental spinal muscular atrophy	True	['NS_323']
G24	Dystonia	dystonia	['350', '350.3']	['324', '324.3']	HP_0001332	Dystonia	dystonia	True	['NS_324.31']
G24.3	Spasmodic torticollis	spasmodic torticollis	['333', '333.4']	['324', '324.3', '324.34']	HP_0000473	Spasmodic torticollis	spasmodic torticollis	False	['NS_324.314']
G24.5	Blepharospasm	blepharospasm	['333', '333.4']	['324', '324.3', '324.36']	HP_0000643	Blepharospasm	blepharospasm	True	['NS_324.316']
G24.9	Dystonia, unspecified	dystonia	['333', '333.4']	['324', '324.3']	HP_0001332	Dystonia	dystonia	True	['NS_324.31']
G25.0	Essential tremor	essential tremor	['333', '333.1']	['324', '324.4', '324.41']	HP_0030186	Essential tremor	essential tremor	False	['NS_324.341']
G25.3	Myoclonus	myoclonus	['333', '333.2']	['324', '324.5']	HP_0001336	Myoclonus	myoclonus	True	['NS_324.35']
G31.0	Frontotemporal dementia	frontotemporal dementia	['290', '290.1', '290.12']	['328', '328.3', '328.32']	HP_0002145	Frontotemporal dementia	frontotemporal dementia	True	['NS_328.13']
G40.82	Epileptic spasms	epileptic spasms	['345', '345.1']	['330', '330.1', '330.13']	HP_0011097	Epileptic spasms	epileptic spasms	False	['NS_330.1']
G43	Migraine	migraine	['340']	['331', '331.6']	HP_0002076	Migraine	migraine	True	['NS_331.6']
G43.0	Migraine without aura	migraine without aura	['340']	['331', '331.6']	HP_0002083	Migraine without aura	migraine without aura	True	['NS_331.6']
G43.1	Migraine with aura	migraine with aura	['340', '340.1']	['331', '331.6', '331.61']	HP_0002077	Migraine with aura	migraine with aura	True	['NS_331.61']
G43.9	Migraine, unspecified	migraine	['340']	['331', '331.6']	HP_0002076	Migraine	migraine	True	['NS_331.6']
G44.2	Tension-type headache	tension-type headache	['306', '306.9']	['331', '331.1']	HP_0012228	Tension-type headache	tension-type headache	True	['NS_331.1']
G44.20	Tension-type headache, unspecified	tension-type headache	['306', '306.9']	['331', '331.1']	HP_0012228	Tension-type headache	tension-type headache	True	['NS_331.1']
G44.81	Hypnic headache	hypnic headache	['339']	['331', '331.3', '331.32']	HP_0012459	Hypnic headache	hypnic headache	True	['NS_331.32']
G45.3	Amaurosis fugax	amaurosis fugax	['362', '362.4']	['374', '374.3', '374.39']	HP_0100576	Amaurosis fugax	amaurosis fugax	True	['SO_374.91']
G45.4	Transient global amnesia	transient global amnesia	['433']	['329', '329.6']	HP_0010534	Transient global amnesia	transient global amnesia	True	['NS_329.6']
G47.0	Insomnia	insomnia	['327', '327.4']	['333', '333.2']	HP_0100785	Insomnia	insomnia	True	['NS_333.2']
G47.00	Insomnia, unspecified	insomnia	['327', '327.4']	['333', '333.2']	HP_0100785	Insomnia	insomnia	True	['NS_333.2']
G47.1	Hypersomnia	hypersomnia	['327', '327.1']	['333', '333.3']	HP_0100786	Hypersomnia	hypersomnia	True	['NS_333.3']
G47.10	Hypersomnia, unspecified	hypersomnia	['327', '327.1']	['333', '333.3']	HP_0100786	Hypersomnia	hypersomnia	True	['NS_333.3']
G47.3	Sleep apnea	sleep apnea	['327', '327.3']	['333', '333.1']	HP_0010535	Sleep apnea	sleep apnea	True	['NS_333.1']
G47.30	Sleep apnea, unspecified	sleep apnea	['327', '327.3']	['333', '333.1']	HP_0010535	Sleep apnea	sleep apnea	True	['NS_333.1']
