hpo_code	hpo_label	hpo_simpleLabel	hpo_original	ICD10_code	ICD10_label	ICD10_simpleLabel	phecode1.2_codeList	phecodeX_codeList
HP_0000776	Congenital diaphragmatic hernia	congenital diaphragmatic hernia	True	Q79.0	Congenital diaphragmatic hernia	congenital diaphragmatic hernia	['756', '756.1']	['520', '789', '789.1', '789.11']
HP_0000776	Diaphragmatic hernia	diaphragmatic hernia	False	K44	Diaphragmatic hernia	diaphragmatic hernia	['550', '550.2']	['520', '520.2']
HP_0000786	Primary amenorrhea	primary amenorrhea	True	N91.0	Primary amenorrhea	primary amenorrhea	['626', '626.1', '626.11']	['626', '626.1', '626.11']
HP_0000789	Infertility	infertility	True	N46	Male infertility	male infertility	['609', '609.1']	['609']
HP_0000789	Infertility	infertility	True	N46.9	Male infertility, unspecified	male infertility	['609', '609.1']	['609']
HP_0000790	Hematuria	hematuria	True	R31	Hematuria	hematuria	['593']	['593']
HP_0000790	Hematuria	hematuria	True	R31.9	Hematuria, unspecified	hematuria	['593']	['593']
HP_0000798	Oligospermia	oligospermia	True	N46.1	Oligospermia	oligospermia	['609', '609.1', '609.11']	['609', '609.2']
HP_0100639	Erectile dysfunction	erectile dysfunction	True	N52	Male erectile dysfunction	male erectile dysfunction	['302', '605']	['605', '605.1']
HP_0100639	Erectile dysfunction	erectile dysfunction	True	N52.9	Male erectile dysfunction, unspecified	male erectile dysfunction	['605']	['605', '605.1']
HP_0000808	Penoscrotal hypospadias	penoscrotal hypospadias	True	Q54.2	Hypospadias, penoscrotal	hypospadias penoscrotal	['751', '751.1', '751.12']	['771', '771.2', '771.21']
HP_0000819	Diabetes mellitus	diabetes mellitus	True	E10	Type 1 diabetes mellitus	type 1 diabetes mellitus	['250', '250.1']	['202', '202.1']
HP_0000819	Diabetes mellitus	diabetes mellitus	True	E11	Type 2 diabetes mellitus	type 2 diabetes mellitus	['250', '250.2']	['202', '202.2']
HP_0000821	Hypothyroidism	hypothyroidism	True	E03	Other hypothyroidism	other hypothyroidism		['200', '200.1']
HP_0000821	Hypothyroidism	hypothyroidism	True	E03.9	Hypothyroidism, unspecified	hypothyroidism	['244', '244.4']	['200', '200.1', '200.14']
HP_0000823	Delayed puberty	delayed puberty	True	E30.0	Delayed puberty	delayed puberty	['259', '259.3']	['217', '217.1']
HP_0001943	Hypoglycemia	hypoglycemia	True	E16.2	Hypoglycemia, unspecified	hypoglycemia	['251', '251.1']	['205']
HP_0000826	Precocious puberty	precocious puberty	True	E30.1	Precocious puberty	precocious puberty	['259', '259.4']	['217', '217.2']
HP_0000829	Hypoparathyroidism	hypoparathyroidism	True	E20	Hypoparathyroidism	hypoparathyroidism	['252', '252.2']	['208', '208.1']
HP_0000829	Hypoparathyroidism	hypoparathyroidism	True	E20.8	Other hypoparathyroidism	other hypoparathyroidism	['252', '252.2']	['208', '208.1']
HP_0000829	Hypoparathyroidism	hypoparathyroidism	True	E20.9	Hypoparathyroidism, unspecified	hypoparathyroidism	['252', '252.2']	['208', '208.1']
HP_0040075	Hypopituitarism	hypopituitarism	True	E23.0	Hypopituitarism	hypopituitarism	['253', '253.2']	['209', '209.2', '209.22']
HP_0004322	Short stature	short stature	True	R62.52	Short stature (child)	short stature child	['264', '264.1']	['890', '890.3']
HP_0000843	Hyperparathyroidism	hyperparathyroidism	True	E21.0	Primary hyperparathyroidism	primary hyperparathyroidism	['252', '252.1']	['208', '208.2', '208.21']
HP_0000843	Hyperparathyroidism	hyperparathyroidism	True	E21.2	Other hyperparathyroidism	other hyperparathyroidism	['252', '252.1']	['208', '208.2']
HP_0000843	Hyperparathyroidism	hyperparathyroidism	True	E21.3	Hyperparathyroidism, unspecified	hyperparathyroidism	['252', '252.1']	['208', '208.2']
HP_0000852	Pseudohypoparathyroidism	pseudohypoparathyroidism	True	E20.1	Pseudohypoparathyroidism	pseudohypoparathyroidism	['275', '275.5']	['208', '208.1']
HP_0000858	Irregular menstruation	irregular menstruation	True	N92.6	Irregular menstruation, unspecified	irregular menstruation	['626', '626.1', '626.13']	['626', '626.1', '626.13']
HP_0000859	Hyperaldosteronism	hyperaldosteronism	True	E26	Hyperaldosteronism	hyperaldosteronism	['255', '255.1', '255.12']	['211', '211.1']
HP_0000859	Hyperaldosteronism	hyperaldosteronism	True	E26.0	Primary hyperaldosteronism	primary hyperaldosteronism	['255', '255.1', '255.12']	['211', '211.1', '211.11']
HP_0000859	Hyperaldosteronism	hyperaldosteronism	True	E26.8	Other hyperaldosteronism	other hyperaldosteronism	['255', '255.1', '255.12']	['211', '211.1']
HP_0000859	Hyperaldosteronism	hyperaldosteronism	True	E26.89	Other hyperaldosteronism	other hyperaldosteronism	['255', '255.1', '255.12']	['211', '211.1']
HP_0000859	Hyperaldosteronism	hyperaldosteronism	True	E26.9	Hyperaldosteronism, unspecified	hyperaldosteronism	['255', '255.1', '255.12']	['211', '211.1']
HP_0000873	Diabetes insipidus	diabetes insipidus	True	E23.2	Diabetes insipidus	diabetes insipidus	['253', '253.3']	['209', '209.2', '209.21']
HP_0000869	Secondary amenorrhea	secondary amenorrhea	True	N91.1	Secondary amenorrhea	secondary amenorrhea	['626', '626.1', '626.11']	['626', '626.1', '626.11']
HP_0000870	Hyperprolactinemia	hyperprolactinemia	False	E22.1	Hyperprolactinemia	hyperprolactinemia	['253', '253.1']	['209', '209.1', '209.13']
HP_0100646	Thyroiditis	thyroiditis	True	E06	Thyroiditis	thyroiditis	['245']	['200', '200.4']
HP_0100646	Thyroiditis	thyroiditis	True	E06.9	Thyroiditis, unspecified	thyroiditis	['245']	['200', '200.4']
HP_0000876	Oligomenorrhea	oligomenorrhea	True	N91.5	Oligomenorrhea, unspecified	oligomenorrhea	['626', '626.1', '626.11']	['626', '626.1', '626.11']
HP_0002797	Osteolysis	osteolysis	True	M89.5	Osteolysis	osteolysis	['733']	['726', '726.6']
HP_0000934	Chondrocalcinosis	chondrocalcinosis	True	M11.2	Other chondrocalcinosis	other chondrocalcinosis	['274', '274.2', '274.21']	['703', '703.2']
HP_0000952	Jaundice	jaundice	True	R17	Unspecified jaundice	jaundice	['573', '573.5']	['814']
HP_0000956	Acanthosis nigricans	acanthosis nigricans	True	L83	Acanthosis nigricans	acanthosis nigricans	['701', '701.6']	['674', '674.2', '674.23']
HP_0011368	Epidermal thickening	epidermal thickening	True	L85	Other epidermal thickening	other epidermal thickening		['680']
HP_0011368	Epidermal thickening	epidermal thickening	True	L85.9	Epidermal thickening, unspecified	epidermal thickening	['701']	['680']
HP_0000961	Cyanosis	cyanosis	True	R23.0	Cyanosis	cyanosis	['513', '513.3']	['498', '498.2']
HP_0000970	Anhidrosis	anhidrosis	True	L74.4	Anhidrosis	anhidrosis	['705']	['685', '685.5']
HP_0000975	Hyperhidrosis	hyperhidrosis	True	L74.5	Focal hyperhidrosis	focal hyperhidrosis	['705', '705.8']	['685', '685.8']
HP_0000980	Pallor	pallor	True	R23.1	Pallor	pallor	['782', '782.6']	['679', '679.2', '679.21']
HP_0000989	Pruritus	pruritus	True	L29	Pruritus	pruritus	['698']	['679', '679.4']
HP_0000989	Pruritus	pruritus	True	L29.9	Pruritus, unspecified	pruritus	['698']	['679', '679.4']
HP_0000995	Melanocytic nevi	melanocytic nevi	False	D22	Melanocytic nevi	melanocytic nevi	['216']	['138', '138.2']
HP_0000995	Melanocytic nevi	melanocytic nevi	False	D22.0	Melanocytic nevi of lip	melanocytic nevi of lip	['216']	['138', '138.2']
HP_0000995	Melanocytic nevi	melanocytic nevi	False	D22.9	Melanocytic nevi, unspecified	melanocytic nevi	['216']	['138', '138.2']
HP_0000998	Hypertrichosis	hypertrichosis	True	L68	Hypertrichosis	hypertrichosis	['704', '704.2']	['684', '684.2']
HP_0000998	Hypertrichosis	hypertrichosis	True	L68.8	Other hypertrichosis	other hypertrichosis	['704', '704.2']	['684', '684.2']
HP_0000998	Hypertrichosis	hypertrichosis	True	L68.9	Hypertrichosis, unspecified	hypertrichosis	['704', '704.2']	['684', '684.2']
HP_0000999	Pyoderma	pyoderma	True	L08.0	Pyoderma	pyoderma	['686', '686.5']	['679', '679.5']
HP_0001007	Hirsutism	hirsutism	True	L68.0	Hirsutism	hirsutism	['704', '704.2']	['684', '684.2']
HP_0001903	Anemia	anemia	True	D64.9	Anemia, unspecified	anemia	['285']	['164']
HP_0001903	Anaemia	anemia	False	D64.9	Anemia, unspecified	anemia	['285']	['164']
HP_0001022	Albinism	albinism	True	E70.3	Albinism	albinism	['270', '270.1']	['240', '240.1', '240.13']
HP_0001022	Albinism	albinism	True	E70.30	Albinism, unspecified	albinism	['270', '270.1']	['240', '240.1', '240.13']
HP_0001025	Urticaria	urticaria	True	L50	Urticaria	urticaria	['947']	['666']
HP_0001025	Urticaria	urticaria	True	L50.9	Urticaria, unspecified	urticaria	['947']	['666']
HP_0031284	Flushing	flushing	True	R23.2	Flushing	flushing	['782', '782.6']	['679', '679.2', '679.22']
HP_0001045	Vitiligo	vitiligo	True	L80	Vitiligo	vitiligo	['694', '694.1']	['674', '674.1', '674.11']
HP_0001047	Atopic dermatitis	atopic dermatitis	True	L20	Atopic dermatitis	atopic dermatitis	['939']	['668', '668.1']
HP_0001047	Atopic dermatitis	atopic dermatitis	True	L20.8	Other atopic dermatitis	other atopic dermatitis		['668', '668.1']
HP_0001047	Atopic dermatitis	atopic dermatitis	True	L20.89	Other atopic dermatitis	other atopic dermatitis	['939']	['668', '668.1']
HP_0001047	Atopic dermatitis	atopic dermatitis	True	L20.9	Atopic dermatitis, unspecified	atopic dermatitis	['939']	['668', '668.1']
HP_0001047	Dermatitis, Atopic	dermatitis atopic	False	L20	Atopic dermatitis	atopic dermatitis	['939']	['668', '668.1']
HP_0001047	Dermatitis, Atopic	dermatitis atopic	False	L20.8	Other atopic dermatitis	other atopic dermatitis		['668', '668.1']
HP_0001047	Dermatitis, Atopic	dermatitis atopic	False	L20.89	Other atopic dermatitis	other atopic dermatitis	['939']	['668', '668.1']
HP_0001047	Dermatitis, Atopic	dermatitis atopic	False	L20.9	Atopic dermatitis, unspecified	atopic dermatitis	['939']	['668', '668.1']
HP_0001051	Seborrheic dermatitis	seborrheic dermatitis	True	L21	Seborrheic dermatitis	seborrheic dermatitis	['690', '690.1']	['668', '668.2']
HP_0001051	Seborrheic dermatitis	seborrheic dermatitis	True	L21.1	Seborrheic infantile dermatitis	seborrheic infantile dermatitis	['690', '690.1']	['888']
HP_0001051	Seborrheic dermatitis	seborrheic dermatitis	True	L21.8	Other seborrheic dermatitis	other seborrheic dermatitis	['690', '690.1']	['668', '668.2']
HP_0001051	Seborrheic dermatitis	seborrheic dermatitis	True	L21.9	Seborrheic dermatitis, unspecified	seborrheic dermatitis	['690', '690.1']	['668', '668.2']
HP_0001055	Erysipelas	erysipelas	True	A46	Erysipelas	erysipelas	['686']	['004', '089', '089.1', '660', '660.2', '660.23']
HP_0001061	Acne	acne	True	L70	Acne	acne	['706', '706.1']	['682', '682.4']
HP_0001061	Acne	acne	True	L70.9	Acne, unspecified	acne	['706', '706.1']	['682', '682.4']
HP_0001065	Striae atrophicae	striae atrophicae	False	L90.6	Striae atrophicae	striae atrophicae	['701']	['675', '675.2']
HP_0001067	Neurofibromatosis	neurofibromatosis	False	Q85.00	Neurofibromatosis, unspecified	neurofibromatosis	['199', '199.4']	['158']
HP_0001067	Neurofibromatosis	neurofibromatosis	False	Q85.01	Neurofibromatosis, type 1	neurofibromatosis type 1	['199', '199.4']	['158', '158.1']
HP_0001067	Neurofibromatosis	neurofibromatosis	False	Q85.02	Neurofibromatosis, type 2	neurofibromatosis type 2	['199', '199.4']	['158', '158.2']
HP_0001067	Neurofibromatosis	neurofibromatosis	False	Q85.09	Other neurofibromatosis	other neurofibromatosis	['199', '199.4']	['158']
HP_0001081	Cholelithiasis	cholelithiasis	True	K80	Cholelithiasis	cholelithiasis	['574', '574.1']	['550', '550.1']
HP_0001081	Cholelithiasis	cholelithiasis	True	K80.8	Other cholelithiasis	other cholelithiasis		['550', '550.1']
HP_0001082	Cholecystitis	cholecystitis	True	K81	Cholecystitis	cholecystitis	['574', '574.3']	['550', '550.2']
HP_0001082	Cholecystitis	cholecystitis	True	K81.0	Acute cholecystitis	acute cholecystitis	['574', '574.3']	['550', '550.2']
HP_0001082	Cholecystitis	cholecystitis	True	K81.9	Cholecystitis, unspecified	cholecystitis	['574', '574.3']	['550', '550.2']
HP_0001083	Lens dislocation	lens dislocation	False	H27.1	Dislocation of lens	dislocation of lens	['379', '379.3']	['372', '372.2']
HP_0001083	Lens dislocation	lens dislocation	False	H27.10	Unspecified dislocation of lens	dislocation of lens	['379', '379.3']	['372', '372.2']
HP_0001084	Arcus senilis	arcus senilis	False	H18.41	Arcus senilis	arcus senilis	['364', '364.4']	['369', '369.4', '369.44']
HP_0001085	Papilledema	papilledema	True	H47.1	Papilledema	papilledema	['377', '377.3']	['380', '380.2', '380.21']
HP_0001085	Papilledema	papilledema	True	H47.10	Unspecified papilledema	papilledema	['377']	['380', '380.2', '380.21']
HP_0001094	Iridocyclitis	iridocyclitis	True	H20	Iridocyclitis	iridocyclitis	['371', '371.1']	['367', '367.5', '367.52']
HP_0001094	Iridocyclitis	iridocyclitis	True	H20.8	Other iridocyclitis	other iridocyclitis	['371', '371.1']	['367', '367.5', '367.52']
HP_0001094	Iridocyclitis	iridocyclitis	True	H20.9	Unspecified iridocyclitis	iridocyclitis	['371', '371.1']	['367', '367.5', '367.52']
HP_0001095	Hypertensive retinopathy	hypertensive retinopathy	True	H35.03	Hypertensive retinopathy	hypertensive retinopathy	['362', '362.3']	['374', '374.4', '374.41']
HP_0001095	Hypertensive retinopathy	hypertensive retinopathy	True	H35.031	Hypertensive retinopathy, right eye	hypertensive retinopathy right eye	['362', '362.3']	['374', '374.4', '374.41']
HP_0001095	Hypertensive retinopathy	hypertensive retinopathy	True	H35.032	Hypertensive retinopathy, left eye	hypertensive retinopathy left eye	['362', '362.3']	['374', '374.4', '374.41']
HP_0001095	Hypertensive retinopathy	hypertensive retinopathy	True	H35.033	Hypertensive retinopathy, bilateral	hypertensive retinopathy bilateral	['362', '362.3']	['374', '374.4', '374.41']
HP_0001096	Keratoconjunctivitis	keratoconjunctivitis	True	H16.2	Keratoconjunctivitis	keratoconjunctivitis	['370', '370.3']	['367', '367.3']
HP_0001096	Keratoconjunctivitis	keratoconjunctivitis	True	H16.20	Unspecified keratoconjunctivitis	keratoconjunctivitis	['370', '370.3']	['367', '367.3']
HP_0001096	Keratoconjunctivitis	keratoconjunctivitis	True	H16.202	Unspecified keratoconjunctivitis, left eye	keratoconjunctivitis left eye	['370', '370.3']	['367', '367.3']
HP_0001096	Keratoconjunctivitis	keratoconjunctivitis	True	H16.21	Exposure keratoconjunctivitis	exposure keratoconjunctivitis	['370', '370.3']	['367', '367.3']
HP_0001096	Keratoconjunctivitis	keratoconjunctivitis	True	H16.29	Other keratoconjunctivitis	other keratoconjunctivitis	['370', '370.3']	['367', '367.3']
HP_0001107	Ocular albinism	ocular albinism	True	E70.31	Ocular albinism	ocular albinism	['270', '270.1']	['240', '240.1', '240.13', '240.131']
HP_0001107	Ocular albinism	ocular albinism	True	E70.318	Other ocular albinism	other ocular albinism	['270', '270.1']	['240', '240.1', '240.13', '240.131']
HP_0001107	Ocular albinism	ocular albinism	True	E70.319	Ocular albinism, unspecified	ocular albinism	['270', '270.1']	['240', '240.1', '240.13', '240.131']
HP_0001107	Albinism, Ocular	albinism ocular	False	E70.31	Ocular albinism	ocular albinism	['270', '270.1']	['240', '240.1', '240.13', '240.131']
HP_0001107	Albinism, Ocular	albinism ocular	False	E70.318	Other ocular albinism	other ocular albinism	['270', '270.1']	['240', '240.1', '240.13', '240.131']
HP_0001107	Albinism, Ocular	albinism ocular	False	E70.319	Ocular albinism, unspecified	ocular albinism	['270', '270.1']	['240', '240.1', '240.13', '240.131']
HP_0001131	Corneal dystrophy	corneal dystrophy	True	H18.54	Lattice corneal dystrophy	lattice corneal dystrophy	['364', '364.5']	['369', '369.5', '369.52']
HP_0001131	Corneal dystrophy	corneal dystrophy	True	H18.55	Macular corneal dystrophy	macular corneal dystrophy	['364', '364.5']	['369', '369.5']
HP_0001132	Lens subluxation	lens subluxation	True	H27.11	Subluxation of lens	subluxation of lens	['379', '379.3']	['372', '372.2']
HP_0001137	Alternating esotropia	alternating esotropia	True	H50.05	Alternating esotropia	alternating esotropia	['378', '378.1']	['381', '381.3', '381.31']
HP_0001138	Optic neuropathy	optic neuropathy	True	H46.3	Toxic optic neuropathy	toxic optic neuropathy	['377', '377.3']	['380', '380.1', '380.11']
HP_0001139	Choroideremia	choroideremia	True	H31.21	Choroideremia	choroideremia	['363', '363.4']	['373', '373.3', '373.31']
HP_0001149	Lattice corneal dystrophy	lattice corneal dystrophy	True	H18.54	Lattice corneal dystrophy	lattice corneal dystrophy	['364', '364.5']	['369', '369.5', '369.52']
HP_0001149	Lattice corneal dystrophy	lattice corneal dystrophy	True	H18.541	Lattice corneal dystrophy, right eye	lattice corneal dystrophy right eye		['369', '369.5', '369.52']
HP_0001149	Lattice corneal dystrophy	lattice corneal dystrophy	True	H18.542	Lattice corneal dystrophy, left eye	lattice corneal dystrophy left eye		['369', '369.5', '369.52']
HP_0001149	Lattice corneal dystrophy	lattice corneal dystrophy	True	H18.543	Lattice corneal dystrophy, bilateral	lattice corneal dystrophy bilateral		['369', '369.5', '369.52']
HP_0001159	Syndactyly	syndactyly	True	Q70	Syndactyly	syndactyly	['755', '755.3']	['785', '785.1', '785.12']
HP_0001159	Syndactyly	syndactyly	True	Q70.9	Syndactyly, unspecified	syndactyly	['755', '755.3']	['785', '785.1', '785.12']
HP_0001770	Fused toes	fused toes	False	Q70.2	Fused toes	fused toes	['755', '755.3']	['785', '785.1', '785.12']
HP_0001770	Webbed toes	webbed toes	False	Q70.3	Webbed toes	webbed toes	['755', '755.3']	['785', '785.1', '785.12']
HP_0010442	Polydactyly	polydactyly	True	Q69	Polydactyly	polydactyly	['755', '755.3']	['785', '785.1', '785.11']
HP_0010442	Polydactyly	polydactyly	True	Q69.9	Polydactyly, unspecified	polydactyly	['755', '755.3']	['785', '785.1', '785.11']
HP_0001239	Wrist contracture	wrist contracture	False	M24.53	Contracture, wrist	contracture wrist	['739']	['719', '719.9', '719.92']
HP_0001239	Wrist contracture	wrist contracture	False	M24.531	Contracture, right wrist	contracture right wrist	['739']	['719', '719.9', '719.92']
HP_0001239	Wrist contracture	wrist contracture	False	M24.532	Contracture, left wrist	contracture left wrist	['739']	['719', '719.9', '719.92']
HP_0001239	Wrist flexion deformity	wrist flexion deformity	False	M21.23	Flexion deformity, wrist	flexion deformity wrist	['736']	['710', '710.1']
