CUI	ICD10_code	ICD10_label	hpo_code	hpo_label	phecode1.2_codeList	phecodeX_codeList
C0004364	M33.22	Polymyositis with myopathy	HP_0002960	Autoimmunity	['359', '359.2', '709', '709.4']	['340', '700', '700.4', '700.43']
C0004364	M33.29	Polymyositis with other organ involvement	HP_0002960	Autoimmunity	['709', '709.4']	['700', '700.4', '700.43']
C0004364	M33.9	Dermatopolymyositis, unspecified	HP_0002960	Autoimmunity	['709', '709.5']	['700', '700.4', '700.42', '700.43']
C0004364	M33.90	Dermatopolymyositis, unspecified, organ involvement unspecified	HP_0002960	Autoimmunity	['709', '709.5']	['700', '700.4', '700.42', '700.43']
C0004364	M33.02	Juvenile dermatomyositis with myopathy	HP_0002960	Autoimmunity	['359', '359.2', '709', '709.5']	['340', '700', '700.4', '700.42', '700.43']
C0004364	M33.01	Juvenile dermatomyositis with respiratory involvement	HP_0002960	Autoimmunity	['510', '709', '709.5']	['700', '700.4', '700.42']
C0004364	M33.00	Juvenile dermatomyositis, organ involvement unspecified	HP_0002960	Autoimmunity	['709', '709.5']	['700', '700.4', '700.42', '700.43']
C0004364	M33.0	Juvenile dermatomyositis	HP_0002960	Autoimmunity		['700', '700.4', '700.42']
C0004364	M32	Systemic lupus erythematosus (SLE)	HP_0002960	Autoimmunity	['695', '695.4', '695.42']	['181', '700', '700.1', '700.11']
C0004364	M33.99	Dermatopolymyositis, unspecified with other organ involvement	HP_0002960	Autoimmunity	['709', '709.5']	['700', '700.4', '700.42', '700.43']
C0004364	M32.0	Drug-induced systemic lupus erythematosus	HP_0002960	Autoimmunity	['695', '695.4', '695.42']	['181', '700', '700.1', '700.13']
C0004364	M32.1	Systemic lupus erythematosus with organ or system involvement	HP_0002960	Autoimmunity		['181', '700', '700.1', '700.11']
C0004364	M32.10	Systemic lupus erythematosus, organ or system involvement unspecified	HP_0002960	Autoimmunity	['695', '695.4', '695.42']	['181', '700', '700.1', '700.11']
C0004364	M32.11	Endocarditis in systemic lupus erythematosus	HP_0002960	Autoimmunity	['395']	['181', '410', '410.2', '700', '700.1', '700.11']
C0004364	M30.2	Juvenile polyarteritis	HP_0002960	Autoimmunity	['446', '446.6']	['704', '704.1']
C0004364	M31.8	Other specified necrotizing vasculopathies	HP_0002960	Autoimmunity	['447']	['704']
C0004364	M32.12	Pericarditis in systemic lupus erythematosus	HP_0002960	Autoimmunity	['420', '420.2', '420.21', '695', '695.4', '695.42']	['181', '410', '410.1', '700', '700.1', '700.11']
C0004364	M32.14	Glomerular disease in systemic lupus erythematosus	HP_0002960	Autoimmunity	['580', '580.3', '580.31', '695', '695.4', '695.42']	['181', '580', '700', '700.1', '700.11']
C0004364	M32.15	Tubulo-interstitial nephropathy in systemic lupus erythematosus	HP_0002960	Autoimmunity	['580', '580.3', '580.31', '695', '695.4', '695.42']	['181', '700', '700.1', '700.11']
C0004364	M32.19	Other organ or system involvement in systemic lupus erythematosus	HP_0002960	Autoimmunity	['695', '695.4', '695.42']	['181', '700', '700.1', '700.11']
C0004364	M32.8	Other forms of systemic lupus erythematosus	HP_0002960	Autoimmunity	['695', '695.4', '695.42']	['181', '700', '700.1', '700.11']
C0004364	M32.9	Systemic lupus erythematosus, unspecified	HP_0002960	Autoimmunity	['695', '695.4', '695.42']	['181', '700', '700.1', '700.11']
C0004364	M33.93	Dermatopolymyositis, unspecified without myopathy	HP_0002960	Autoimmunity		['700', '700.4', '700.42', '700.43']
C0004364	M33	Dermatopolymyositis	HP_0002960	Autoimmunity	['709', '709.5']	['700', '700.4', '700.42', '700.43']
C0004364	M32.13	Lung involvement in systemic lupus erythematosus	HP_0002960	Autoimmunity	['510', '695', '695.4', '695.42']	['181', '700', '700.1', '700.11']
C0004364	M30.1	Polyarteritis with lung involvement [Churg-Strauss]	HP_0002960	Autoimmunity	['446', '446.4']	['704', '704.1']
C0004364	M34.89	Other systemic sclerosis	HP_0002960	Autoimmunity	['709', '709.3']	['700', '700.3']
C0004364	M30	Polyarteritis nodosa and related conditions	HP_0002960	Autoimmunity	['446']	['704', '704.1']
C0004364	M35.3	Polymyalgia rheumatica	HP_0002960	Autoimmunity	['717']	['705', '705.3']
C0004364	M35.4	Diffuse (eosinophilic) fasciitis	HP_0002960	Autoimmunity	['772']	['700', '700.9']
C0004364	M35.5	Multifocal fibrosclerosis	HP_0002960	Autoimmunity	['709', '709.6']	['700', '700.9']
C0004364	M35.6	Relapsing panniculitis [Weber-Christian]	HP_0002960	Autoimmunity	['729', '729.3']	['724', '724.4']
C0004364	M30.0	Polyarteritis nodosa	HP_0002960	Autoimmunity	['446', '446.6']	['704', '704.1', '704.11']
C0004364	M35.8	Other specified systemic involvement of connective tissue	HP_0002960	Autoimmunity	['709', '709.6']	['700', '700.9']
C0004364	M35.81	Multisystem inflammatory syndrome	HP_0002960	Autoimmunity		['700', '700.7']
C0004364	M35.89	Other specified systemic involvement of connective tissue	HP_0002960	Autoimmunity		['700', '700.9']
C0004364	M35.9	Systemic involvement of connective tissue, unspecified	HP_0002960	Autoimmunity	['709', '709.7']	['700', '700.9']
C0004364	M33.91	Dermatopolymyositis, unspecified with respiratory involvement	HP_0002960	Autoimmunity	['510', '709', '709.5']	['700', '700.4', '700.42', '700.43']
C0004364	M36	Systemic disorders of connective tissue in diseases classified elsewhere	HP_0002960	Autoimmunity		['700', '700.9']
C0004364	M36.0	Dermato(poly)myositis in neoplastic disease	HP_0002960	Autoimmunity	['709', '709.5']	['132', '700', '700.4', '700.42']
C0004364	M36.1	Arthropathy in neoplastic disease	HP_0002960	Autoimmunity	['713']	['132']
C0004364	M36.8	Systemic disorders of connective tissue in other diseases classified elsewhere	HP_0002960	Autoimmunity	['709', '709.7']	['700', '700.9']
C0004364	M36.4	Arthropathy in hypersensitivity reactions classified elsewhere	HP_0002960	Autoimmunity	['713']	['707', '707.6']
C0004364	M35.2	Behçet's disease	HP_0002960	Autoimmunity	['711', '711.3']	['700', '700.8']
C0004364	M35.1	Other overlap syndromes	HP_0002960	Autoimmunity	['709', '709.6']	['700', '700.9']
C0004364	M35.7	Hypermobility syndrome	HP_0002960	Autoimmunity	['728', '728.2']	['712', '712.5', '712.51']
C0004364	M35.04	Sjögren syndrome with tubulo-interstitial nephropathy	HP_0002960	Autoimmunity	['580', '580.3', '580.31', '709', '709.2']	['580', '580.4', '700', '700.2']
C0004364	M34	Systemic sclerosis [scleroderma]	HP_0002960	Autoimmunity	['709', '709.3']	['700', '700.3']
C0004364	M34.0	Progressive systemic sclerosis	HP_0002960	Autoimmunity	['709', '709.3']	['700', '700.3']
C0004364	M34.1	CR(E)ST syndrome	HP_0002960	Autoimmunity	['709', '709.3']	['700', '700.3']
C0004364	M34.2	Systemic sclerosis induced by drug and chemical	HP_0002960	Autoimmunity	['709', '709.3']	['973']
C0004364	M35.09	Sjögren syndrome with other organ involvement	HP_0002960	Autoimmunity	['709', '709.2']	['700', '700.2']
C0004364	M34.8	Other forms of systemic sclerosis	HP_0002960	Autoimmunity		['700', '700.3']
C0004364	M34.81	Systemic sclerosis with lung involvement	HP_0002960	Autoimmunity	['709', '709.3']	['700', '700.3']
C0004364	M34.82	Systemic sclerosis with myopathy	HP_0002960	Autoimmunity	['359', '359.2', '709', '709.3']	['340', '700', '700.3']
C0004364	M33.92	Dermatopolymyositis, unspecified with myopathy	HP_0002960	Autoimmunity	['359', '359.2', '709', '709.5']	['340', '700', '700.4', '700.42', '700.43']
C0004364	M36.2	Hemophilic arthropathy	HP_0002960	Autoimmunity	['713']	['707', '707.7']
C0004364	M34.9	Systemic sclerosis, unspecified	HP_0002960	Autoimmunity	['709', '709.3']	['700', '700.3']
C0004364	M35.03	Sjögren syndrome with myopathy	HP_0002960	Autoimmunity	['359', '359.2', '709', '709.2']	['340', '700', '700.2']
C0004364	M35.02	Sjögren syndrome with lung involvement	HP_0002960	Autoimmunity	['510', '709', '709.2']	['700', '700.2']
C0004364	M35	Other systemic involvement of connective tissue	HP_0002960	Autoimmunity		['700']
C0004364	M35.0	Sjögren syndrome	HP_0002960	Autoimmunity	['709', '709.2']	['700', '700.2']
C0004364	M35.00	Sjögren syndrome, unspecified	HP_0002960	Autoimmunity	['709', '709.2']	['700', '700.2']
C0004364	M35.01	Sjögren syndrome with keratoconjunctivitis	HP_0002960	Autoimmunity	['709', '709.2']	['367', '367.2', '367.3', '367.31', '367.8', '700', '700.2']
C0004364	M34.83	Systemic sclerosis with polyneuropathy	HP_0002960	Autoimmunity	['357', '709', '709.3']	['337', '337.8', '700', '700.3']
C0004509	N46.0	Azoospermia	HP_0000027	Azoospermia	['609', '609.1', '609.11']	['609', '609.1']
C0004509	N46.01	Organic azoospermia	HP_0000027	Azoospermia	['609', '609.1', '609.11']	['609', '609.1']
C0004604	M54.9	Dorsalgia, unspecified	HP_0003418	Back pain	['760']	['718']
C0004604	M54	Dorsalgia	HP_0003418	Back pain	['760']	['718']
C0004610	R78.81	Bacteremia	HP_0031864	Bacteremia	['038', '038.3']	['092', '092.8']
C0004659	R82.71	Bacteriuria	HP_0012461	Bacteriuria	['598', '598.9']	['099']
C0004763	K22.70	Barrett's esophagus without dysplasia	HP_0100580	Barrett esophagus	['530', '530.1', '530.13']	['510', '510.8']
C0004763	K22.7	Barrett's esophagus	HP_0100580	Barrett esophagus	['530', '530.1', '530.13']	['510', '510.8']
C0004930	F91.9	Conduct disorder, unspecified	HP_0000708	Behavioral abnormality	['312']	['893', '893.2']
C0004968	R80.3	Bence Jones proteinuria	HP_0030156	Bence Jones Proteinuria	['269']	['830']
C0005411	Q44.2	Atresia of bile ducts	HP_0005912	Biliary atresia	['750', '750.2', '750.22']	['766', '766.1']
C0005424	K83.9	Disease of biliary tract, unspecified	HP_0001080	Biliary tract abnormality	['575', '575.8']	['552']
C0005586	F31	Bipolar disorder	HP_0007302	Bipolar affective disorder	['296', '296.1']	['286', '286.1']
C0005586	F31.9	Bipolar disorder, unspecified	HP_0007302	Bipolar affective disorder	['296', '296.1']	['286', '286.1']
C0005683	N21.0	Calculus in bladder	HP_0010474	Bladder stones	['594', '594.2']	['585']
C0005689	Q64.19	Other exstrophy of urinary bladder	HP_0002836	Bladder exstrophy	['751', '751.2']	['775', '775.1']
C0005689	Q64.10	Exstrophy of urinary bladder, unspecified	HP_0002836	Bladder exstrophy	['751', '751.2']	['775', '775.1']
C0005689	Q64.1	Exstrophy of urinary bladder	HP_0002836	Bladder exstrophy	['751', '751.2']	['775', '775.1']
C0005694	N32.0	Bladder-neck obstruction	HP_0041047	Bladder outlet obstruction	['596', '596.1']	['596', '596.1']
C0005741	H01.0	Blepharitis	HP_0000498	Blepharitis	['371', '371.3']	['360', '360.4']
C0005741	H01.9	Unspecified inflammation of eyelid	HP_0000498	Blepharitis	['371', '371.3']	['360']
C0005741	H01.00	Unspecified blepharitis	HP_0000498	Blepharitis	['371', '371.3']	['360', '360.4']
C0005742	H02.3	Blepharochalasis	HP_0010749	Blepharochalasis	['374', '374.3']	['361', '361.4']
C0005744	H02.52	Blepharophimosis	HP_0000581	Blepharophimosis	['374']	['361', '361.8']
C0005745	H02.4	Ptosis of eyelid	HP_0000508	Ptosis	['374', '374.3']	['361', '361.3']
C0005745	H02.409	Unspecified ptosis of unspecified eyelid	HP_0000508	Ptosis	['374', '374.3']	['361', '361.3']
C0005745	H02.40	Unspecified ptosis of eyelid	HP_0000508	Ptosis	['374', '374.3']	['361', '361.3']
C0005747	G24.5	Blepharospasm	HP_0000643	Blepharospasm	['333', '333.4']	['324', '324.3', '324.36']
C0005779	D68.9	Coagulation defect, unspecified	HP_0003256	Abnormality of the coagulation cascade	['286', '286.7']	['168']
C0005779	D68.9	Coagulation defect, unspecified	HP_0001928	Abnormality of coagulation	['286', '286.7']	['168']
C0019087	D69.9	Hemorrhagic condition, unspecified	HP_0001928	Abnormality of coagulation	['287']	['168', '168.1']
C0005937	M85.4	Solitary bone cyst	HP_0012062	Bone cyst	['733', '733.2']	['727', '727.5']
C0005937	M85.40	Solitary bone cyst, unspecified site	HP_0012062	Bone cyst	['733', '733.2']	['727', '727.5']
C0006009	R41.83	Borderline intellectual functioning	HP_0006889	Intellectual disability, borderline		['329']
C0006012	F60.3	Borderline personality disorder	HP_0012076	Borderline personality disorder	['301', '301.2']	['296', '296.4']
C0006114	G93.6	Cerebral edema	HP_0002181	Cerebral edema	['348', '348.2']	['346', '346.6']
C0006123	H34.23	Retinal artery branch occlusion	HP_0020161	Branch retinal artery occlusion	['362', '362.4']	['374', '374.3', '374.37']
C0006267	J47	Bronchiectasis	HP_0002110	Bronchiectasis	['496', '496.3']	['476']
C0006267	J47.9	Bronchiectasis, uncomplicated	HP_0002110	Bronchiectasis	['496', '496.3']	['476']
C0006277	J40	Bronchitis, not specified as acute or chronic	HP_0012387	Bronchitis	['497']	['469']
C0006288	Q33.2	Sequestration of lung	HP_0010960	Bronchopulmonary sequestration	['748']	['777', '777.3', '777.35']
C0006288	Q33.2	Sequestration of lung	HP_0100632	Pulmonary sequestration	['748']	['777', '777.3', '777.35']
C0006325	F45.8	Other somatoform disorders	HP_0003763	Bruxism	['303', '303.3']	['292']
C0006370	F50.2	Bulimia nervosa	HP_0100739	Bulimia	['305', '305.2']	['293', '293.2']
C0006384	I45.4	Nonspecific intraventricular block	HP_0011710	Bundle branch block	['426', '426.3']	['416', '416.4']
C0006386	M21.61	Bunion	HP_0001822	Hallux valgus	['735', '735.3']	['709', '709.2', '709.21']
C0006413	C83.70	Burkitt lymphoma, unspecified site	HP_0030080	Burkitt lymphoma	['202', '202.2']	['120', '120.2', '120.21', '122', '122.2', '122.23']
C0006413	C83.7	Burkitt lymphoma	HP_0030080	Burkitt lymphoma	['202', '202.2']	['120', '120.2', '120.21', '122', '122.2', '122.23']
C0006444	M71.9	Bursopathy, unspecified	HP_0025232	Bursitis	['727']	['721']
C0006625	R64	Cachexia	HP_0004326	Cachexia	['260', '260.1']	['230', '230.4']
C0006664	L94.2	Calcinosis cutis	HP_0025520	Calcinosis cutis	['689']	['247', '247.5', '247.53']
C0006826	C81.92	Hodgkin lymphoma, unspecified, intrathoracic lymph nodes	HP_0002664	Neoplasm	['201']	['120', '120.2', '122', '122.1']
C0006826	C48.8	Malignant neoplasm of overlapping sites of retroperitoneum and peritoneum	HP_0002664	Neoplasm	['159', '159.4']	['104', '104.2', '130']
C0006826	C81.91	Hodgkin lymphoma, unspecified, lymph nodes of head, face, and neck	HP_0002664	Neoplasm	['201']	['120', '120.2', '122', '122.1']
C0006826	C47.2	Malignant neoplasm of peripheral nerves of lower limb, including hip	HP_0002664	Neoplasm	['170', '170.2']	['104', '104.4', '130']
C0006826	C49	Malignant neoplasm of other connective and soft tissue	HP_0002664	Neoplasm	['170', '170.2']	['104', '104.3', '130']
C0006826	C82.04	Follicular lymphoma grade I, lymph nodes of axilla and upper limb	HP_0002664	Neoplasm	['202', '202.2', '202.21']	['120', '120.2', '120.21', '122', '122.2', '122.21']
C0006826	C81.90	Hodgkin lymphoma, unspecified, unspecified site	HP_0002664	Neoplasm	['201']	['120', '120.2', '122', '122.1']
C0006826	C48.1	Malignant neoplasm of specified parts of peritoneum	HP_0002664	Neoplasm	['159', '159.4']	['104', '104.2', '130']
C0006826	C82.03	Follicular lymphoma grade I, intra-abdominal lymph nodes	HP_0002664	Neoplasm	['202', '202.2', '202.21']	['120', '120.2', '120.21', '122', '122.2', '122.21']
C0006826	C81.94	Hodgkin lymphoma, unspecified, lymph nodes of axilla and upper limb	HP_0002664	Neoplasm	['201']	['120', '120.2', '122', '122.1']
C0006826	C48.0	Malignant neoplasm of retroperitoneum	HP_0002664	Neoplasm	['159', '159.4']	['104', '104.2', '130']
C0006826	C81.95	Hodgkin lymphoma, unspecified, lymph nodes of inguinal region and lower limb	HP_0002664	Neoplasm	['201']	['120', '120.2', '122', '122.1']
C0006826	C48	Malignant neoplasm of retroperitoneum and peritoneum	HP_0002664	Neoplasm	['159', '159.4']	['104', '104.2', '130']
C0006826	C81.96	Hodgkin lymphoma, unspecified, intrapelvic lymph nodes	HP_0002664	Neoplasm	['201']	['120', '120.2', '122', '122.1']
C0006826	C47.9	Malignant neoplasm of peripheral nerves and autonomic nervous system, unspecified	HP_0002664	Neoplasm	['170', '170.2']	['104', '104.4', '130']
C0006826	C81.97	Hodgkin lymphoma, unspecified, spleen	HP_0002664	Neoplasm	['201']	['120', '120.2', '122', '122.1']
C0006826	C47.8	Malignant neoplasm of overlapping sites of peripheral nerves and autonomic nervous system	HP_0002664	Neoplasm	['170', '170.2']	['104', '104.4', '130']
C0006826	C81.98	Hodgkin lymphoma, unspecified, lymph nodes of multiple sites	HP_0002664	Neoplasm	['201']	['120', '120.2', '122', '122.1']
C0006826	C47.6	Malignant neoplasm of peripheral nerves of trunk, unspecified	HP_0002664	Neoplasm	['170', '170.2']	['104', '104.4', '130']
C0006826	C81.93	Hodgkin lymphoma, unspecified, intra-abdominal lymph nodes	HP_0002664	Neoplasm	['201']	['120', '120.2', '122', '122.1']
C0006826	C81.99	Hodgkin lymphoma, unspecified, extranodal and solid organ sites	HP_0002664	Neoplasm	['201']	['120', '120.2', '122', '122.1']
C0006826	C82	Follicular lymphoma	HP_0002664	Neoplasm	['202', '202.2', '202.21']	['120', '120.2', '120.21', '122', '122.2', '122.21']
C0006826	C47.4	Malignant neoplasm of peripheral nerves of abdomen	HP_0002664	Neoplasm	['170', '170.2']	['104', '104.4', '130']
C0006826	C82.0	Follicular lymphoma grade I	HP_0002664	Neoplasm	['202', '202.2', '202.21']	['120', '120.2', '120.21', '122', '122.2', '122.21']
C0006826	C47.3	Malignant neoplasm of peripheral nerves of thorax	HP_0002664	Neoplasm	['170', '170.2']	['104', '104.4', '130']
C0006826	C82.00	Follicular lymphoma grade I, unspecified site	HP_0002664	Neoplasm	['202', '202.2', '202.21']	['120', '120.2', '120.21', '122', '122.2', '122.21']
C0006826	C47.22	Malignant neoplasm of peripheral nerves of left lower limb, including hip	HP_0002664	Neoplasm	['170', '170.2']	['104', '104.4', '130']
C0006826	C82.01	Follicular lymphoma grade I, lymph nodes of head, face, and neck	HP_0002664	Neoplasm	['202', '202.2', '202.21']	['120', '120.2', '120.21', '122', '122.2', '122.21']
C0006826	C47.21	Malignant neoplasm of peripheral nerves of right lower limb, including hip	HP_0002664	Neoplasm	['170', '170.2']	['104', '104.4', '130']
C0006826	C48.2	Malignant neoplasm of peritoneum, unspecified	HP_0002664	Neoplasm	['159', '159.4']	['104', '104.2', '130']
C0006826	C47.20	Malignant neoplasm of peripheral nerves of unspecified lower limb, including hip	HP_0002664	Neoplasm	['170', '170.2']	['104', '104.4', '130']
C0006826	C47.5	Malignant neoplasm of peripheral nerves of pelvis	HP_0002664	Neoplasm	['170', '170.2']	['104', '104.4', '130']
C0006826	C82.02	Follicular lymphoma grade I, intrathoracic lymph nodes	HP_0002664	Neoplasm	['202', '202.2', '202.21']	['120', '120.2', '120.21', '122', '122.2', '122.21']
C0006826	C44.319	Basal cell carcinoma of skin of other parts of face	HP_0002664	Neoplasm	['172', '172.2', '172.21']	['103', '103.2', '103.21']
C0006826	C47.12	Malignant neoplasm of peripheral nerves of left upper limb, including shoulder	HP_0002664	Neoplasm	['170', '170.2']	['104', '104.4', '130']
C0006826	C82.2	Follicular lymphoma grade III, unspecified	HP_0002664	Neoplasm	['202', '202.2', '202.21']	['120', '120.2', '120.21', '122', '122.2', '122.21']
C0006826	C46.0	Kaposi's sarcoma of skin	HP_0002664	Neoplasm	['230']	['104', '104.6']
C0006826	C82.20	Follicular lymphoma grade III, unspecified, unspecified site	HP_0002664	Neoplasm	['202', '202.2', '202.21']	['120', '120.2', '120.21', '122', '122.2', '122.21']
