hpo_code	hpo_label	hpo_simpleLabel	hpo_original	phecodeXupdated_code	phecodeXupdated_label	phecodeXupdated_simpleLabel	phecodeXupdated_category
HP_0430028	Maxillary hyperplasia	maxillary hyperplasia	False	MS_733.111	Maxillary hyperplasia	maxillary hyperplasia	Muscloskeletal
HP_0500006	Urethritis	urethritis	True	GU_592.2	Urethritis	urethritis	Genitourinary
HP_0500049	Retinopathy of prematurity	retinopathy of prematurity	True	NB_873	Retinopathy of prematurity	retinopathy of prematurity	Neonatal
HP_0500049	Retinopathy of prematurity	retinopathy of prematurity	True	NB_873.1	Retinopathy of prematurity, stage 0	retinopathy of prematurity stage 0	Neonatal
HP_0500049	Retinopathy of prematurity	retinopathy of prematurity	True	NB_873.2	Retinopathy of prematurity, stage 1	retinopathy of prematurity stage 1	Neonatal
HP_0500049	Retinopathy of prematurity	retinopathy of prematurity	True	NB_873.3	Retinopathy of prematurity, stage 2	retinopathy of prematurity stage 2	Neonatal
HP_0500049	Retinopathy of prematurity	retinopathy of prematurity	True	NB_873.4	Retinopathy of prematurity, stage 3	retinopathy of prematurity stage 3	Neonatal
HP_0500049	Retinopathy of prematurity	retinopathy of prematurity	True	NB_873.5	Retinopathy of prematurity, stage 4	retinopathy of prematurity stage 4	Neonatal
HP_0500049	Retinopathy of prematurity	retinopathy of prematurity	True	NB_873.6	Retinopathy of prematurity, stage 5	retinopathy of prematurity stage 5	Neonatal
HP_0500050	Retinopathy of prematurity stage 1	retinopathy of prematurity stage 1	True	NB_873.2	Retinopathy of prematurity, stage 1	retinopathy of prematurity stage 1	Neonatal
HP_0500051	Retinopathy of prematurity stage 2	retinopathy of prematurity stage 2	True	NB_873.3	Retinopathy of prematurity, stage 2	retinopathy of prematurity stage 2	Neonatal
HP_0500052	Retinopathy of prematurity stage 3	retinopathy of prematurity stage 3	True	NB_873.4	Retinopathy of prematurity, stage 3	retinopathy of prematurity stage 3	Neonatal
HP_0500053	Retinopathy of prematurity stage 4	retinopathy of prematurity stage 4	True	NB_873.5	Retinopathy of prematurity, stage 4	retinopathy of prematurity stage 4	Neonatal
HP_0500056	Retinopathy of prematurity stage 5	retinopathy of prematurity stage 5	True	NB_873.6	Retinopathy of prematurity, stage 5	retinopathy of prematurity stage 5	Neonatal
HP_0500094	Latex allergy	latex allergy	True	SS_840.4	Latex allergy	latex allergy	Symptoms
HP_4000037	Congenital hydrocele	congenital hydrocele	True	CM_760.26	Congenital hydrocele	congenital hydrocele	Congenital
