phecode1.2_code	phecode1.2_label	phecode1.2_category	CUI	hpo_code	hpo_label	PheMap_score
252.2	Hypoparathyroidism	endocrine/metabolic	C0020626	HP_0000829	Hypoparathyroidism	64.04854387487535
253.1	Pituitary hyperfunction	endocrine/metabolic	C0032019	HP_0040277	Neoplasm of the pituitary gland	15.262086989525736
253.1	Pituitary hyperfunction	endocrine/metabolic	C0001206	HP_0033794	Acral overgrowth	44.05593114372207
253.1	Pituitary hyperfunction	endocrine/metabolic	C0235986	HP_0000845	Elevated circulating growth hormone concentration	15.083669973157278
253.11	Acromegaly and gigantism	endocrine/metabolic	C0020506	HP_0010514	Hyperpituitarism	14.940261003840005
253.11	Acromegaly and gigantism	endocrine/metabolic	C0032019	HP_0040277	Neoplasm of the pituitary gland	14.265594369868287
253.11	Acromegaly and gigantism	endocrine/metabolic	C0001206	HP_0033794	Acral overgrowth	49.96853914690151
253.11	Acromegaly and gigantism	endocrine/metabolic	C0235986	HP_0000845	Elevated circulating growth hormone concentration	17.352401922989248
253.2	Pituitary hypofunction	endocrine/metabolic	C0020635	HP_0040075	Hypopituitarism	23.312524366826498
253.3	Diabetes insipidus	endocrine/metabolic	C0162283	HP_0009806	Nephrogenic diabetes insipidus	21.875821545099818
253.3	Diabetes insipidus	endocrine/metabolic	C0687720	HP_0000863	Central diabetes insipidus	33.44534494300706
253.3	Diabetes insipidus	endocrine/metabolic	C0011848	HP_0000873	Diabetes insipidus	78.15985971088904
253.7	Other disorders of neurohypophysis	endocrine/metabolic	C0020625	HP_0002902	Hyponatremia	48.93940173054936
253.7	Other disorders of neurohypophysis	endocrine/metabolic	C0021141	HP_0031218	Inappropriate antidiuretic hormone secretion	101.48110126484848
254	Diseases of thymus gland	endocrine/metabolic	C0020635	HP_0040075	Hypopituitarism	32.74148664037614
255	Disorders of adrenal glands	endocrine/metabolic	C0020461	HP_0002153	Hyperkalemia	13.919459716728756
255.1	Adrenal hyperfunction	endocrine/metabolic	C0010481	HP_0003118	Increased circulating cortisol level	56.36062287488093
255.11	Cushing's syndrome	endocrine/metabolic	C0010481	HP_0003118	Increased circulating cortisol level	73.89714934890087
255.12	Hyperaldosteronism	endocrine/metabolic	C1384514	HP_0011736	Primary hyperaldosteronism	45.50918718507064
255.12	Hyperaldosteronism	endocrine/metabolic	C0271728	HP_0011741	Secondary hyperaldosteronism	15.159857271252928
255.12	Hyperaldosteronism	endocrine/metabolic	C0020428	HP_0000859	Hyperaldosteronism	17.35890781139058
255.21	Glucocorticoid deficiency	endocrine/metabolic	C0001403	HP_0008207	Primary adrenal insufficiency	38.847520482544994
255.21	Glucocorticoid deficiency	endocrine/metabolic	C0001623	HP_0000846	Adrenal insufficiency	33.005772918319394
255.3	Adrenogenital disorders	endocrine/metabolic	C0001627	HP_0008258	Congenital adrenal hyperplasia	104.56696626221306
256.4	Polycystic ovaries	endocrine/metabolic	C0032460	HP_0000147	Polycystic ovaries	106.94463380553567
257.1	Testicular hypofunction	endocrine/metabolic	C0151721	HP_0000026	Male hypogonadism	55.12799012397042
257.1	Testicular hypofunction	endocrine/metabolic	C0020619	HP_0000135	Hypogonadism	32.84149821221954
259	Other endocrine disorders	endocrine/metabolic	C0013336	HP_0003510	Severe short stature	14.537781862587636
259.1	Nonspecific abnormal results of other endocrine function study	endocrine/metabolic	C0025874	HP_0100608	Metrorrhagia	29.833614095598033
259.2	Carcinoid syndrome	endocrine/metabolic	C0007095	HP_0100570	Carcinoid tumor	41.86033844126506
259.3	Delay in sexual development and puberty NEC	endocrine/metabolic	C0034012	HP_0000823	Delayed puberty	66.91265220059897
259.4	Precocious sexual development and puberty NEC	endocrine/metabolic	C0034013	HP_0000826	Precocious puberty	87.51217030312388
259.8	Polyglandular activity in multiple endocrine adenomatosis	endocrine/metabolic	C0027651	HP_0002664	Neoplasm	15.067528105748696
259.8	Polyglandular activity in multiple endocrine adenomatosis	endocrine/metabolic	C0031511	HP_0002666	Pheochromocytoma	14.93897404152406
259.8	Polyglandular activity in multiple endocrine adenomatosis	endocrine/metabolic	C0238462	HP_0002865	Medullary thyroid carcinoma	15.368566869795036
260	Protein-calorie malnutrition	endocrine/metabolic	C0162429	HP_0004395	Malnutrition	34.58377578063539
260.21	Kwashiorkor	endocrine/metabolic	C0162429	HP_0004395	Malnutrition	27.263569234175602
260.22	Nutritional marasmus	endocrine/metabolic	C0162429	HP_0004395	Malnutrition	27.263569234175602
260.6	Anorexia	endocrine/metabolic	C0041667	HP_0004325	Decreased body weight	19.673237692148764
260.6	Anorexia	endocrine/metabolic	C0003123	HP_0002039	Anorexia	57.100847721732606
260.7	Polyphagia	endocrine/metabolic	C0020505	HP_0002591	Polyphagia	19.061199012706364
260.7	Polyphagia	endocrine/metabolic	C0006370	HP_0100739	Bulimia	54.23679908643571
261	Vitamin deficiency	endocrine/metabolic	C0162429	HP_0004395	Malnutrition	20.98476168759233
261.3	Vitamin C deficiencies	endocrine/metabolic	C0003969	HP_0100510	Low levels of vitamin C	15.339874898672102
261.4	Vitamin D deficiency	endocrine/metabolic	C0035579	HP_0002748	Rickets	45.49897957287479
261.4	Vitamin D deficiency	endocrine/metabolic	C0042870	HP_0100512	Low levels of vitamin D	20.855772092559302
261.41	Rickets or osteomalacia	endocrine/metabolic	C0035579	HP_0002748	Rickets	45.49897957287479
261.41	Rickets or osteomalacia	endocrine/metabolic	C0042870	HP_0100512	Low levels of vitamin D	20.855772092559302
262	Mineral deficiency NEC	endocrine/metabolic	C0010308	HP_0000851	Congenital hypothyroidism	42.907995031704566
263	Other nutritional deficiency	endocrine/metabolic	C0162429	HP_0004395	Malnutrition	20.758743208770703
264.1	Short stature	endocrine/metabolic	C0349588	HP_0004322	Short stature	29.04424452721759
264.1	Short stature	endocrine/metabolic	C0013336	HP_0003510	Severe short stature	54.36838350282387
269	Proteinuria	endocrine/metabolic	C0033687	HP_0000093	Proteinuria	57.32692341579606
269	Proteinuria	endocrine/metabolic	C0001925	HP_0012592	Albuminuria	17.211843781161267
270.1	Disturbances of amino-acid transport	endocrine/metabolic	C0001916	HP_0001022	Albinism	29.642723343824912
270.1	Disturbances of amino-acid transport	endocrine/metabolic	C0010691	HP_0003131	Cystinuria	15.915148479797336
270.11	Disturbances of sulphur-bearing amino-acid metabolism	endocrine/metabolic	C0019880	HP_0002156	Homocystinuria	107.73550404914968
270.11	Disturbances of sulphur-bearing amino-acid metabolism	endocrine/metabolic	C0023309	HP_0012019	Lens luxation	25.729545086062398
270.11	Disturbances of sulphur-bearing amino-acid metabolism	endocrine/metabolic	C0023309	HP_0001083	Ectopia lentis	25.729545086062398
270.11	Disturbances of sulphur-bearing amino-acid metabolism	endocrine/metabolic	C3714756	HP_0001249	Intellectual disability	23.543800536539568
270.11	Disturbances of sulphur-bearing amino-acid metabolism	endocrine/metabolic	C0027092	HP_0000545	Myopia	16.011625254869813
270.12	Phenylketonuria [PKU]	endocrine/metabolic	C0751434	HP_0005982	Reduced phenylalanine hydroxylase level	85.81175326924641
270.12	Phenylketonuria [PKU]	endocrine/metabolic	C0751435	HP_0004923	Hyperphenylalaninemia	14.657364198456161
270.2	Disorders of amino-acid metabolism	endocrine/metabolic	C0268583	HP_0002912	Methylmalonic acidemia	43.591981374224645
270.21	Disorders of urea cycle metabolism	endocrine/metabolic	C0220994	HP_0001987	Hyperammonemia	35.79550613023529
270.21	Disorders of urea cycle metabolism	endocrine/metabolic	C0175683	HP_0032397	Citrullinuria	48.729566439406526
270.32	Paraproteinemia	endocrine/metabolic	C0010403	HP_0100778	Cryoglobulinemia	75.65796864093494
270.33	Amyloidosis	endocrine/metabolic	C0002726	HP_0011034	Amyloidosis	35.96792625291911
270.33	Amyloidosis	endocrine/metabolic	C0085220	HP_0011970	Cerebral amyloid angiopathy	19.649773486064174
270.33	Amyloidosis	endocrine/metabolic	C0268407	HP_0030843	Cardiac amyloidosis	19.987246468017727
270.34	Alpha-1-antitrypsin deficiency	endocrine/metabolic	C0024117	HP_0006510	Chronic pulmonary obstruction	14.033184693137626
270.34	Alpha-1-antitrypsin deficiency	endocrine/metabolic	C0023895	HP_0001410	Decreased liver function	17.683970578360547
270.34	Alpha-1-antitrypsin deficiency	endocrine/metabolic	C0023895	HP_0001392	Abnormality of the liver	17.683970578360547
270.34	Alpha-1-antitrypsin deficiency	endocrine/metabolic	C0023890	HP_0001394	Cirrhosis	18.367671325809287
270.35	Macroglobulinemia	endocrine/metabolic	C0024419	HP_0005508	Monoclonal immunoglobulin M proteinemia	83.27798867188038
270.38	Other specified disorders of plasma protein metabolism	endocrine/metabolic	C0239981	HP_0003073	Hypoalbuminemia	69.53376039949589
271.3	Intestinal disaccharidase deficiencies and disaccharide malabsorption	endocrine/metabolic	C0016952	HP_0004919	Galactose intolerance	17.66760736072324
271.3	Intestinal disaccharidase deficiencies and disaccharide malabsorption	endocrine/metabolic	C0016952	HP_0012024	Hypergalactosemia	17.66760736072324
271.3	Intestinal disaccharidase deficiencies and disaccharide malabsorption	endocrine/metabolic	C0022951	HP_0004789	Lactose intolerance	44.50862856991301
271.9	Other disorders of carbohydrate transport and metabolism	endocrine/metabolic	C0001916	HP_0001022	Albinism	18.904145762976988
272.1	Hyperlipidemia	endocrine/metabolic	C0020443	HP_0003124	Hypercholesterolemia	21.519106011894763
272.11	Hypercholesterolemia	endocrine/metabolic	C0020443	HP_0003124	Hypercholesterolemia	16.51677942794705
272.12	Hyperglyceridemia	endocrine/metabolic	C1956346	HP_0001677	Coronary artery atherosclerosis	15.638574601878748
272.13	Mixed hyperlipidemia	endocrine/metabolic	C0020443	HP_0003124	Hypercholesterolemia	20.27087021759989
272.13	Mixed hyperlipidemia	endocrine/metabolic	C0549399	HP_0003141	Increased LDL cholesterol concentration	29.73541839703756
272.13	Mixed hyperlipidemia	endocrine/metabolic	C0027051	HP_0001658	Myocardial infarction	17.365959134238487
272.13	Mixed hyperlipidemia	endocrine/metabolic	C0020474	HP_0008158	Hyperapobetalipoproteinemia	43.70252204532405
272.14	Hyperchylomicronemia	endocrine/metabolic	C0302314	HP_0001114	Xanthelasma	13.852414797581986
272.9	Unspecified disorder of lipoid metabolism	endocrine/metabolic	C0020473	HP_0003077	Hyperlipidemia	20.10294167011986
272.9	Unspecified disorder of lipoid metabolism	endocrine/metabolic	C0549399	HP_0003141	Increased LDL cholesterol concentration	29.62169246604621
274.1	Gout	endocrine/metabolic	C0018099	HP_0001997	Gout	66.68784069452738
274.1	Gout	endocrine/metabolic	C0221248	HP_0033073	Urate tophus	17.82178623002604
274.11	Gouty arthropathy	endocrine/metabolic	C0403719	HP_0000791	Uric acid nephrolithiasis	17.694984438632464
274.11	Gouty arthropathy	endocrine/metabolic	C0018099	HP_0001997	Gout	16.226830650574062
274.2	Crystal arthropathies	endocrine/metabolic	C0553730	HP_0000934	Chondrocalcinosis	123.92412155556688
274.21	Chondrocalcinosis	endocrine/metabolic	C0553730	HP_0000934	Chondrocalcinosis	66.61145983340218
275.3	Disorders of magnesium metabolism	endocrine/metabolic	C0151723	HP_0002917	Hypomagnesemia	46.46240832855731
275.5	Disorders of calcium/phosphorus metabolism	endocrine/metabolic	C0027709	HP_0000121	Nephrocalcinosis	20.532339363456334
275.51	Hypocalcemia	endocrine/metabolic	C0027709	HP_0000121	Nephrocalcinosis	21.02596347605197
275.51	Hypocalcemia	endocrine/metabolic	C0020438	HP_0002150	Hypercalciuria	28.373207824023925
275.51	Hypocalcemia	endocrine/metabolic	C0020437	HP_0003072	Hypercalcemia	38.43397821045559
275.53	Disorders of phosphorus metabolism	endocrine/metabolic	C0027709	HP_0000121	Nephrocalcinosis	20.284860342397668
275.53	Disorders of phosphorus metabolism	endocrine/metabolic	C0020437	HP_0003072	Hypercalcemia	36.97931806263593
275.53	Disorders of phosphorus metabolism	endocrine/metabolic	C0020438	HP_0002150	Hypercalciuria	27.09093874119041
275.6	Hypercalcemia	endocrine/metabolic	C0020437	HP_0003072	Hypercalcemia	38.4288667227289
275.6	Hypercalcemia	endocrine/metabolic	C0020438	HP_0002150	Hypercalciuria	28.369434358192073
275.6	Hypercalcemia	endocrine/metabolic	C0027709	HP_0000121	Nephrocalcinosis	21.023167149487463
276.1	Electrolyte imbalance	endocrine/metabolic	C0085679	HP_0011423	Hyperchloremia	68.52931683976527
276.11	Hyperosmolality and/or hypernatremia	endocrine/metabolic	C0020488	HP_0003228	Hypernatremia	82.46384469112634
276.12	Hyposmolality and/or hyponatremia	endocrine/metabolic	C0021141	HP_0031218	Inappropriate antidiuretic hormone secretion	23.31618606456977
276.12	Hyposmolality and/or hyponatremia	endocrine/metabolic	C0020625	HP_0002902	Hyponatremia	128.2109524455205
276.13	Hyperpotassemia	endocrine/metabolic	C0020461	HP_0002153	Hyperkalemia	66.48670764652772
276.14	Hypopotassemia	endocrine/metabolic	C0020621	HP_0002900	Hypokalemia	61.34108284253357
276.41	Acidosis	endocrine/metabolic	C0220981	HP_0001942	Metabolic acidosis	37.86777020881143
276.41	Acidosis	endocrine/metabolic	C0001125	HP_0003128	Lactic acidosis	17.233042266272665
276.41	Acidosis	endocrine/metabolic	C0001127	HP_0005972	Respiratory acidosis	22.338615666127982
276.42	Alkalosis	endocrine/metabolic	C0002064	HP_0001950	Respiratory alkalosis	26.285200047061643
276.42	Alkalosis	endocrine/metabolic	C0220983	HP_0200114	Metabolic alkalosis	42.4988551599875
276.42	Alkalosis	endocrine/metabolic	C0002063	HP_0001948	Alkalosis	50.943662675925424
276.5	Hypovolemia	endocrine/metabolic	C0011175	HP_0001944	Dehydration	68.84057170375578
276.8	Polydipsia	endocrine/metabolic	C0085602	HP_0001959	Polydipsia	90.91264312962312
276.8	Polydipsia	endocrine/metabolic	C0011848	HP_0000873	Diabetes insipidus	21.867786348902545
277.2	Other disorders of purine and pyrimidine metabolism	endocrine/metabolic	C0220988	HP_0010934	Xanthinuria	40.13743666959804
277.4	Disorders of bilirubin excretion	endocrine/metabolic	C0022346	HP_0000952	Jaundice	42.473302495052465
277.51	Lipoprotein disorders	endocrine/metabolic	C0002986	HP_0001071	Angiokeratoma corporis diffusum	26.882240919103648
277.6	Other deficiencies of circulating enzymes	endocrine/metabolic	C0002994	HP_0100665	Angioedema	19.678669778170484
277.7	Dysmetabolic syndrome X	endocrine/metabolic	C0021655	HP_0000855	Insulin resistance	19.841477492305227
277.8	Carnitine deficiencies	endocrine/metabolic	C1856438	HP_0001985	Hypoketotic hypoglycemia	27.374861475155317
277.8	Carnitine deficiencies	endocrine/metabolic	C0085584	HP_0001298	Encephalopathy	14.47580197539779
278	Overweight, obesity and other hyperalimentation	endocrine/metabolic	C0028754	HP_0001513	Obesity	13.910450869673507
278.1	Obesity	endocrine/metabolic	C0028754	HP_0001513	Obesity	19.573136863277906
279.11	Deficiency of humoral immunity	endocrine/metabolic	C0086438	HP_0004313	Decreased circulating antibody level	16.53857765747652
279.2	Autoimmune disease NEC	endocrine/metabolic	C0004364	HP_0002960	Autoimmunity	14.015411921909662
279.7	Other immunological findings	endocrine/metabolic	C0025874	HP_0100608	Metrorrhagia	29.833614095598033
280.1	Iron deficiency anemias, unspecified or not due to blood loss	hematopoietic	C0162316	HP_0001891	Iron deficiency anemia	39.65001892164759
281	Other deficiency anemia	hematopoietic	C0002888	HP_0001889	Megaloblastic anemia	43.24661127559968
281	Other deficiency anemia	hematopoietic	C0016412	HP_0100507	Reduced blood folate concentration	20.80635111378929
281	Other deficiency anemia	hematopoietic	C0042847	HP_0100502	Vitamin B12 deficiency	17.096126858868598
281.1	Megaloblastic anemia	hematopoietic	C0042847	HP_0100502	Vitamin B12 deficiency	16.317339423117286
281.1	Megaloblastic anemia	hematopoietic	C0002888	HP_0001889	Megaloblastic anemia	24.67995467395443
281.11	Pernicious anemia	hematopoietic	C0042847	HP_0100502	Vitamin B12 deficiency	31.146892697728763
281.12	Other vitamin B12 deficiency anemia	hematopoietic	C0042847	HP_0100502	Vitamin B12 deficiency	14.759524711865886
281.13	Folate-deficiency anemia	hematopoietic	C0016412	HP_0100507	Reduced blood folate concentration	19.68602737640371
281.13	Folate-deficiency anemia	hematopoietic	C0002871	HP_0001903	Anemia	29.792249874585906
281.13	Folate-deficiency anemia	hematopoietic	C0558165	HP_0002212	Curly hair	16.291327414327515
281.9	Deficiency anemias	hematopoietic	C0162316	HP_0001891	Iron deficiency anemia	39.5638118968971
282.9	Other hereditary hemolytic anemias	hematopoietic	C0013902	HP_0004445	Elliptocytosis	27.327104901134838
283.1	Autoimmune hemolytic anemias	hematopoietic	C0002880	HP_0001890	Autoimmune hemolytic anemia	20.81626576986157
283.21	Hemolytic-uremic syndrome	hematopoietic	C0019061	HP_0005575	Hemolytic-uremic syndrome	108.7173805512834
284	Aplastic anemia	hematopoietic	C0034902	HP_0012410	Pure red cell aplasia	14.41046709805166
284	Aplastic anemia	hematopoietic	C0002874	HP_0001915	Aplastic anemia	64.34078096280196
284	Aplastic anemia	hematopoietic	C0030312	HP_0001876	Pancytopenia	20.21073237492336
284.1	Pancytopenia	hematopoietic	C0030312	HP_0001876	Pancytopenia	76.59723284690088
284.1	Pancytopenia	hematopoietic	C3463824	HP_0002863	Myelodysplasia	17.52644514591869
284.1	Pancytopenia	hematopoietic	C0002874	HP_0001915	Aplastic anemia	20.408433612773578
284.2	Constitutional aplastic anemia	hematopoietic	C0034902	HP_0012410	Pure red cell aplasia	26.445111203341867
285	Other anemias	hematopoietic	C0002871	HP_0001903	Anemia	35.55999489718634
285.2	Anemia of chronic disease	hematopoietic	C0002871	HP_0001903	Anemia	46.86359485704586
285.3	Sideroblastic anemia	hematopoietic	C3463824	HP_0002863	Myelodysplasia	18.273689097192076
285.3	Sideroblastic anemia	hematopoietic	C0002896	HP_0001924	Sideroblastic anemia	120.18622349468141
285.8	Hemoglobinuria	hematopoietic	C0024790	HP_0004818	Paroxysmal nocturnal hemoglobinuria	73.32519385934036
285.8	Hemoglobinuria	hematopoietic	C0002874	HP_0001915	Aplastic anemia	19.40902397597888
286.1	Congenital coagulation defects	hematopoietic	C0015523	HP_0001929	Reduced factor XI activity	18.707277827065504
286.12	Congenital deficiency of other clotting factors (including factor VII)	hematopoietic	C0015519	HP_0008321	Reduced factor X activity	15.552835433129273
